"date","total_downloads"
"2017-06-25",1
"2017-06-24",6
"2017-06-23",7
"2017-06-22",12
"2017-06-21",2
"2017-06-20",2
"2017-06-19",3
"2017-06-18",2
"2017-06-17",3
"2017-06-16",4
"2017-06-15",10
"2017-06-14",2
"2017-06-13",13
"2017-06-12",3
"2017-06-11",4
"2017-06-10",4
"2017-06-09",1
"2017-06-08",3
"2017-06-07",2
"2017-06-06",14
"2017-06-05",2
"2017-06-04",2
"2017-06-03",1
"2017-06-02",6
"2017-06-01",3
