"date","total_downloads"
"2017-10-21",1
"2017-10-20",2
"2017-10-16",3
"2017-10-15",3
"2017-10-14",1
"2017-10-13",3
"2017-10-12",3
"2017-10-11",3
"2017-10-10",2
"2017-10-09",2
"2017-10-08",1
"2017-10-07",4
"2017-10-06",6
"2017-10-05",1
"2017-10-04",2
"2017-10-01",3
