"date","year","month","day","total_downloads"
"2017-03-21",2017,"March",21,426
"2017-03-22",2017,"March",22,443
"2017-03-23",2017,"March",23,207
"2017-03-24",2017,"March",24,163
"2017-03-25",2017,"March",25,141
"2017-03-26",2017,"March",26,95
"2017-03-27",2017,"March",27,44
"2017-03-28",2017,"March",28,80
"2017-03-29",2017,"March",29,83
"2017-03-30",2017,"March",30,30
"2017-03-31",2017,"March",31,4
