"date","year","month","day","total_downloads"
"2017-03-18",2017,"March",18,249
"2017-03-19",2017,"March",19,478
"2017-03-20",2017,"March",20,197
"2017-03-21",2017,"March",21,101
"2017-03-22",2017,"March",22,55
"2017-03-23",2017,"March",23,29
"2017-03-24",2017,"March",24,48
"2017-03-25",2017,"March",25,74
"2017-03-26",2017,"March",26,22
"2017-03-27",2017,"March",27,27
"2017-03-28",2017,"March",28,19
"2017-03-29",2017,"March",29,28
"2017-03-30",2017,"March",30,22
"2017-03-31",2017,"March",31,2
