"date","total_downloads"
"2017-07-22",2
"2017-07-21",2
"2017-07-20",4
"2017-07-19",1
"2017-07-18",2
"2017-07-17",4
"2017-07-14",2
"2017-07-13",2
"2017-07-12",2
"2017-07-11",4
"2017-07-10",2
"2017-07-08",4
"2017-07-07",5
"2017-07-05",3
"2017-07-04",4
"2017-07-03",2
"2017-07-02",4
"2017-07-01",6
