"date","total_downloads"
"2017-04-16",2
"2017-04-15",25
"2017-04-14",11
"2017-04-13",14
"2017-04-12",10
"2017-04-11",9
"2017-04-10",5
"2017-04-09",9
"2017-04-08",7
"2017-04-07",7
"2017-04-06",17
"2017-04-05",13
"2017-04-04",17
"2017-04-03",31
"2017-04-02",17
"2017-04-01",13
