"date","year","month","day","total_downloads"
"2017-07-09",2017,"July",09,2399
"2017-07-10",2017,"July",10,2805
"2017-07-11",2017,"July",11,2436
"2017-07-12",2017,"July",12,3791
"2017-07-13",2017,"July",13,2095
"2017-07-14",2017,"July",14,2970
"2017-07-15",2017,"July",15,1508
"2017-07-16",2017,"July",16,3092
"2017-07-17",2017,"July",17,4911
"2017-07-18",2017,"July",18,2585
"2017-07-19",2017,"July",19,3831
"2017-07-20",2017,"July",20,2718
"2017-07-21",2017,"July",21,1707
"2017-07-22",2017,"July",22,1276
"2017-07-23",2017,"July",23,2784
"2017-07-24",2017,"July",24,2329
"2017-07-25",2017,"July",25,2548
"2017-07-26",2017,"July",26,2193
"2017-07-27",2017,"July",27,3034
"2017-07-28",2017,"July",28,2880
"2017-07-29",2017,"July",29,1461
"2017-07-30",2017,"July",30,2271
"2017-07-31",2017,"July",31,2062
"2017-08-01",2017,"August",01,3487
"2017-08-02",2017,"August",02,2084
"2017-08-03",2017,"August",03,1143
"2017-08-04",2017,"August",04,4394
"2017-08-05",2017,"August",05,2377
"2017-08-06",2017,"August",06,2988
"2017-08-07",2017,"August",07,4492
"2017-08-08",2017,"August",08,3935
"2017-08-09",2017,"August",09,4015
"2017-08-10",2017,"August",10,2449
"2017-08-11",2017,"August",11,1558
"2017-08-12",2017,"August",12,1086
"2017-08-13",2017,"August",13,3244
"2017-08-14",2017,"August",14,2996
"2017-08-15",2017,"August",15,1927
"2017-08-16",2017,"August",16,3960
"2017-08-17",2017,"August",17,5425
"2017-08-18",2017,"August",18,2870
"2017-08-19",2017,"August",19,3295
"2017-08-20",2017,"August",20,2816
"2017-08-21",2017,"August",21,3294
"2017-08-22",2017,"August",22,4053
"2017-08-23",2017,"August",23,4232
"2017-08-24",2017,"August",24,2208
"2017-08-25",2017,"August",25,1510
"2017-08-26",2017,"August",26,967
"2017-08-27",2017,"August",27,2862
"2017-08-28",2017,"August",28,5557
"2017-08-29",2017,"August",29,3032
"2017-08-30",2017,"August",30,2340
"2017-08-31",2017,"August",31,1776
"2017-09-01",2017,"September",01,3857
"2017-09-02",2017,"September",02,2198
"2017-09-03",2017,"September",03,1571
"2017-09-04",2017,"September",04,3316
"2017-09-05",2017,"September",05,4130
"2017-09-06",2017,"September",06,4600
"2017-09-07",2017,"September",07,4373
"2017-09-08",2017,"September",08,3977
"2017-09-09",2017,"September",09,2863
"2017-09-10",2017,"September",10,3032
"2017-09-11",2017,"September",11,3001
"2017-09-12",2017,"September",12,3952
"2017-09-13",2017,"September",13,2391
"2017-09-14",2017,"September",14,1459
"2017-09-15",2017,"September",15,2372
"2017-09-16",2017,"September",16,1552
"2017-09-17",2017,"September",17,2795
"2017-09-18",2017,"September",18,2673
"2017-09-19",2017,"September",19,4150
"2017-09-20",2017,"September",20,2412
"2017-09-21",2017,"September",21,1213
"2017-09-22",2017,"September",22,2834
"2017-09-23",2017,"September",23,1814
"2017-09-24",2017,"September",24,2193
"2017-09-25",2017,"September",25,3900
"2017-09-26",2017,"September",26,2215
"2017-09-27",2017,"September",27,4431
"2017-09-28",2017,"September",28,4389
"2017-09-29",2017,"September",29,2050
"2017-09-30",2017,"September",30,993
"2017-10-01",2017,"October",01,2209
"2017-10-02",2017,"October",02,3945
"2017-10-03",2017,"October",03,3522
"2017-10-04",2017,"October",04,3611
"2017-10-05",2017,"October",05,4823
"2017-10-06",2017,"October",06,3264
"2017-10-07",2017,"October",07,2498
"2017-10-08",2017,"October",08,2456
"2017-10-09",2017,"October",09,2999
"2017-10-10",2017,"October",10,1538
"2017-10-11",2017,"October",11,1494
"2017-10-12",2017,"October",12,1270
"2017-10-13",2017,"October",13,935
"2017-10-14",2017,"October",14,2483
"2017-10-15",2017,"October",15,2572
"2017-10-16",2017,"October",16,3740
"2017-10-17",2017,"October",17,4591
"2017-10-18",2017,"October",18,1753
"2017-10-19",2017,"October",19,1257
"2017-10-20",2017,"October",20,2395
"2017-10-21",2017,"October",21,1623
"2017-10-22",2017,"October",22,3857
"2017-10-23",2017,"October",23,3030
"2017-10-24",2017,"October",24,1689
"2017-10-25",2017,"October",25,1410
"2017-10-26",2017,"October",26,3044
"2017-10-27",2017,"October",27,4682
"2017-10-28",2017,"October",28,2779
"2017-10-29",2017,"October",29,3008
"2017-10-30",2017,"October",30,2412
"2017-10-31",2017,"October",31,2944
"2017-11-01",2017,"November",01,1782
"2017-11-02",2017,"November",02,1615
"2017-11-03",2017,"November",03,4369
"2017-11-04",2017,"November",04,1906
"2017-11-05",2017,"November",05,3882
"2017-11-06",2017,"November",06,3292
"2017-11-07",2017,"November",07,2490
"2017-11-08",2017,"November",08,1507
"2017-11-09",2017,"November",09,1345
"2017-11-10",2017,"November",10,1281
"2017-11-11",2017,"November",11,986
"2017-11-12",2017,"November",12,1460
"2017-11-13",2017,"November",13,3491
"2017-11-14",2017,"November",14,1978
"2017-11-15",2017,"November",15,3987
"2017-11-16",2017,"November",16,3081
"2017-11-17",2017,"November",17,2390
"2017-11-18",2017,"November",18,1688
"2017-11-19",2017,"November",19,4034
"2017-11-20",2017,"November",20,4322
"2017-11-21",2017,"November",21,2647
"2017-11-22",2017,"November",22,2616
"2017-11-23",2017,"November",23,2262
"2017-11-24",2017,"November",24,2459
"2017-11-25",2017,"November",25,1202
"2017-11-26",2017,"November",26,3858
"2017-11-27",2017,"November",27,4891
"2017-11-28",2017,"November",28,3112
"2017-11-29",2017,"November",29,4940
"2017-11-30",2017,"November",30,6439
"2017-12-01",2017,"December",01,3628
"2017-12-02",2017,"December",02,1847
"2017-12-03",2017,"December",03,3497
"2017-12-04",2017,"December",04,3890
"2017-12-05",2017,"December",05,4383
"2017-12-06",2017,"December",06,3504
"2017-12-07",2017,"December",07,2557
"2017-12-08",2017,"December",08,4234
"2017-12-09",2017,"December",09,4728
"2017-12-10",2017,"December",10,7227
"2017-12-11",2017,"December",11,10453
"2017-12-12",2017,"December",12,5672
"2017-12-13",2017,"December",13,3412
"2017-12-14",2017,"December",14,2733
"2017-12-15",2017,"December",15,1967
"2017-12-16",2017,"December",16,2227
"2017-12-17",2017,"December",17,3950
"2017-12-18",2017,"December",18,4788
"2017-12-19",2017,"December",19,8192
"2017-12-20",2017,"December",20,3949
"2017-12-21",2017,"December",21,4907
"2017-12-22",2017,"December",22,8676
"2017-12-23",2017,"December",23,3523
"2017-12-24",2017,"December",24,4865
"2017-12-25",2017,"December",25,2756
"2017-12-26",2017,"December",26,4555
"2017-12-27",2017,"December",27,3762
"2017-12-28",2017,"December",28,5537
"2017-12-29",2017,"December",29,3134
"2017-12-30",2017,"December",30,2668
"2017-12-31",2017,"December",31,3868
"2018-01-01",2018,"January",01,2439
"2018-01-02",2018,"January",02,2819
"2018-01-03",2018,"January",03,5093
"2018-01-04",2018,"January",04,2130
"2018-01-05",2018,"January",5,0
"2018-01-06",2018,"January",6,0
"2018-01-07",2018,"January",7,0
"2018-01-08",2018,"January",8,0
"2018-01-09",2018,"January",9,0
"2018-01-10",2018,"January",10,0
"2018-01-11",2018,"January",11,0
"2018-01-12",2018,"January",12,0
"2018-01-13",2018,"January",13,0
"2018-01-14",2018,"January",14,0
"2018-01-15",2018,"January",15,0
