Date,Content,Video title,Video publish time,Views
2019-01-19,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-01-20,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-01-21,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-01-22,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-01-23,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-01-24,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-01-25,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-01-26,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",1
2019-01-27,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-01-28,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-01-29,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-01-30,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-01-31,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-01,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-02,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-03,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-04,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",1
2019-02-05,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-06,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-07,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-08,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-09,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-10,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-11,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-12,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-13,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-14,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-15,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-16,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",1
2019-02-17,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",3
2019-02-18,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-19,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-20,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",1
2019-02-21,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-22,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-23,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-24,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",1
2019-02-25,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-26,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-27,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-02-28,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-01,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-02,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-03,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-04,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-05,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-06,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-07,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-08,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",1
2019-03-09,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",1
2019-03-10,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",1
2019-03-11,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-12,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",1
2019-03-13,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-14,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-15,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-16,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-17,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-18,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-19,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",1
2019-03-20,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-21,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-22,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-23,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-24,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",2
2019-03-25,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-26,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-27,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-28,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-29,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-30,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-03-31,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-01,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-02,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-03,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-04,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",2
2019-04-05,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-06,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-07,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-08,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-09,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-10,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-11,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-12,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",1
2019-04-13,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-14,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-15,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-16,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-17,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-18,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-19,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",1
2019-04-20,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-21,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-22,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-23,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-24,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-25,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-26,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-27,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-28,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-29,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-04-30,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-01,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",1
2019-05-02,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-03,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-04,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-05,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-06,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-07,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-08,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-09,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-10,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-11,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",1
2019-05-12,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-13,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-14,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-15,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-16,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-17,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-18,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",1
2019-05-19,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-20,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-21,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-22,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-23,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-24,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-25,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-26,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",1
2019-05-27,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-28,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",1
2019-05-29,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-30,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-05-31,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-01,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-02,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-03,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-04,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-05,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-06,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-07,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-08,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-09,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-10,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-11,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-12,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-13,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-14,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-15,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-16,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",1
2019-06-17,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-18,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-19,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-20,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-21,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-22,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-23,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-24,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-25,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-26,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-27,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-28,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-29,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-06-30,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-01,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-02,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-03,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-04,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-05,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-06,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-07,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-08,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-09,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-10,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-11,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-12,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-13,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-14,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-15,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-16,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-17,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-18,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-19,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-20,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-21,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-22,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-23,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",2
2019-07-24,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",1
2019-07-25,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-26,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-27,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-28,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-29,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-30,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-07-31,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-01,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-02,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-03,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-04,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-05,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-06,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-07,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-08,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-09,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-10,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-11,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-12,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-13,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-14,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-15,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-16,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-17,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-18,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-19,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-20,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-21,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-22,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-23,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-24,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-25,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-26,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",1
2019-08-27,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-28,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-29,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-30,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-08-31,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-09-01,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-09-02,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-09-03,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-09-04,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-09-05,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-09-06,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-09-07,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
2019-09-08,C3f9yra2KZY,Social Implications of Blockchain Infrastructure - Dr. Corey Petty,"Mar 15, 2018",0
