"date","year","month","day","total_downloads"
"2017-06-17",2017,"June",17,1
"2017-06-18",2017,"June",18,1344
"2017-06-19",2017,"June",19,1269
"2017-06-20",2017,"June",20,474
"2017-06-21",2017,"June",21,238
"2017-06-22",2017,"June",22,126
"2017-06-23",2017,"June",23,67
"2017-06-24",2017,"June",24,73
