"date","year","month","day","total_downloads"
"2017-06-16",2017,"June",16,1226
"2017-06-17",2017,"June",17,1037
"2017-06-18",2017,"June",18,429
"2017-06-19",2017,"June",19,399
"2017-06-20",2017,"June",20,225
"2017-06-21",2017,"June",21,184
"2017-06-22",2017,"June",22,126
"2017-06-23",2017,"June",23,139
"2017-06-24",2017,"June",24,48
