"market","total_downloads"
"Portland / Auburn",368
"New York",24902
"Binghamton",115
"Macon",97
"Philadelphia",6775
"Detroit",2314
"Boston MA / Manchester",5633
"Savannah",285
"Pittsburgh",1841
"Ft. Wayne",47
"Cleveland / Akron (Canton)",1190
"Washington DC (Hagerstown)",21367
"Baltimore",2808
"Flint / Saginaw / Bay City",229
"Buffalo",623
"Cincinnati",889
"Erie",5
"Charlotte",2723
"Greensboro / High Point / Winston Salem",666
"Charleston",94
"Augusta",74
"Providence RI / New Bedford",696
"Columbus",106
"Burlington VT / Plattsburgh",625
"Atlanta",5185
"Albany",84
"Utica",123
"Indianapolis",1098
"Miami / Ft. Lauderdale",4580
"Louisville",717
"Tallahassee FL / Thomasville",91
"Tri-Cities TN",148
"Albany / Schenectady / Troy",492
"Hartford & New Haven",2243
"Orlando / Daytona Beach / Melbourne",2077
"Columbus",1055
"Youngstown",527
"Bangor",70
"Rochester",500
"Tampa / St. Petersburg (Sarasota)",2606
"Traverse City / Cadillac",92
"Lexington",243
"Dayton",303
"Springfield / Holyoke",347
"Norfolk / Portsmouth / Newport News",636
"Greenville / New Bern / Washington",49
"Columbia",357
"Toledo",479
"West Palm Beach / Ft. Pierce",1217
"Watertown",90
"Wilmington",344
"Lansing",229
"Presque Isle",4
"Marquette",44
"Wheeling WV / Steubenville",12
"Syracuse",314
"Richmond / Petersburg",695
"Knoxville",370
"Lima",2
"Bluefield / Beckley / Oak Hill",34
"Raleigh / Durham (Fayetteville)",4458
"Jacksonville",1011
"Grand Rapids / Kalamazoo / Battle Creek",528
"Charleston / Huntington",56
"Elmira",10
"Harrisburg / Lancaster / Lebanon / York",668
"Greenville / Spartanburg SC / Asheville NC / Anderson",773
"Harrisonburg",49
"Florence / Myrtle Beach",154
"Ft. Myers / Naples",461
"Roanoke / Lynchburg",294
"Johnstown / Altoona",420
"Chattanooga",281
"Salisbury",1244
"Wilkes Barre / Scranton",265
"Terre Haute",20
"Lafayette",22
"Charlottesville",94
"South Bend / Elkhart",207
"Gainesville",105
"Zanesville",3
"Parkersburg",20
"Clarksburg / Weston",51
"Corpus Christi",53
"Chicago",8150
"Joplin MO / Pittsburg",14
"Columbia / Jefferson City",100
"Topeka",112
"Dothan",22
"St. Louis",1426
"Rockford",147
"Rochester MN / Mason City IA / Austin",142
"Shreveport",252
"Minneapolis / St. Paul",3163
"Kansas City",1496
"Milwaukee",955
"Houston",4097
"Springfield",333
"New Orleans",1035
"Dallas / Ft. Worth",7337
"Sioux City",23
"Waco / Temple / Bryan",3160
"Victoria",2
"Wichita Falls TX & Lawton",8
"Monroe LA / El Dorado",48
"Birmingham",665
"Ottumwa IA / Kirksville",4
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",221
"Odessa / Midland",205
"Amarillo",105
"Austin",4895
"Harlingen / Weslaco / Brownsville / McAllen",16
"Cedar Rapids / Waterloo / Iowa City & Dubuque",808
"St. Joseph",18
"Jackson",83
"Memphis",622
"San Antonio",684
"Lafayette",32
"Lake Charles",4
"Alexandria",22
"Champaign & Springfield / Decatur",179
"Evansville",35
"Oklahoma City",695
"Lubbock",392
"Omaha",648
"Panama City",31
"Sherman TX / Ada",27
"Green Bay / Appleton",226
"Nashville",1718
"San Angelo",210
"Abilene / Sweetwater",23
"Madison",1543
"Ft. Smith / Fayetteville / Springdale / Rogers",190
"Tulsa",131
"Columbus / Tupelo / West Point",18
"Peoria / Bloomington",153
"Duluth MN / Superior",49
"Wichita / Hutchinson",329
"Des Moines / Ames",343
"Davenport IA / Rock Island / Moline",125
"Mobile AL / Pensacola (Ft. Walton Beach)",421
"Minot / Bismarck / Dickinson(Williston)",135
"Huntsville / Decatur (Florence)",312
"Beaumont / Port Arthur",25
"Little Rock / Pine Bluff",371
"Montgomery (Selma)",158
"La Crosse / Eau Claire",222
"Wausau / Rhinelander",41
"Tyler / Longview(Lufkin & Nacogdoches)",209
"Hattiesburg / Laurel",101
"Baton Rouge",340
"Quincy IL / Hannibal MO / Keokuk",3
"Jackson",257
"Lincoln & Hastings / Kearney",341
"Fargo / Valley City",44
"Sioux Falls(Mitchell)",260
"Jonesboro",15
"Bowling Green",61
"Mankato",14
"North Platte",2
"Anchorage",282
"Honolulu",1061
"Fairbanks",11
"Biloxi / Gulfport",390
"Juneau",84
"Laredo",9
"Denver",5989
"Colorado Springs / Pueblo",294
"Phoenix",2974
"Butte / Bozeman",220
"Great Falls",74
"Billings",240
"Boise",271
"Idaho Falls / Pocatello",105
"Cheyenne WY / Scottsbluff",68
"Twin Falls",48
"Missoula",128
"Rapid City",7
"El Paso",53
"Helena",1
"Casper / Riverton",5
"Salt Lake City",2725
"Yuma AZ / El Centro",5
"Grand Junction / Montrose",80
"Tucson (Sierra Vista)",237
"Albuquerque / Santa Fe",555
"Bakersfield",250
"Eugene",469
"Eureka",22
"Los Angeles",20312
"Palm Springs",215
"San Francisco / Oakland / San Jose",25898
"Yakima / Pasco / Richland / Kennewick",807
"Reno",258
"Medford / Klamath Falls",124
"Seattle / Tacoma",8442
"Portland",3072
"Bend",339
"San Diego",3754
"Monterey / Salinas",1737
"Las Vegas",2846
"Santa Barbara / Santa Maria / San Luis Obispo",715
"Sacramento / Stockton / Modesto",2808
"Fresno / Visalia",156
"Chico / Redding",96
"Spokane",630
