"market","total_downloads"
"Portland / Auburn",11
"New York",3476
"Binghamton",45
"Macon",5
"Philadelphia",1054
"Detroit",457
"Boston MA / Manchester",881
"Savannah",39
"Pittsburgh",317
"Ft. Wayne",24
"Cleveland / Akron (Canton)",174
"Washington DC (Hagerstown)",2593
"Baltimore",447
"Flint / Saginaw / Bay City",36
"Buffalo",94
"Cincinnati",148
"Charlotte",334
"Greensboro / High Point / Winston Salem",156
"Charleston",15
"Augusta",3
"Providence RI / New Bedford",76
"Columbus",16
"Burlington VT / Plattsburgh",92
"Atlanta",945
"Utica",15
"Indianapolis",184
"Miami / Ft. Lauderdale",620
"Louisville",194
"Tallahassee FL / Thomasville",12
"Tri-Cities TN",11
"Albany / Schenectady / Troy",165
"Hartford & New Haven",327
"Orlando / Daytona Beach / Melbourne",316
"Columbus",66
"Youngstown",451
"Bangor",39
"Rochester",67
"Tampa / St. Petersburg (Sarasota)",286
"Traverse City / Cadillac",8
"Lexington",52
"Dayton",118
"Springfield / Holyoke",18
"Norfolk / Portsmouth / Newport News",87
"Greenville / New Bern / Washington",5
"Columbia",45
"Toledo",33
"West Palm Beach / Ft. Pierce",222
"Wilmington",12
"Lansing",42
"Presque Isle",4
"Syracuse",75
"Richmond / Petersburg",142
"Knoxville",56
"Raleigh / Durham (Fayetteville)",300
"Jacksonville",273
"Grand Rapids / Kalamazoo / Battle Creek",75
"Charleston / Huntington",21
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",57
"Greenville / Spartanburg SC / Asheville NC / Anderson",97
"Harrisonburg",24
"Florence / Myrtle Beach",42
"Ft. Myers / Naples",73
"Roanoke / Lynchburg",70
"Johnstown / Altoona",171
"Chattanooga",9
"Salisbury",164
"Wilkes Barre / Scranton",7
"Terre Haute",4
"Lafayette",2
"Charlottesville",3
"South Bend / Elkhart",38
"Gainesville",7
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",42
"Corpus Christi",32
"Chicago",1660
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",8
"Topeka",31
"St. Louis",172
"Rockford",62
"Rochester MN / Mason City IA / Austin",9
"Shreveport",34
"Minneapolis / St. Paul",485
"Kansas City",868
"Milwaukee",162
"Houston",557
"Springfield",34
"New Orleans",228
"Dallas / Ft. Worth",984
"Sioux City",14
"Waco / Temple / Bryan",2059
"Victoria",2
"Wichita Falls TX & Lawton",1
"Birmingham",102
"Ottumwa IA / Kirksville",1
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",89
"Odessa / Midland",28
"Amarillo",2
"Austin",1427
"Harlingen / Weslaco / Brownsville / McAllen",1
"Cedar Rapids / Waterloo / Iowa City & Dubuque",219
"St. Joseph",7
"Jackson",12
"Memphis",97
"San Antonio",228
"Lafayette",12
"Champaign & Springfield / Decatur",10
"Evansville",9
"Oklahoma City",200
"Lubbock",87
"Omaha",94
"Panama City",3
"Sherman TX / Ada",6
"Green Bay / Appleton",57
"Nashville",118
"San Angelo",90
"Abilene / Sweetwater",1
"Madison",323
"Ft. Smith / Fayetteville / Springdale / Rogers",23
"Tulsa",53
"Columbus / Tupelo / West Point",1
"Peoria / Bloomington",24
"Duluth MN / Superior",10
"Wichita / Hutchinson",67
"Des Moines / Ames",18
"Davenport IA / Rock Island / Moline",53
"Mobile AL / Pensacola (Ft. Walton Beach)",29
"Minot / Bismarck / Dickinson(Williston)",34
"Huntsville / Decatur (Florence)",38
"Beaumont / Port Arthur",4
"Little Rock / Pine Bluff",51
"Montgomery (Selma)",8
"La Crosse / Eau Claire",34
"Wausau / Rhinelander",8
"Tyler / Longview(Lufkin & Nacogdoches)",22
"Hattiesburg / Laurel",4
"Baton Rouge",13
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",23
"Lincoln & Hastings / Kearney",30
"Fargo / Valley City",6
"Sioux Falls(Mitchell)",153
"Bowling Green",43
"Mankato",3
"North Platte",2
"Anchorage",87
"Honolulu",167
"Fairbanks",1
"Biloxi / Gulfport",7
"Juneau",31
"Laredo",4
"Denver",1282
"Colorado Springs / Pueblo",10
"Phoenix",605
"Butte / Bozeman",83
"Great Falls",4
"Billings",150
"Boise",30
"Idaho Falls / Pocatello",7
"Cheyenne WY / Scottsbluff",12
"Twin Falls",9
"Missoula",90
"El Paso",7
"Helena",1
"Salt Lake City",325
"Grand Junction / Montrose",6
"Tucson (Sierra Vista)",25
"Albuquerque / Santa Fe",143
"Bakersfield",56
"Eugene",37
"Eureka",2
"Los Angeles",3446
"Palm Springs",23
"San Francisco / Oakland / San Jose",5273
"Yakima / Pasco / Richland / Kennewick",307
"Reno",27
"Medford / Klamath Falls",8
"Seattle / Tacoma",1500
"Portland",370
"Bend",158
"San Diego",459
"Monterey / Salinas",402
"Las Vegas",486
"Santa Barbara / Santa Maria / San Luis Obispo",52
"Sacramento / Stockton / Modesto",495
"Fresno / Visalia",17
"Chico / Redding",11
"Spokane",125
