"market","total_downloads"
"Portland / Auburn",20
"New York",4727
"Binghamton",58
"Macon",20
"Philadelphia",1449
"Detroit",592
"Boston MA / Manchester",1075
"Savannah",52
"Pittsburgh",349
"Ft. Wayne",24
"Cleveland / Akron (Canton)",249
"Washington DC (Hagerstown)",5081
"Baltimore",551
"Flint / Saginaw / Bay City",36
"Buffalo",113
"Cincinnati",163
"Charlotte",389
"Greensboro / High Point / Winston Salem",214
"Charleston",15
"Augusta",3
"Providence RI / New Bedford",97
"Columbus",18
"Burlington VT / Plattsburgh",104
"Atlanta",1217
"Albany",4
"Utica",15
"Indianapolis",230
"Miami / Ft. Lauderdale",835
"Louisville",223
"Tallahassee FL / Thomasville",12
"Tri-Cities TN",13
"Albany / Schenectady / Troy",179
"Hartford & New Haven",459
"Orlando / Daytona Beach / Melbourne",368
"Columbus",100
"Youngstown",451
"Bangor",59
"Rochester",84
"Tampa / St. Petersburg (Sarasota)",349
"Traverse City / Cadillac",8
"Lexington",72
"Dayton",130
"Springfield / Holyoke",31
"Norfolk / Portsmouth / Newport News",107
"Greenville / New Bern / Washington",7
"Columbia",46
"Toledo",56
"West Palm Beach / Ft. Pierce",274
"Wilmington",25
"Lansing",69
"Presque Isle",4
"Marquette",36
"Syracuse",91
"Richmond / Petersburg",176
"Knoxville",61
"Raleigh / Durham (Fayetteville)",448
"Jacksonville",300
"Grand Rapids / Kalamazoo / Battle Creek",85
"Charleston / Huntington",22
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",70
"Greenville / Spartanburg SC / Asheville NC / Anderson",132
"Harrisonburg",24
"Florence / Myrtle Beach",57
"Ft. Myers / Naples",106
"Roanoke / Lynchburg",77
"Johnstown / Altoona",212
"Chattanooga",18
"Salisbury",236
"Wilkes Barre / Scranton",39
"Terre Haute",4
"Lafayette",2
"Charlottesville",3
"South Bend / Elkhart",56
"Gainesville",8
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",43
"Corpus Christi",37
"Chicago",2036
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",9
"Topeka",32
"St. Louis",199
"Rockford",68
"Rochester MN / Mason City IA / Austin",9
"Shreveport",36
"Minneapolis / St. Paul",597
"Kansas City",963
"Milwaukee",198
"Houston",756
"Springfield",52
"New Orleans",244
"Dallas / Ft. Worth",1349
"Sioux City",14
"Waco / Temple / Bryan",2181
"Victoria",2
"Wichita Falls TX & Lawton",2
"Birmingham",120
"Ottumwa IA / Kirksville",1
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",93
"Odessa / Midland",30
"Amarillo",4
"Austin",1595
"Harlingen / Weslaco / Brownsville / McAllen",1
"Cedar Rapids / Waterloo / Iowa City & Dubuque",242
"St. Joseph",9
"Jackson",14
"Memphis",133
"San Antonio",291
"Lafayette",14
"Alexandria",2
"Champaign & Springfield / Decatur",11
"Evansville",9
"Oklahoma City",253
"Lubbock",110
"Omaha",105
"Panama City",4
"Sherman TX / Ada",6
"Green Bay / Appleton",58
"Nashville",186
"San Angelo",102
"Abilene / Sweetwater",18
"Madison",372
"Ft. Smith / Fayetteville / Springdale / Rogers",24
"Tulsa",60
"Columbus / Tupelo / West Point",1
"Peoria / Bloomington",46
"Duluth MN / Superior",10
"Wichita / Hutchinson",76
"Des Moines / Ames",38
"Davenport IA / Rock Island / Moline",55
"Mobile AL / Pensacola (Ft. Walton Beach)",29
"Minot / Bismarck / Dickinson(Williston)",35
"Huntsville / Decatur (Florence)",41
"Beaumont / Port Arthur",4
"Little Rock / Pine Bluff",78
"Montgomery (Selma)",8
"La Crosse / Eau Claire",37
"Wausau / Rhinelander",10
"Tyler / Longview(Lufkin & Nacogdoches)",25
"Hattiesburg / Laurel",4
"Baton Rouge",20
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",47
"Lincoln & Hastings / Kearney",47
"Fargo / Valley City",6
"Sioux Falls(Mitchell)",170
"Bowling Green",44
"Mankato",3
"North Platte",2
"Anchorage",87
"Honolulu",202
"Fairbanks",1
"Biloxi / Gulfport",9
"Juneau",32
"Laredo",8
"Denver",1657
"Colorado Springs / Pueblo",12
"Phoenix",832
"Butte / Bozeman",93
"Great Falls",14
"Billings",198
"Boise",30
"Idaho Falls / Pocatello",7
"Cheyenne WY / Scottsbluff",12
"Twin Falls",10
"Missoula",90
"Rapid City",3
"El Paso",14
"Helena",1
"Salt Lake City",417
"Grand Junction / Montrose",6
"Tucson (Sierra Vista)",27
"Albuquerque / Santa Fe",153
"Bakersfield",73
"Eugene",102
"Eureka",3
"Los Angeles",4227
"Palm Springs",23
"San Francisco / Oakland / San Jose",6590
"Yakima / Pasco / Richland / Kennewick",357
"Reno",30
"Medford / Klamath Falls",11
"Seattle / Tacoma",2061
"Portland",490
"Bend",180
"San Diego",522
"Monterey / Salinas",470
"Las Vegas",578
"Santa Barbara / Santa Maria / San Luis Obispo",55
"Sacramento / Stockton / Modesto",660
"Fresno / Visalia",20
"Chico / Redding",14
"Spokane",142
