"market","total_downloads"
"Portland / Auburn",146
"New York",9473
"Binghamton",100
"Macon",54
"Philadelphia",3159
"Detroit",1207
"Boston MA / Manchester",2184
"Savannah",125
"Pittsburgh",597
"Ft. Wayne",43
"Cleveland / Akron (Canton)",549
"Washington DC (Hagerstown)",13600
"Baltimore",1223
"Flint / Saginaw / Bay City",67
"Buffalo",303
"Cincinnati",639
"Charlotte",934
"Greensboro / High Point / Winston Salem",349
"Charleston",39
"Augusta",22
"Providence RI / New Bedford",247
"Columbus",34
"Burlington VT / Plattsburgh",134
"Atlanta",2294
"Albany",26
"Utica",57
"Indianapolis",481
"Miami / Ft. Lauderdale",1437
"Louisville",330
"Tallahassee FL / Thomasville",20
"Tri-Cities TN",14
"Albany / Schenectady / Troy",280
"Hartford & New Haven",1073
"Orlando / Daytona Beach / Melbourne",735
"Columbus",258
"Youngstown",454
"Bangor",59
"Rochester",190
"Tampa / St. Petersburg (Sarasota)",714
"Traverse City / Cadillac",28
"Lexington",139
"Dayton",243
"Springfield / Holyoke",165
"Norfolk / Portsmouth / Newport News",163
"Greenville / New Bern / Washington",14
"Columbia",198
"Toledo",136
"West Palm Beach / Ft. Pierce",620
"Watertown",30
"Wilmington",197
"Lansing",123
"Presque Isle",4
"Marquette",40
"Wheeling WV / Steubenville",1
"Syracuse",164
"Richmond / Petersburg",400
"Knoxville",114
"Raleigh / Durham (Fayetteville)",2048
"Jacksonville",591
"Grand Rapids / Kalamazoo / Battle Creek",201
"Charleston / Huntington",23
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",356
"Greenville / Spartanburg SC / Asheville NC / Anderson",339
"Harrisonburg",35
"Florence / Myrtle Beach",89
"Ft. Myers / Naples",219
"Roanoke / Lynchburg",113
"Johnstown / Altoona",319
"Chattanooga",76
"Salisbury",960
"Wilkes Barre / Scranton",110
"Terre Haute",17
"Lafayette",20
"Charlottesville",38
"South Bend / Elkhart",109
"Gainesville",17
"Zanesville",2
"Parkersburg",1
"Clarksburg / Weston",48
"Corpus Christi",49
"Chicago",4010
"Joplin MO / Pittsburg",4
"Columbia / Jefferson City",18
"Topeka",78
"Dothan",3
"St. Louis",619
"Rockford",103
"Rochester MN / Mason City IA / Austin",10
"Shreveport",66
"Minneapolis / St. Paul",1220
"Kansas City",1096
"Milwaukee",329
"Houston",1658
"Springfield",168
"New Orleans",447
"Dallas / Ft. Worth",3036
"Sioux City",17
"Waco / Temple / Bryan",2412
"Victoria",2
"Wichita Falls TX & Lawton",4
"Birmingham",386
"Ottumwa IA / Kirksville",2
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",104
"Odessa / Midland",136
"Amarillo",30
"Austin",2059
"Harlingen / Weslaco / Brownsville / McAllen",9
"Cedar Rapids / Waterloo / Iowa City & Dubuque",411
"St. Joseph",11
"Jackson",64
"Memphis",327
"San Antonio",413
"Lafayette",28
"Alexandria",20
"Champaign & Springfield / Decatur",95
"Evansville",23
"Oklahoma City",452
"Lubbock",240
"Omaha",220
"Panama City",5
"Sherman TX / Ada",8
"Green Bay / Appleton",68
"Nashville",729
"San Angelo",154
"Abilene / Sweetwater",21
"Madison",836
"Ft. Smith / Fayetteville / Springdale / Rogers",34
"Tulsa",101
"Columbus / Tupelo / West Point",7
"Peoria / Bloomington",113
"Duluth MN / Superior",17
"Wichita / Hutchinson",129
"Des Moines / Ames",111
"Davenport IA / Rock Island / Moline",72
"Mobile AL / Pensacola (Ft. Walton Beach)",156
"Minot / Bismarck / Dickinson(Williston)",35
"Huntsville / Decatur (Florence)",175
"Beaumont / Port Arthur",17
"Little Rock / Pine Bluff",202
"Montgomery (Selma)",50
"La Crosse / Eau Claire",105
"Wausau / Rhinelander",35
"Tyler / Longview(Lufkin & Nacogdoches)",29
"Hattiesburg / Laurel",8
"Baton Rouge",87
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",124
"Lincoln & Hastings / Kearney",150
"Fargo / Valley City",27
"Sioux Falls(Mitchell)",246
"Bowling Green",44
"Mankato",11
"North Platte",2
"Anchorage",91
"Honolulu",475
"Fairbanks",1
"Biloxi / Gulfport",13
"Juneau",34
"Laredo",8
"Denver",3226
"Colorado Springs / Pueblo",85
"Phoenix",1351
"Butte / Bozeman",135
"Great Falls",72
"Billings",228
"Boise",158
"Idaho Falls / Pocatello",10
"Cheyenne WY / Scottsbluff",28
"Twin Falls",45
"Missoula",116
"Rapid City",5
"El Paso",28
"Helena",1
"Casper / Riverton",1
"Salt Lake City",1140
"Grand Junction / Montrose",20
"Tucson (Sierra Vista)",44
"Albuquerque / Santa Fe",244
"Bakersfield",168
"Eugene",174
"Eureka",8
"Los Angeles",8587
"Palm Springs",82
"San Francisco / Oakland / San Jose",12553
"Yakima / Pasco / Richland / Kennewick",635
"Reno",90
"Medford / Klamath Falls",27
"Seattle / Tacoma",4070
"Portland",1486
"Bend",231
"San Diego",1541
"Monterey / Salinas",755
"Las Vegas",1138
"Santa Barbara / Santa Maria / San Luis Obispo",126
"Sacramento / Stockton / Modesto",1303
"Fresno / Visalia",64
"Chico / Redding",16
"Spokane",255
