"market","total_downloads"
"Portland / Auburn",445
"New York",34919
"Binghamton",124
"Macon",177
"Philadelphia",8578
"Detroit",3201
"Boston MA / Manchester",8176
"Savannah",386
"Pittsburgh",2242
"Ft. Wayne",52
"Cleveland / Akron (Canton)",1737
"Washington DC (Hagerstown)",24505
"Baltimore",3635
"Flint / Saginaw / Bay City",279
"Buffalo",765
"Cincinnati",1121
"Erie",8
"Charlotte",4000
"Greensboro / High Point / Winston Salem",859
"Charleston",122
"Augusta",94
"Providence RI / New Bedford",1159
"Columbus",111
"Burlington VT / Plattsburgh",839
"Atlanta",6726
"Albany",115
"Utica",165
"Indianapolis",1425
"Miami / Ft. Lauderdale",5531
"Louisville",941
"Tallahassee FL / Thomasville",143
"Tri-Cities TN",192
"Albany / Schenectady / Troy",800
"Hartford & New Haven",2866
"Orlando / Daytona Beach / Melbourne",2987
"Columbus",1769
"Youngstown",567
"Bangor",72
"Rochester",752
"Tampa / St. Petersburg (Sarasota)",3292
"Traverse City / Cadillac",215
"Lexington",261
"Dayton",359
"Springfield / Holyoke",405
"Norfolk / Portsmouth / Newport News",860
"Greenville / New Bern / Washington",87
"Columbia",390
"Toledo",696
"West Palm Beach / Ft. Pierce",1401
"Watertown",107
"Wilmington",401
"Lansing",294
"Presque Isle",4
"Marquette",44
"Wheeling WV / Steubenville",22
"Syracuse",362
"Richmond / Petersburg",825
"Knoxville",424
"Lima",4
"Bluefield / Beckley / Oak Hill",44
"Raleigh / Durham (Fayetteville)",5182
"Jacksonville",1233
"Grand Rapids / Kalamazoo / Battle Creek",763
"Charleston / Huntington",108
"Elmira",20
"Harrisburg / Lancaster / Lebanon / York",854
"Greenville / Spartanburg SC / Asheville NC / Anderson",1266
"Harrisonburg",60
"Florence / Myrtle Beach",187
"Ft. Myers / Naples",530
"Roanoke / Lynchburg",379
"Johnstown / Altoona",483
"Chattanooga",359
"Salisbury",1305
"Wilkes Barre / Scranton",393
"Terre Haute",22
"Lafayette",25
"Charlottesville",117
"South Bend / Elkhart",236
"Gainesville",180
"Zanesville",21
"Parkersburg",28
"Clarksburg / Weston",53
"Corpus Christi",56
"Chicago",11081
"Joplin MO / Pittsburg",46
"Columbia / Jefferson City",176
"Topeka",137
"Dothan",23
"St. Louis",1998
"Rockford",152
"Rochester MN / Mason City IA / Austin",170
"Shreveport",313
"Minneapolis / St. Paul",4284
"Kansas City",1827
"Milwaukee",1244
"Houston",5478
"Springfield",474
"New Orleans",1282
"Dallas / Ft. Worth",9327
"Sioux City",26
"Waco / Temple / Bryan",3491
"Victoria",2
"Wichita Falls TX & Lawton",9
"Monroe LA / El Dorado",66
"Birmingham",998
"Ottumwa IA / Kirksville",4
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",292
"Odessa / Midland",249
"Amarillo",154
"Austin",6924
"Harlingen / Weslaco / Brownsville / McAllen",16
"Cedar Rapids / Waterloo / Iowa City & Dubuque",891
"St. Joseph",18
"Jackson",84
"Memphis",812
"San Antonio",932
"Lafayette",32
"Lake Charles",6
"Alexandria",22
"Champaign & Springfield / Decatur",238
"Evansville",36
"Oklahoma City",940
"Lubbock",442
"Omaha",845
"Panama City",41
"Sherman TX / Ada",49
"Green Bay / Appleton",338
"Nashville",2261
"San Angelo",249
"Abilene / Sweetwater",24
"Madison",1792
"Ft. Smith / Fayetteville / Springdale / Rogers",378
"Tulsa",314
"Columbus / Tupelo / West Point",20
"Peoria / Bloomington",202
"Duluth MN / Superior",67
"Wichita / Hutchinson",510
"Des Moines / Ames",499
"Davenport IA / Rock Island / Moline",146
"Mobile AL / Pensacola (Ft. Walton Beach)",505
"Minot / Bismarck / Dickinson(Williston)",229
"Huntsville / Decatur (Florence)",360
"Beaumont / Port Arthur",36
"Little Rock / Pine Bluff",481
"Montgomery (Selma)",201
"La Crosse / Eau Claire",342
"Wausau / Rhinelander",41
"Tyler / Longview(Lufkin & Nacogdoches)",245
"Hattiesburg / Laurel",170
"Baton Rouge",543
"Quincy IL / Hannibal MO / Keokuk",3
"Jackson",309
"Lincoln & Hastings / Kearney",470
"Fargo / Valley City",171
"Sioux Falls(Mitchell)",294
"Jonesboro",17
"Bowling Green",68
"Mankato",16
"North Platte",4
"Anchorage",460
"Honolulu",1476
"Fairbanks",20
"Biloxi / Gulfport",472
"Juneau",117
"Laredo",14
"Denver",7527
"Colorado Springs / Pueblo",551
"Phoenix",4198
"Butte / Bozeman",247
"Great Falls",75
"Billings",246
"Boise",382
"Idaho Falls / Pocatello",191
"Cheyenne WY / Scottsbluff",77
"Twin Falls",53
"Missoula",155
"Rapid City",16
"El Paso",63
"Helena",2
"Casper / Riverton",6
"Salt Lake City",3544
"Yuma AZ / El Centro",6
"Grand Junction / Montrose",143
"Tucson (Sierra Vista)",324
"Albuquerque / Santa Fe",718
"Bakersfield",264
"Eugene",689
"Eureka",66
"Los Angeles",26376
"Palm Springs",246
"San Francisco / Oakland / San Jose",34691
"Yakima / Pasco / Richland / Kennewick",919
"Reno",299
"Medford / Klamath Falls",295
"Seattle / Tacoma",10796
"Portland",4270
"Bend",360
"San Diego",5167
"Monterey / Salinas",1990
"Las Vegas",3820
"Santa Barbara / Santa Maria / San Luis Obispo",1113
"Sacramento / Stockton / Modesto",3822
"Fresno / Visalia",217
"Chico / Redding",179
"Spokane",879
