"market","total_downloads"
"Portland / Auburn",11
"New York",3356
"Binghamton",45
"Macon",5
"Philadelphia",990
"Detroit",446
"Boston MA / Manchester",857
"Savannah",39
"Pittsburgh",314
"Ft. Wayne",24
"Cleveland / Akron (Canton)",171
"Washington DC (Hagerstown)",2536
"Baltimore",428
"Flint / Saginaw / Bay City",36
"Buffalo",93
"Cincinnati",147
"Charlotte",330
"Greensboro / High Point / Winston Salem",154
"Charleston",15
"Augusta",3
"Providence RI / New Bedford",71
"Columbus",16
"Burlington VT / Plattsburgh",91
"Atlanta",909
"Utica",14
"Indianapolis",176
"Miami / Ft. Lauderdale",574
"Louisville",190
"Tallahassee FL / Thomasville",12
"Tri-Cities TN",11
"Albany / Schenectady / Troy",163
"Hartford & New Haven",312
"Orlando / Daytona Beach / Melbourne",304
"Columbus",66
"Youngstown",451
"Bangor",39
"Rochester",66
"Tampa / St. Petersburg (Sarasota)",282
"Traverse City / Cadillac",8
"Lexington",52
"Dayton",107
"Springfield / Holyoke",15
"Norfolk / Portsmouth / Newport News",75
"Greenville / New Bern / Washington",5
"Columbia",45
"Toledo",31
"West Palm Beach / Ft. Pierce",220
"Wilmington",12
"Lansing",36
"Presque Isle",4
"Syracuse",74
"Richmond / Petersburg",139
"Knoxville",54
"Raleigh / Durham (Fayetteville)",273
"Jacksonville",267
"Grand Rapids / Kalamazoo / Battle Creek",72
"Charleston / Huntington",21
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",46
"Greenville / Spartanburg SC / Asheville NC / Anderson",94
"Harrisonburg",24
"Florence / Myrtle Beach",41
"Ft. Myers / Naples",67
"Roanoke / Lynchburg",66
"Johnstown / Altoona",163
"Chattanooga",9
"Salisbury",131
"Wilkes Barre / Scranton",6
"Terre Haute",4
"Lafayette",2
"Charlottesville",3
"South Bend / Elkhart",37
"Gainesville",7
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",42
"Corpus Christi",32
"Chicago",1603
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",8
"Topeka",7
"St. Louis",168
"Rockford",60
"Rochester MN / Mason City IA / Austin",9
"Shreveport",34
"Minneapolis / St. Paul",462
"Kansas City",670
"Milwaukee",159
"Houston",546
"Springfield",34
"New Orleans",226
"Dallas / Ft. Worth",946
"Sioux City",14
"Waco / Temple / Bryan",2049
"Victoria",2
"Wichita Falls TX & Lawton",1
"Birmingham",101
"Ottumwa IA / Kirksville",1
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",88
"Odessa / Midland",27
"Amarillo",2
"Austin",1424
"Harlingen / Weslaco / Brownsville / McAllen",1
"Cedar Rapids / Waterloo / Iowa City & Dubuque",217
"St. Joseph",6
"Jackson",12
"Memphis",82
"San Antonio",222
"Lafayette",12
"Champaign & Springfield / Decatur",8
"Evansville",9
"Oklahoma City",195
"Lubbock",86
"Omaha",92
"Panama City",3
"Sherman TX / Ada",6
"Green Bay / Appleton",57
"Nashville",116
"San Angelo",89
"Abilene / Sweetwater",1
"Madison",320
"Ft. Smith / Fayetteville / Springdale / Rogers",23
"Tulsa",48
"Columbus / Tupelo / West Point",1
"Peoria / Bloomington",24
"Duluth MN / Superior",10
"Wichita / Hutchinson",66
"Des Moines / Ames",17
"Davenport IA / Rock Island / Moline",53
"Mobile AL / Pensacola (Ft. Walton Beach)",28
"Minot / Bismarck / Dickinson(Williston)",34
"Huntsville / Decatur (Florence)",29
"Beaumont / Port Arthur",4
"Little Rock / Pine Bluff",36
"Montgomery (Selma)",8
"La Crosse / Eau Claire",34
"Wausau / Rhinelander",8
"Tyler / Longview(Lufkin & Nacogdoches)",22
"Hattiesburg / Laurel",4
"Baton Rouge",13
"Jackson",23
"Lincoln & Hastings / Kearney",29
"Fargo / Valley City",4
"Sioux Falls(Mitchell)",152
"Bowling Green",43
"Mankato",3
"North Platte",2
"Anchorage",87
"Honolulu",165
"Fairbanks",1
"Biloxi / Gulfport",7
"Juneau",29
"Laredo",3
"Denver",1238
"Colorado Springs / Pueblo",8
"Phoenix",595
"Butte / Bozeman",83
"Great Falls",4
"Billings",149
"Boise",27
"Idaho Falls / Pocatello",7
"Cheyenne WY / Scottsbluff",12
"Twin Falls",9
"Missoula",90
"El Paso",7
"Helena",1
"Salt Lake City",313
"Grand Junction / Montrose",6
"Tucson (Sierra Vista)",25
"Albuquerque / Santa Fe",143
"Bakersfield",54
"Eugene",36
"Eureka",2
"Los Angeles",3334
"Palm Springs",23
"San Francisco / Oakland / San Jose",5113
"Yakima / Pasco / Richland / Kennewick",306
"Reno",27
"Medford / Klamath Falls",8
"Seattle / Tacoma",1430
"Portland",344
"Bend",73
"San Diego",436
"Monterey / Salinas",402
"Las Vegas",466
"Santa Barbara / Santa Maria / San Luis Obispo",51
"Sacramento / Stockton / Modesto",400
"Fresno / Visalia",17
"Chico / Redding",11
"Spokane",125
