"Item Id","Title","Released","Downloads"
"3587444","Episode #1 - Introduction","06/01/15","123"
"3601738","TBP02 - Holding Up the Sky","06/07/15","52"
"3615157","TBP03 - Bridging the Gender Gap","06/15/15","34"
"3626947","TBP04 - Change Jar 2.0","06/20/15","26"
"3643177","TBP05 - The World's Strongest","06/28/15","22"
"3652151","TBP06 - Aboard the Pequod","07/02/15","23"
"3658304","TBP07 - Under the Iron Veil","07/06/15","37"
"3665806","TBP08 - Bitcoin For The Bottom Billion","07/09/15","26"
"3683210","TBP09 - The Curious Case of Remittance","07/19/15","26"
"3693919","TBP10 - Bottoms Up","07/24/15","21"
"3712120","TBP11 - The End of Money","08/03/15","24"
"3722598","TBP12 - Boring Economics","08/08/15","31"
"3738019","TBP13 - The Greatest Truths","08/15/15","18"
"3753338","TBP14 - Sex and the Single Bitcoin","08/23/15","24"
"3767520","TBP15 - Ants Marching","08/30/15","18"
"3782254","TBP16 - The Dual Revolution","09/06/15","18"
"3795750","TBP17 - Oiling the Squeaky Wheel","09/13/15","17"
"3810427","TBP18 - From Cradle to Grave","09/20/15","16"
"3824811","TBP19 - Branding the Disruptive","09/27/15","20"
"3835124","TBP20 - Bottoms Up 2","10/01/15","26"
"3853199","TBP21 - Call For Papers","10/10/15","17"
"3865129","TBP22 - Vote With Your Feet","10/15/15","27"
"3886966","TBP23 - It’s a Mad, Mad, Mad, Mad Bitcoin World","10/25/15","18"
"3908295","TBP24 - Betting On Bitcoin","11/01/15","47"
"3928842","TBP25 - The $199 Incentive","11/08/15","19"
"3950872","TBP26 - Change Jar 3.0","11/15/15","18"
"3967847","TBP27 - London Calling","11/22/15","16"
"3982663","TBP28 - Modern Day Gold Rush","11/29/15","18"
"3998413","TBP29 - Take the Power Back","12/06/15","16"
"4013389","TBP30 - Bottoms Up 3","12/13/15","17"
"4028521","TBP31 - Off the Transparency Chain","12/20/15","25"
"4039879","TBP32 - The Marketing Blueprint","12/27/15","19"
"4051263","TBP33 - Canadian Bitcoin Scenario","01/02/16","19"
"4065979","TBP34 - 20,000 Lines Under the Code","01/09/16","38"
"4082608","TBP35 - Disruption or Disconnect","01/16/16","29"
"4098198","TBP36 - Bakesales for Bombers","01/23/16","19"
"4113611","TBP37 - Bitcoining with The BasedGod","01/30/16","57"
"4116630","TBP38 - Assumption of Trust","02/01/16","23"
"4132185","TBP39 - Running the Gamut","02/07/16","20"
"4146421","TBP40 - A Conservative Trillion","02/13/16","26"
"4157172","TBP41 - Making Inroads With Merchants","02/18/16","23"
"4164285","TBP42 - True Micropayments","02/21/16","22"
"4179950","TBP43 - The Mystery of Capital","02/27/16","20"
"4192897","TBP44 - Who Is Bitcoin Girl?","03/03/16","27"
"4200262","TBP45 - Bitcoin Evangelism","03/06/16","35"
"4216521","TBP46 - The Fundamental Conflict","03/13/16","24"
"4233077","TBP47 - Bottoms Up 4","03/20/16","17"
"4251330","TBP48 - Inertia, My Friend!","03/27/16","18"
"4261115","TBP49 - Welterweight Gold","03/31/16","22"
"4269854","TBP50 - Not Giving a Good Got Damn","04/04/16","16"
"4284694","TBP51 - Such Wow","04/10/16","18"
"4295051","TBP52 - Potential of the SDK","04/14/16","17"
"4300718","TBP53 - Tough Math","04/17/16","22"
"4311179","TBP54 - Revisiting the Divine Child","04/21/16","20"
"4317313","TBP55 - The Cryptocurrency 2.0 Project","04/24/16","22"
"4334647","TBP56 - Exploring European Fintech","05/01/16","16"
"4339537","TBP57 - Future of a Shared Economy","05/03/16","48"
"4352674","TBP58 - The Art of the Deal","05/08/16","63"
"4372409","TBP59 - Incredible India","05/16/16","19"
"4387211","TBP60 - Release the Kraken","05/23/16","52"
"4399035","TBP61 - Escaping War Zones","05/27/16","14"
"4404424","TBP62 - Still Holding Up the Sky","05/30/16","11"
"4421248","TBP63 - Change Jar 4.0","06/06/16","12"
"4431667","TBP64 - Shorting the Bull Rally","06/09/16","14"
"4436659","TBP65 - Exosphere Academy","06/12/16","15"
"4453165","TBP66 - Cultures of Innovation","06/18/16","16"
"4463386","TBP67 - Follow the LeadTuur","06/22/16","13"
"4470918","TBP68 - Deconstructing theDAO Attack","06/26/16","12"
"4481878","TBP69 - The Ubitquity Platform","06/30/16","27"
"4488980","TBP70 - Whitehat","07/03/16","35"
"4504116","TBP71 - Bitcoin Wealth Alliance","07/10/16","42"
"4506392","TBP72 - The Broader Economy","07/11/16","114"
"4520410","TBP73 - Navigating the New Marketplace","07/17/16","14"
"4528886","TBP74 - Cryptocurrency Fellowship","07/20/16","15"
"4536953","TBP75 - Attention Economy","07/23/16","15"
"4554551","TBP76 - Skynet","07/31/16","49"
"4556023","TBP77 - Collective Governance","08/01/16","14"
"4571200","TBP78 - The Price of Privatization","08/06/16","12"
"4589710","TBP79 - Infrastructure for a Seven Billion World","08/13/16","62"
"4589821","TBP80 - A Means to an End","08/13/16","17"
"4606217","TBP81 - Redefining Trust","08/21/16","15"
"4622866","TBP82 - Unifying Blockchain Tech","08/28/16","15"
"4624827","TBP83 - Lightning Network Deep Dive","08/29/16","31"
"4640804","TBP84 - Arcade City Glorification","09/04/16","12"
"4658206","TBP85 - Crossing the Chasm","09/11/16","27"
"4662839","TBP86 - Exploring Macroeconomics","09/12/16","15"
"4676072","TBP87 - The World is YOURS","09/18/16","19"
"4677301","TBP88 - Bitcoin Bike-Shed","09/19/16","20"
"4693718","TBP89 - The IoT Frontier","09/25/16","18"
"4698707","TBP90 - Silicon Valley in a Box","09/27/16","23"
"4711534","TBP91 - Exosphere Academy II","10/02/16","18"
"4729600","TBP92 - Myceliated","10/09/16","20"
"4746824","TBP93 - Cryptographic Verification","10/15/16","46"
"4766092","TBP94 - Reputation Tokens","10/22/16","60"
"4778149","TBP95 - The JOBS Act","10/27/16","28"
"4785799","TBP96 - A Fireside Chat","10/29/16","24"
"4785809","BlockChannel Episode 1: Empowering Creativity with Technology","10/29/16","25"
"4807640","TBP97 - Hype or Hope","11/06/16","60"
"4818033","TBP98 - Ubitquity Part Duex","11/09/16","20"
"4822539","BlockChannel Episode 2: Making Bitcoin Great, with Javascript & Brave","11/11/16","20"
"4826040","TBP99 - Blockchain Supercomputer","11/12/16","25"
"4845463","TBP100 - Thai Gone Wild","11/19/16","38"
"4863014","TBP101 - World's First Supernode Infrastructure","11/27/16","26"
"4871160","TBP102 - Building Bridges Initiative","11/30/16","21"
"4875811","BlockChannel Episode 3: Zero Knowledge, the Future of Privacy","12/01/16","28"
"4883862","TBP103 - A Jack of All Trades","12/04/16","36"
"4903330","TBP104 - Currency to a Wider Public","12/11/16","28"
"4922407","TBP105 - Music Industry 2.0","12/18/16","40"
"4935270","On-Ramping with Dee: Episode #1","12/22/16","41"
"4940811","TBP106 - A Very Bitcoin Christmas","12/25/16","38"
"4953930","TBP107 - Like Father, Like Son","12/31/16","27"
"4957490","BlockChannel Episode 4: Predicting the Future, with Augur","01/02/17","34"
"4957889","On-Ramping with Dee: Episode #2","01/03/17","43"
"4962049","TBP108 - Ether Camp","01/04/17","30"
"4971658","Episode #3: On-Ramping with Dee","01/07/17","28"
"4972243","TBP109 - The Human Influence","01/08/17","24"
"4983384","BlockChannel Episode 5: Taking One for the Team","01/11/17","14"
"4991462","TBP110 - The Technological Revolution","01/15/17","31"
"5013790","TBP111 - Disrupting Global Commerce","01/22/17","26"
"5023155","Episode #4: On-Ramping with Dee","01/25/17","29"
"5026134","BlockChannel Episode 6: Gnosis, and the Power of the Crowd","01/26/17","26"
"5033333","TBP112 - The Broader Economy II","01/28/17","91"
"5046883","BlockChannel Episode 7: Meet Your Maker, Ethereum","02/02/17","28"
"5048677","BlockChannel Episode 8: Hit or Stay, a Bet on 21.co","02/02/17","25"
"5053952","Episode #5: On-Ramping with Dee","02/03/17","24"
"5056003","TBP113 - Innovators' Lab","02/05/17","31"
"5064970","BlockChannel Episode 9: Getting Gamers on Ethereum with FirstBlood","02/08/17","30"
"5076255","TBP114 - Life After Trezor","02/12/17","48"
"5094224","BlockChannel Episode 10: A Bitcoin Venture Outside the Great Wall","02/17/17","41"
"5096961","TBP115 - This Week in Ethereum","02/18/17","43"
"5099292","BlockChannel Episode 11: Bridging Ethereum and Media with Jaak.io","02/20/17","21"
"5101064","Episode #6: On-Ramping with Dee","02/20/17","26"
"5106311","BlockChannel Episode 12: In Ethereum, WeTrust","02/22/17","32"
"5118383","TBP116 - Building the Iron Man Suit","02/26/17","38"
"5140262","TBP117 - Venturing Into the Web3","03/05/17","51"
"5146104","BlockChannel Episode 13: Decentralized Web Browsing, with Blockstack","03/07/17","40"
"5157576","Episode #7: On-Ramping with Dee","03/10/17","23"
"5160637","TBP118 - Bitcoin or How I Learned to Stop Worrying and Love Crypto","03/12/17","59"
"5181364","BlockChannel Episode 14: Ethereum Foundation Researcher, Absurdist, Troll - Vlad Zamfir","03/18/17","37"
"5183669","TBP119 - Shorting the Bull Rally II","03/20/17","26"
"5189867","BlockChannel Episode 15: A Hedge on Ethereum, with Numerai","03/21/17","81"
"5203043","TBP120 - The Token Protocol","03/25/17","69"
"5227923","TBP121 - Liberty Life Trails","04/02/17","35"
"5231182","BlockChannel Episode 16: Partly Cloudy, with a Chance of Ethereum","04/03/17","43"
"5243000","TBP122 - Ubitquity Part III","04/06/17","29"
"5250130","TBP123 - AsicBoost Catch 22","04/09/17","41"
"5261470","BlockChannel Episode 17: Putting the Fun in Coin, with CoinFund","04/12/17","43"
"5264865","BlockChannel Episode 18: Where You At? What’s Your Status.im?","04/14/17","41"
"5269481","TBP124 - Affording the High Risk","04/16/17","49"
"5284398","BlockChannel Episode 19: Virtual Land in the Clouds, with Urbit","04/20/17","38"
"5286932","Episode #8: On-Ramping with Dee","04/21/17","51"
"5289547","TBP125 - False Narratives and Short Memories","04/22/17","46"
"5306585","BlockChannel Episode 20: Building Across the Globe, with ConsenSys","04/28/17","56"
"5314205","TBP126 - Litecoin's SegWit Activation","05/01/17","122"
"5329776","Episode #9: On-Ramping with Dee","05/05/17","51"
"5333084","TBP127 - Marketing Discipline","05/07/17","93"
"5353747","TBP128 - Family","05/14/17","87"
"5374679","TBP129 - The Inherent Risks","05/21/17","112"
"5378816","BlockChannel Episode 21: Building Unstoppable Organizations, with Aragon","05/22/17","72"
"5394062","Announcements with Dr. Petty: Mona.co","05/27/17","81"
"5394774","BlockChannel Episode 22: Tackling the Real Estate Dinosaur, with REX","05/27/17","106"
"5395502","TBP130 - Consensus Recap and Sphre","05/28/17","71"
"5395955","Episode #10: On-Ramping with Dee","05/28/17","75"
"5398471","Announcements with Dr. Petty: Patientory","05/29/17","95"
"5415496","TBP131 - Ending Corporate Dominance","06/03/17","123"
"5436601","TBP132 - Dark Side of the Prism","06/11/17","170"
"5444655","The Ether Review #67 ?"" Celebrating Erik Voorhees Week with Erik Voorhees!","06/13/17","116"
"5454536","TBP133 - ICO Woes with MyEtherWallet","06/16/17","193"
"5457149","TBP134 - More Marketing Discipline","06/17/17","118"
"5463361","BlockChannel Episode 23: Unmasking the Future, with Metamask","06/20/17","83"
"5465819","NABP #1: Sandra Malalah","06/20/17","126"
"5469481","BlockChannel Episode 24: Bringing Crypto to the World, with Prince EA","06/21/17","117"
"5471604","Announcements with Dr. Petty: Impak Finance","06/22/17","126"
"5477554","TBP135 - Yanking Our Blockchain","06/24/17","144"
"5486609","Ether Review Legal Discussion #2 The Legality of Raising Money Using Tokens","06/27/17","118"
"5498065","NABP #2: Crypto Maak","07/01/17","119"
"5499526","TBP136 - A New Type of Ownership","07/02/17","137"
"5506400","Episode #11: On-Ramping with Dee","07/04/17","137"
"5512266","NABP #3: Adam Meister","07/06/17","163"
"5519987","TBP137 - Countdown to SegWit","07/09/17","164"
"5528511","NABP #4: Benjamin Perrin","07/11/17","185"
"5530737","The Ether Review #68 ?"" Numerai, The Last Hedge Fund","07/12/17","156"
"5536772","NABP #5: Ryan X Charles","07/13/17","153"
"5543350","TBP138 - The 21st Century 49ers","07/16/17","185"
"5543364","TBP139 - Surviving the BIP 148 UASF","07/16/17","202"
"5543694","BlockChannel Episode 25: Building Digital Communities, with District0x","07/16/17","146"
"5553215","NABP #6: John Crothers","07/19/17","181"
"5554659","Ether Review #69 ?"" IOTA & the Post-Blockchain Era","07/19/17","617"
"5564944","TBP140 - 5G vs 4G and the Future of Mobile Networks","07/23/17","288"
"5572429","Ether Review Legal #3 ?"" The Simple Agreement for Future Tokens","07/25/17","241"
"5572483","BlockChannel Episode 26: Off the Grid, with Grid+","07/25/17","214"
"5585803","TBP141 - The CMO Primer For the Blockchain World","07/27/17","204"
"5590138","TBP142 - The Need For More Information","07/29/17","231"
"5597152","NABP #7: Marcello","08/01/17","238"
"5608863","TBP143 - Damned If You Do, Bored If You Don't","08/04/17","250"
"5609951","Ether Review Legal #4 ?"" MME, the Beating Heart of Crypto Valley","08/04/17","266"
"5613396","TBP144 - Tomorrow's Electricity Today","08/06/17","274"
"5613437","Episode #12: On-Ramping with Dee","08/06/17","263"
"5618486","NABP #8: Vortex","08/07/17","270"
"5623629","TBP145 - Hopes and Fears for Filecoin","08/09/17","373"
"5636616","TBP146 - The Rise and Rise of Charlie Shrem","08/13/17","292"
"5646869","Ether Review #71 ?"" David Bailey on Po.et & the MtGox/BTC-e Connection","08/16/17","275"
"5649897","TBP147 - History of Security","08/16/17","301"
"5651990","BlockChannel Episode 27: Po.et and We Didn't Even Know It","08/17/17","283"
"5652019","BlockChannel Episode 28: Securing the Metaverse, with Decentraland","08/17/17","326"
"5659530","TBP148 - Controversial Persona","08/20/17","328"
"5665639","Buy or Sell, What the Hell #1","08/22/17","391"
"5666075","NABP #9: JP Richardson","08/22/17","281"
"5678692","TBP149 - The Rivetz Security Project","08/27/17","287"
"5680986","Episode #13: On-Ramping with Dee","08/28/17","316"
"5681038","Ether Review Legal #5 ?"" BernsWeiss Stops the IRS in its Tracks","08/28/17","313"
"5697739","NABP #10: Benjamin Semchee","09/01/17","315"
"5698122","BlockChannel Episode 29: Making Sense of Cent.co","09/01/17","323"
"5703997","TBP150 - EGO with ETH","09/04/17","329"
"5705175","NABP #11: Ozzy The BS Filter","09/04/17","369"
"5705638","Buy or Sell, What the Hell #2","09/04/17","376"
"5717037","TBP151 - Crypto Boom Boom Room","09/07/17","406"
"5719873","An Ethereum Podcast: Episode #1","09/08/17","612"
"5724517","TBP152 - Pally on the Block","09/10/17","364"
"5730740","Episode #14: On-Ramping with Dee","09/12/17","364"
"5743163","Ether Review Legal #6 ?"" Playing in a Sandbox","09/15/17","406"
"5747081","TBP153 - Bitcoin Sell Out","09/17/17","400"
"5750476","Episode #15: On-Ramping with Dee","09/18/17","361"
"5754437","An Ethereum Podcast: Episode #2","09/19/17","444"
"5765865","TBP154 - Bitcoin For The Bottom Billion Pt. 2","09/22/17","371"
"5770348","TBP155 - Crypto Swan Song","09/24/17","386"
"5773247","Episode #16: On-Ramping with Dee","09/25/17","388"
"5781198","An Ethereum Podcast: Episode #3","09/27/17","451"
"5783688","BlockChannel Episode 30: To Bee or Not to Bee","09/27/17","381"
"5785166","TBP156 - Combined Forces for Better Results","09/28/17","450"
"5794890","TBP157 - Modern Day Gold Rush Pt. II","10/01/17","449"
"5796795","Buy or Sell, What the Hell #3","10/02/17","468"
"5802706","Episode #17: On-Ramping with Dee","10/03/17","443"
"5805959","An Ethereum Podcast: Episode #4","10/04/17","574"
"5809051","The Ether Review #73 ?"" Kik, Establishing a Micro-economy","10/05/17","454"
"5809469","TBP158 - The Credit Protocol","10/05/17","505"
"5815951","TBP Announcements: DOVU","10/06/17","435"
"5819273","TBP159 - Diary of a Made Man","10/08/17","618"
"5839245","BlockChannel Episode 31: Settling the Score, with CoinScore","10/14/17","471"
"5841884","TBP160 - Bitcoin Beats","10/15/17","494"
"5846337","BlockChannel Episode 32: Greasing the Blockchain, with Spankchain","10/16/17","476"
"5847458","TBP Announcements: Simply Vital Health","10/17/17","490"
"5860545","An Ethereum Podcast: Episode #5","10/20/17","556"
"5863424","TBP Announcements: STACK","10/22/17","502"
"5863728","TBP161 - A Foundation for the Data Economy","10/22/17","555"
"5875770","BTCPODcast.mp3","10/25/17","23"
"5879685","TBP162 - Sweet Talk","10/26/17","645"
"5882246","BlockChannel Episode 33: Incentivizing Creators Online, with Props","10/27/17","540"
"5884762","Buy or Sell, What the Hell #4","10/27/17","656"
"5887018","TBP163 - Savings and Savior","10/29/17","589"
"5892136","TBP164 - The Benefits of Familiarity","10/30/17","606"
"5905831","Devcon3: Recap Part 1","11/03/17","713"
"5911857","TBP165 - Praise for Cryptoassets","11/05/17","812"
"5912047","Devcon3: Recap Part 2","11/05/17","685"
"5937328","TBP166 - ATMs and ICOs","11/12/17","799"
"5946546","TBP Announcements: Globitex","11/15/17","848"
"5951570","TBP Announcements: Quantstamp","11/16/17","759"
"5959454","TBP167 - The Broader Economy III","11/19/17","1201"
"5960478","TBP Announcements: Simple Token","11/19/17","772"
"5975216","BlockChannel Episode 34: Developers Developers Developers, with Zastrin.com","11/23/17","826"
"5979089","TBP168 - Passion, Pain & Unicorn Slayin'","11/26/17","850"
"5981348","TBP Announcements: Coinfirm","11/27/17","892"
"5981365","TBP169 - Monetary Revolution","11/27/17","1010"
"5995330","TBP Announcements: Crowd Machine","11/30/17","1806"
"5995449","An Ethereum Podcast: Episode #6","11/30/17","1187"
"6004544","TBP170 - A New Kind of Legal","12/03/17","1206"
"6013251","An Ethereum Podcast: Episode #7","12/05/17","1249"
"6024806","TBP Announcements: CoinFi","12/08/17","1174"
"6027324","Buy or Sell, What the Hell #5","12/09/17","1272"
"6027507","TBP Announcements: LoyalCoin","12/09/17","1205"
"6027661","TBP171 - The Future of Giving","12/09/17","1188"
