"country_name","total_downloads"
"",357
"Anonymous Proxy",1035
"United Arab Emirates",113
"Antigua and Barbuda",3
"Asia/Pacific Region",3
"Argentina",149
"Austria",179
"Australia",1491
"Aruba",2
"Azerbaijan",53
"Bosnia and Herzegovina",8
"Barbados",82
"Bangladesh",1
"Belgium",162
"Bulgaria",72
"Bahrain",10
"Bolivia",3
"Bonaire, Saint Eustatius and Saba",1
"Brazil",756
"Bahamas",1
"Bhutan",1
"Belarus",2
"Canada",1912
"Switzerland",441
"Chile",253
"China",673
"Colombia",80
"Costa Rica",71
"Cuba",2
"Curaï¿½ao",3
"Cyprus",1
"Czech Republic",83
"Germany",1502
"Denmark",94
"Dominican Republic",22
"Algeria",7
"Ecuador",6
"Estonia",64
"Egypt",3
"Spain",438
"Europe",1
"Finland",181
"France",496
"United Kingdom",3220
"Georgia",17
"Guernsey",2
"Gibraltar",6
"Greece",61
"Guatemala",13
"Guam",4
"Hong Kong",92
"Honduras",1
"Croatia",31
"Hungary",10
"Indonesia",44
"Ireland",251
"Israel",148
"Isle of Man",14
"India",705
"Iran, Islamic Republic of",10
"Iceland",13
"Italy",232
"Jamaica",2
"Japan",429
"Kenya",85
"Kyrgyzstan",12
"Cambodia",9
"Korea, Republic of",212
"Kuwait",2
"Kazakhstan",13
"Lao People's Democratic Republic",1
"Liechtenstein",1
"Liberia",2
"Lithuania",20
"Luxembourg",14
"Latvia",69
"Morocco",12
"Monaco",49
"Moldova, Republic of",4
"Macedonia",2
"Myanmar",2
"Macau",2
"Martinique",1
"Malta",4
"Mauritius",2
"Mexico",246
"Malaysia",47
"Nigeria",122
"Nicaragua",35
"Netherlands",707
"Norway",288
"New Zealand",230
"Oman",1
"Panama",2
"Peru",11
"Philippines",66
"Pakistan",8
"Poland",125
"Puerto Rico",33
"Portugal",36
"Qatar",4
"Reunion",1
"Romania",97
"Serbia",52
"Russian Federation",74
"Rwanda",11
"Saudi Arabia",70
"Seychelles",1
"Sweden",1088
"Singapore",268
"Slovenia",266
"Slovakia",35
"Suriname",1
"El Salvador",5
"Sint Maarten (Dutch part)",1
"Thailand",90
"Tunisia",1
"Turkey",51
"Trinidad and Tobago",13
"Taiwan",34
"Tanzania, United Republic of",165
"Ukraine",30
"Uganda",1
"United States",25509
"Venezuela",23
"Virgin Islands, British",3
"Vietnam",67
"South Africa",202
"Zimbabwe",4
