"market","total_downloads"
"Portland / Auburn",6
"New York",2186
"Binghamton",24
"Macon",3
"Philadelphia",658
"Detroit",277
"Boston MA / Manchester",570
"Savannah",30
"Pittsburgh",171
"Ft. Wayne",13
"Cleveland / Akron (Canton)",102
"Washington DC (Hagerstown)",1233
"Baltimore",258
"Flint / Saginaw / Bay City",34
"Buffalo",66
"Cincinnati",115
"Charlotte",229
"Greensboro / High Point / Winston Salem",107
"Charleston",6
"Augusta",3
"Providence RI / New Bedford",48
"Columbus",15
"Burlington VT / Plattsburgh",37
"Atlanta",670
"Utica",13
"Indianapolis",90
"Miami / Ft. Lauderdale",405
"Louisville",147
"Tallahassee FL / Thomasville",11
"Tri-Cities TN",11
"Albany / Schenectady / Troy",55
"Hartford & New Haven",216
"Orlando / Daytona Beach / Melbourne",257
"Columbus",51
"Youngstown",419
"Bangor",1
"Rochester",44
"Tampa / St. Petersburg (Sarasota)",213
"Traverse City / Cadillac",8
"Lexington",5
"Dayton",97
"Springfield / Holyoke",5
"Norfolk / Portsmouth / Newport News",55
"Greenville / New Bern / Washington",5
"Columbia",42
"Toledo",10
"West Palm Beach / Ft. Pierce",188
"Wilmington",8
"Lansing",13
"Presque Isle",4
"Syracuse",49
"Richmond / Petersburg",111
"Knoxville",33
"Raleigh / Durham (Fayetteville)",144
"Jacksonville",223
"Grand Rapids / Kalamazoo / Battle Creek",59
"Elmira",3
"Harrisburg / Lancaster / Lebanon / York",33
"Greenville / Spartanburg SC / Asheville NC / Anderson",45
"Harrisonburg",24
"Florence / Myrtle Beach",26
"Ft. Myers / Naples",21
"Roanoke / Lynchburg",61
"Johnstown / Altoona",97
"Chattanooga",8
"Salisbury",52
"Wilkes Barre / Scranton",4
"Terre Haute",4
"Lafayette",2
"Charlottesville",2
"South Bend / Elkhart",12
"Gainesville",6
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",41
"Corpus Christi",30
"Chicago",981
"Joplin MO / Pittsburg",1
"Columbia / Jefferson City",6
"Topeka",6
"St. Louis",130
"Rockford",49
"Rochester MN / Mason City IA / Austin",9
"Shreveport",32
"Minneapolis / St. Paul",311
"Kansas City",244
"Milwaukee",128
"Houston",347
"Springfield",31
"New Orleans",156
"Dallas / Ft. Worth",606
"Sioux City",14
"Waco / Temple / Bryan",1734
"Victoria",2
"Birmingham",59
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",84
"Odessa / Midland",21
"Amarillo",1
"Austin",1071
"Harlingen / Weslaco / Brownsville / McAllen",1
"Cedar Rapids / Waterloo / Iowa City & Dubuque",175
"St. Joseph",3
"Jackson",9
"Memphis",44
"San Antonio",156
"Lafayette",10
"Champaign & Springfield / Decatur",4
"Evansville",9
"Oklahoma City",126
"Lubbock",42
"Omaha",67
"Panama City",3
"Sherman TX / Ada",6
"Green Bay / Appleton",56
"Nashville",78
"San Angelo",2
"Madison",205
"Ft. Smith / Fayetteville / Springdale / Rogers",22
"Tulsa",36
"Columbus / Tupelo / West Point",1
"Peoria / Bloomington",13
"Duluth MN / Superior",1
"Wichita / Hutchinson",39
"Des Moines / Ames",17
"Davenport IA / Rock Island / Moline",39
"Mobile AL / Pensacola (Ft. Walton Beach)",16
"Minot / Bismarck / Dickinson(Williston)",33
"Huntsville / Decatur (Florence)",13
"Beaumont / Port Arthur",3
"Little Rock / Pine Bluff",27
"Montgomery (Selma)",4
"La Crosse / Eau Claire",34
"Wausau / Rhinelander",6
"Tyler / Longview(Lufkin & Nacogdoches)",16
"Hattiesburg / Laurel",4
"Baton Rouge",11
"Jackson",18
"Lincoln & Hastings / Kearney",1
"Sioux Falls(Mitchell)",9
"Bowling Green",43
"Mankato",2
"North Platte",2
"Anchorage",82
"Honolulu",75
"Fairbanks",1
"Biloxi / Gulfport",2
"Juneau",5
"Laredo",1
"Denver",722
"Colorado Springs / Pueblo",7
"Phoenix",488
"Butte / Bozeman",78
"Great Falls",1
"Billings",54
"Boise",21
"Idaho Falls / Pocatello",6
"Cheyenne WY / Scottsbluff",11
"Twin Falls",9
"Missoula",45
"El Paso",4
"Salt Lake City",178
"Grand Junction / Montrose",6
"Tucson (Sierra Vista)",20
"Albuquerque / Santa Fe",56
"Bakersfield",30
"Eugene",29
"Eureka",2
"Los Angeles",2173
"Palm Springs",20
"San Francisco / Oakland / San Jose",2956
"Yakima / Pasco / Richland / Kennewick",211
"Reno",21
"Medford / Klamath Falls",6
"Seattle / Tacoma",771
"Portland",207
"Bend",54
"San Diego",261
"Monterey / Salinas",293
"Las Vegas",371
"Santa Barbara / Santa Maria / San Luis Obispo",47
"Sacramento / Stockton / Modesto",246
"Fresno / Visalia",14
"Chico / Redding",9
"Spokane",100
