"market","total_downloads"
"Portland / Auburn",83
"New York",7324
"Binghamton",96
"Macon",41
"Philadelphia",2587
"Detroit",960
"Boston MA / Manchester",1785
"Savannah",79
"Pittsburgh",515
"Ft. Wayne",37
"Cleveland / Akron (Canton)",420
"Washington DC (Hagerstown)",10585
"Baltimore",896
"Flint / Saginaw / Bay City",47
"Buffalo",192
"Cincinnati",298
"Charlotte",697
"Greensboro / High Point / Winston Salem",305
"Charleston",18
"Augusta",18
"Providence RI / New Bedford",207
"Columbus",25
"Burlington VT / Plattsburgh",122
"Atlanta",1900
"Albany",12
"Utica",53
"Indianapolis",414
"Miami / Ft. Lauderdale",1226
"Louisville",293
"Tallahassee FL / Thomasville",14
"Tri-Cities TN",13
"Albany / Schenectady / Troy",259
"Hartford & New Haven",772
"Orlando / Daytona Beach / Melbourne",621
"Columbus",206
"Youngstown",451
"Bangor",59
"Rochester",142
"Tampa / St. Petersburg (Sarasota)",605
"Traverse City / Cadillac",20
"Lexington",106
"Dayton",218
"Springfield / Holyoke",137
"Norfolk / Portsmouth / Newport News",144
"Greenville / New Bern / Washington",11
"Columbia",180
"Toledo",114
"West Palm Beach / Ft. Pierce",534
"Watertown",16
"Wilmington",61
"Lansing",98
"Presque Isle",4
"Marquette",39
"Syracuse",132
"Richmond / Petersburg",295
"Knoxville",98
"Raleigh / Durham (Fayetteville)",1040
"Jacksonville",441
"Grand Rapids / Kalamazoo / Battle Creek",123
"Charleston / Huntington",22
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",273
"Greenville / Spartanburg SC / Asheville NC / Anderson",266
"Harrisonburg",25
"Florence / Myrtle Beach",78
"Ft. Myers / Naples",174
"Roanoke / Lynchburg",94
"Johnstown / Altoona",304
"Chattanooga",38
"Salisbury",949
"Wilkes Barre / Scranton",101
"Terre Haute",16
"Lafayette",14
"Charlottesville",36
"South Bend / Elkhart",86
"Gainesville",9
"Zanesville",2
"Parkersburg",1
"Clarksburg / Weston",48
"Corpus Christi",37
"Chicago",3221
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",17
"Topeka",44
"St. Louis",509
"Rockford",100
"Rochester MN / Mason City IA / Austin",9
"Shreveport",47
"Minneapolis / St. Paul",980
"Kansas City",1057
"Milwaukee",279
"Houston",1268
"Springfield",102
"New Orleans",315
"Dallas / Ft. Worth",2371
"Sioux City",17
"Waco / Temple / Bryan",2352
"Victoria",2
"Wichita Falls TX & Lawton",3
"Birmingham",232
"Ottumwa IA / Kirksville",2
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",99
"Odessa / Midland",81
"Amarillo",15
"Austin",1883
"Harlingen / Weslaco / Brownsville / McAllen",9
"Cedar Rapids / Waterloo / Iowa City & Dubuque",363
"St. Joseph",11
"Jackson",47
"Memphis",255
"San Antonio",365
"Lafayette",17
"Alexandria",12
"Champaign & Springfield / Decatur",75
"Evansville",20
"Oklahoma City",411
"Lubbock",203
"Omaha",182
"Panama City",4
"Sherman TX / Ada",6
"Green Bay / Appleton",62
"Nashville",443
"San Angelo",138
"Abilene / Sweetwater",19
"Madison",704
"Ft. Smith / Fayetteville / Springdale / Rogers",31
"Tulsa",89
"Columbus / Tupelo / West Point",6
"Peoria / Bloomington",110
"Duluth MN / Superior",17
"Wichita / Hutchinson",105
"Des Moines / Ames",87
"Davenport IA / Rock Island / Moline",66
"Mobile AL / Pensacola (Ft. Walton Beach)",118
"Minot / Bismarck / Dickinson(Williston)",35
"Huntsville / Decatur (Florence)",145
"Beaumont / Port Arthur",5
"Little Rock / Pine Bluff",146
"Montgomery (Selma)",30
"La Crosse / Eau Claire",63
"Wausau / Rhinelander",29
"Tyler / Longview(Lufkin & Nacogdoches)",27
"Hattiesburg / Laurel",8
"Baton Rouge",38
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",106
"Lincoln & Hastings / Kearney",103
"Fargo / Valley City",20
"Sioux Falls(Mitchell)",215
"Bowling Green",44
"Mankato",11
"North Platte",2
"Anchorage",88
"Honolulu",345
"Fairbanks",1
"Biloxi / Gulfport",9
"Juneau",32
"Laredo",8
"Denver",2706
"Colorado Springs / Pueblo",59
"Phoenix",1152
"Butte / Bozeman",121
"Great Falls",26
"Billings",203
"Boise",102
"Idaho Falls / Pocatello",8
"Cheyenne WY / Scottsbluff",24
"Twin Falls",30
"Missoula",113
"Rapid City",5
"El Paso",28
"Helena",1
"Casper / Riverton",1
"Salt Lake City",855
"Grand Junction / Montrose",12
"Tucson (Sierra Vista)",36
"Albuquerque / Santa Fe",198
"Bakersfield",151
"Eugene",153
"Eureka",5
"Los Angeles",6945
"Palm Springs",40
"San Francisco / Oakland / San Jose",10012
"Yakima / Pasco / Richland / Kennewick",553
"Reno",61
"Medford / Klamath Falls",24
"Seattle / Tacoma",3361
"Portland",1037
"Bend",217
"San Diego",1003
"Monterey / Salinas",644
"Las Vegas",932
"Santa Barbara / Santa Maria / San Luis Obispo",92
"Sacramento / Stockton / Modesto",1036
"Fresno / Visalia",27
"Chico / Redding",15
"Spokane",197
