"market","total_downloads"
"Portland / Auburn",465
"New York",37402
"Binghamton",125
"Macon",177
"Philadelphia",9036
"Detroit",3449
"Boston MA / Manchester",8589
"Savannah",426
"Pittsburgh",2369
"Ft. Wayne",56
"Cleveland / Akron (Canton)",1810
"Washington DC (Hagerstown)",25110
"Baltimore",3743
"Flint / Saginaw / Bay City",310
"Buffalo",794
"Cincinnati",1164
"Erie",9
"Charlotte",4176
"Greensboro / High Point / Winston Salem",906
"Charleston",148
"Augusta",99
"Providence RI / New Bedford",1233
"Columbus",116
"Burlington VT / Plattsburgh",868
"Atlanta",7275
"Albany",115
"Utica",166
"Indianapolis",1541
"Miami / Ft. Lauderdale",5903
"Louisville",988
"Tallahassee FL / Thomasville",150
"Tri-Cities TN",197
"Albany / Schenectady / Troy",860
"Hartford & New Haven",2973
"Orlando / Daytona Beach / Melbourne",3178
"Columbus",1881
"Youngstown",571
"Bangor",73
"Rochester",809
"Tampa / St. Petersburg (Sarasota)",3421
"Traverse City / Cadillac",221
"Lexington",272
"Dayton",370
"Springfield / Holyoke",485
"Norfolk / Portsmouth / Newport News",876
"Greenville / New Bern / Washington",89
"Columbia",406
"Toledo",709
"West Palm Beach / Ft. Pierce",1443
"Watertown",107
"Wilmington",407
"Lansing",303
"Presque Isle",4
"Marquette",44
"Wheeling WV / Steubenville",24
"Syracuse",369
"Richmond / Petersburg",841
"Knoxville",462
"Lima",5
"Bluefield / Beckley / Oak Hill",51
"Raleigh / Durham (Fayetteville)",5333
"Jacksonville",1292
"Grand Rapids / Kalamazoo / Battle Creek",804
"Charleston / Huntington",112
"Elmira",20
"Harrisburg / Lancaster / Lebanon / York",921
"Greenville / Spartanburg SC / Asheville NC / Anderson",1345
"Harrisonburg",64
"Florence / Myrtle Beach",195
"Ft. Myers / Naples",645
"Roanoke / Lynchburg",392
"Johnstown / Altoona",488
"Chattanooga",376
"Salisbury",1323
"Wilkes Barre / Scranton",409
"Terre Haute",22
"Lafayette",25
"Charlottesville",120
"South Bend / Elkhart",243
"Gainesville",189
"Zanesville",21
"Parkersburg",28
"Clarksburg / Weston",53
"Corpus Christi",56
"Chicago",11521
"Joplin MO / Pittsburg",52
"Columbia / Jefferson City",198
"Topeka",139
"Dothan",23
"St. Louis",2064
"Rockford",165
"Rochester MN / Mason City IA / Austin",173
"Shreveport",318
"Minneapolis / St. Paul",4455
"Kansas City",1876
"Milwaukee",1363
"Houston",5878
"Springfield",493
"New Orleans",1312
"Dallas / Ft. Worth",9948
"Sioux City",27
"Waco / Temple / Bryan",3524
"Victoria",3
"Wichita Falls TX & Lawton",10
"Monroe LA / El Dorado",67
"Birmingham",1106
"Ottumwa IA / Kirksville",4
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",297
"Odessa / Midland",258
"Amarillo",175
"Austin",7164
"Harlingen / Weslaco / Brownsville / McAllen",16
"Cedar Rapids / Waterloo / Iowa City & Dubuque",912
"St. Joseph",18
"Jackson",84
"Memphis",860
"San Antonio",980
"Lafayette",37
"Lake Charles",6
"Alexandria",22
"Champaign & Springfield / Decatur",250
"Evansville",38
"Oklahoma City",1078
"Lubbock",450
"Omaha",866
"Panama City",44
"Sherman TX / Ada",49
"Green Bay / Appleton",353
"Nashville",2331
"San Angelo",252
"Abilene / Sweetwater",26
"Madison",1837
"Ft. Smith / Fayetteville / Springdale / Rogers",382
"Tulsa",340
"Columbus / Tupelo / West Point",20
"Peoria / Bloomington",210
"Duluth MN / Superior",67
"Wichita / Hutchinson",559
"Des Moines / Ames",515
"Davenport IA / Rock Island / Moline",146
"Mobile AL / Pensacola (Ft. Walton Beach)",536
"Minot / Bismarck / Dickinson(Williston)",234
"Huntsville / Decatur (Florence)",383
"Beaumont / Port Arthur",37
"Little Rock / Pine Bluff",500
"Montgomery (Selma)",206
"La Crosse / Eau Claire",386
"Wausau / Rhinelander",46
"Tyler / Longview(Lufkin & Nacogdoches)",249
"Hattiesburg / Laurel",186
"Baton Rouge",564
"Quincy IL / Hannibal MO / Keokuk",3
"Jackson",320
"Lincoln & Hastings / Kearney",536
"Fargo / Valley City",184
"Sioux Falls(Mitchell)",310
"Jonesboro",17
"Bowling Green",73
"Mankato",16
"North Platte",4
"Anchorage",490
"Honolulu",1578
"Fairbanks",24
"Biloxi / Gulfport",493
"Juneau",119
"Laredo",17
"Denver",7937
"Colorado Springs / Pueblo",576
"Phoenix",4719
"Butte / Bozeman",254
"Great Falls",75
"Billings",246
"Boise",412
"Idaho Falls / Pocatello",204
"Cheyenne WY / Scottsbluff",81
"Twin Falls",57
"Missoula",160
"Rapid City",18
"El Paso",63
"Helena",3
"Casper / Riverton",6
"Salt Lake City",3722
"Yuma AZ / El Centro",6
"Grand Junction / Montrose",152
"Tucson (Sierra Vista)",348
"Albuquerque / Santa Fe",742
"Bakersfield",268
"Eugene",721
"Eureka",70
"Los Angeles",27930
"Palm Springs",248
"San Francisco / Oakland / San Jose",36869
"Yakima / Pasco / Richland / Kennewick",946
"Reno",330
"Medford / Klamath Falls",312
"Seattle / Tacoma",11373
"Portland",4564
"Bend",364
"San Diego",5382
"Monterey / Salinas",2046
"Las Vegas",3985
"Santa Barbara / Santa Maria / San Luis Obispo",1192
"Sacramento / Stockton / Modesto",4124
"Fresno / Visalia",233
"Chico / Redding",211
"Spokane",961
