"market","total_downloads"
"Portland / Auburn",20
"New York",5696
"Binghamton",78
"Macon",33
"Philadelphia",1898
"Detroit",727
"Boston MA / Manchester",1383
"Savannah",65
"Pittsburgh",368
"Ft. Wayne",25
"Cleveland / Akron (Canton)",279
"Washington DC (Hagerstown)",7108
"Baltimore",721
"Flint / Saginaw / Bay City",36
"Buffalo",146
"Cincinnati",197
"Charlotte",457
"Greensboro / High Point / Winston Salem",256
"Charleston",15
"Augusta",7
"Providence RI / New Bedford",116
"Columbus",22
"Burlington VT / Plattsburgh",112
"Atlanta",1556
"Albany",9
"Utica",28
"Indianapolis",313
"Miami / Ft. Lauderdale",990
"Louisville",247
"Tallahassee FL / Thomasville",13
"Tri-Cities TN",13
"Albany / Schenectady / Troy",197
"Hartford & New Haven",606
"Orlando / Daytona Beach / Melbourne",463
"Columbus",115
"Youngstown",451
"Bangor",59
"Rochester",115
"Tampa / St. Petersburg (Sarasota)",473
"Traverse City / Cadillac",8
"Lexington",88
"Dayton",144
"Springfield / Holyoke",69
"Norfolk / Portsmouth / Newport News",120
"Greenville / New Bern / Washington",8
"Columbia",132
"Toledo",58
"West Palm Beach / Ft. Pierce",441
"Wilmington",25
"Lansing",74
"Presque Isle",4
"Marquette",37
"Syracuse",114
"Richmond / Petersburg",190
"Knoxville",95
"Raleigh / Durham (Fayetteville)",529
"Jacksonville",329
"Grand Rapids / Kalamazoo / Battle Creek",87
"Charleston / Huntington",22
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",105
"Greenville / Spartanburg SC / Asheville NC / Anderson",175
"Harrisonburg",24
"Florence / Myrtle Beach",70
"Ft. Myers / Naples",161
"Roanoke / Lynchburg",83
"Johnstown / Altoona",276
"Chattanooga",19
"Salisbury",941
"Wilkes Barre / Scranton",56
"Terre Haute",6
"Lafayette",2
"Charlottesville",35
"South Bend / Elkhart",73
"Gainesville",9
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",45
"Corpus Christi",37
"Chicago",2486
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",16
"Topeka",35
"St. Louis",348
"Rockford",68
"Rochester MN / Mason City IA / Austin",9
"Shreveport",36
"Minneapolis / St. Paul",701
"Kansas City",1016
"Milwaukee",237
"Houston",957
"Springfield",63
"New Orleans",280
"Dallas / Ft. Worth",1722
"Sioux City",17
"Waco / Temple / Bryan",2286
"Victoria",2
"Wichita Falls TX & Lawton",2
"Birmingham",187
"Ottumwa IA / Kirksville",1
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",95
"Odessa / Midland",44
"Amarillo",7
"Austin",1737
"Harlingen / Weslaco / Brownsville / McAllen",4
"Cedar Rapids / Waterloo / Iowa City & Dubuque",279
"St. Joseph",9
"Jackson",25
"Memphis",186
"San Antonio",311
"Lafayette",15
"Alexandria",6
"Champaign & Springfield / Decatur",31
"Evansville",18
"Oklahoma City",346
"Lubbock",140
"Omaha",137
"Panama City",4
"Sherman TX / Ada",6
"Green Bay / Appleton",62
"Nashville",273
"San Angelo",115
"Abilene / Sweetwater",19
"Madison",522
"Ft. Smith / Fayetteville / Springdale / Rogers",28
"Tulsa",71
"Columbus / Tupelo / West Point",2
"Peoria / Bloomington",100
"Duluth MN / Superior",16
"Wichita / Hutchinson",76
"Des Moines / Ames",61
"Davenport IA / Rock Island / Moline",59
"Mobile AL / Pensacola (Ft. Walton Beach)",71
"Minot / Bismarck / Dickinson(Williston)",35
"Huntsville / Decatur (Florence)",44
"Beaumont / Port Arthur",4
"Little Rock / Pine Bluff",133
"Montgomery (Selma)",15
"La Crosse / Eau Claire",38
"Wausau / Rhinelander",10
"Tyler / Longview(Lufkin & Nacogdoches)",26
"Hattiesburg / Laurel",8
"Baton Rouge",33
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",69
"Lincoln & Hastings / Kearney",57
"Fargo / Valley City",6
"Sioux Falls(Mitchell)",194
"Bowling Green",44
"Mankato",3
"North Platte",2
"Anchorage",88
"Honolulu",248
"Fairbanks",1
"Biloxi / Gulfport",9
"Juneau",32
"Laredo",8
"Denver",2180
"Colorado Springs / Pueblo",34
"Phoenix",961
"Butte / Bozeman",104
"Great Falls",19
"Billings",198
"Boise",85
"Idaho Falls / Pocatello",7
"Cheyenne WY / Scottsbluff",15
"Twin Falls",10
"Missoula",108
"Rapid City",5
"El Paso",24
"Helena",1
"Salt Lake City",657
"Grand Junction / Montrose",7
"Tucson (Sierra Vista)",28
"Albuquerque / Santa Fe",175
"Bakersfield",130
"Eugene",125
"Eureka",5
"Los Angeles",5359
"Palm Springs",23
"San Francisco / Oakland / San Jose",7604
"Yakima / Pasco / Richland / Kennewick",479
"Reno",35
"Medford / Klamath Falls",13
"Seattle / Tacoma",2496
"Portland",672
"Bend",204
"San Diego",709
"Monterey / Salinas",566
"Las Vegas",667
"Santa Barbara / Santa Maria / San Luis Obispo",57
"Sacramento / Stockton / Modesto",771
"Fresno / Visalia",21
"Chico / Redding",15
"Spokane",154
