"country_name","total_downloads"
"",308
"Anonymous Proxy",1035
"United Arab Emirates",109
"Antigua and Barbuda",3
"Asia/Pacific Region",1
"Argentina",127
"Austria",169
"Australia",1312
"Aruba",2
"Azerbaijan",53
"Bosnia and Herzegovina",8
"Barbados",71
"Bangladesh",1
"Belgium",121
"Bulgaria",65
"Bahrain",10
"Bolivia",3
"Bonaire, Saint Eustatius and Saba",1
"Brazil",567
"Bhutan",1
"Belarus",2
"Canada",1638
"Switzerland",352
"Chile",135
"China",656
"Colombia",56
"Costa Rica",71
"Cuba",2
"Curaï¿½ao",3
"Cyprus",1
"Czech Republic",69
"Germany",1242
"Denmark",81
"Dominican Republic",21
"Algeria",6
"Ecuador",1
"Estonia",60
"Egypt",2
"Spain",377
"Europe",1
"Finland",165
"France",384
"United Kingdom",2654
"Georgia",15
"Guernsey",2
"Gibraltar",6
"Greece",51
"Guatemala",11
"Guam",4
"Hong Kong",79
"Honduras",1
"Croatia",26
"Hungary",10
"Indonesia",43
"Ireland",228
"Israel",117
"Isle of Man",14
"India",657
"Iran, Islamic Republic of",6
"Iceland",12
"Italy",216
"Jamaica",2
"Japan",397
"Kenya",85
"Kyrgyzstan",12
"Cambodia",9
"Korea, Republic of",127
"Kuwait",1
"Kazakhstan",13
"Lao People's Democratic Republic",1
"Liechtenstein",1
"Liberia",2
"Lithuania",18
"Luxembourg",12
"Latvia",65
"Morocco",12
"Monaco",43
"Moldova, Republic of",4
"Macedonia",2
"Myanmar",1
"Macau",2
"Martinique",1
"Malta",4
"Mauritius",2
"Mexico",190
"Malaysia",39
"Nigeria",122
"Nicaragua",32
"Netherlands",557
"Norway",268
"New Zealand",190
"Oman",1
"Panama",2
"Peru",10
"Philippines",61
"Pakistan",8
"Poland",92
"Puerto Rico",33
"Portugal",32
"Qatar",4
"Reunion",1
"Romania",80
"Serbia",44
"Russian Federation",54
"Rwanda",3
"Saudi Arabia",69
"Seychelles",1
"Sweden",927
"Singapore",224
"Slovenia",250
"Slovakia",30
"Suriname",1
"El Salvador",5
"Sint Maarten (Dutch part)",1
"Thailand",80
"Tunisia",1
"Turkey",32
"Trinidad and Tobago",13
"Taiwan",29
"Tanzania, United Republic of",165
"Ukraine",15
"United States",21779
"Venezuela",18
"Virgin Islands, British",3
"Vietnam",55
"South Africa",165
"Zimbabwe",4
