"market","total_downloads"
"Portland / Auburn",11
"New York",3608
"Binghamton",45
"Macon",13
"Philadelphia",1143
"Detroit",484
"Boston MA / Manchester",917
"Savannah",40
"Pittsburgh",320
"Ft. Wayne",24
"Cleveland / Akron (Canton)",180
"Washington DC (Hagerstown)",2638
"Baltimore",453
"Flint / Saginaw / Bay City",36
"Buffalo",100
"Cincinnati",148
"Charlotte",339
"Greensboro / High Point / Winston Salem",158
"Charleston",15
"Augusta",3
"Providence RI / New Bedford",88
"Columbus",17
"Burlington VT / Plattsburgh",93
"Atlanta",969
"Utica",15
"Indianapolis",195
"Miami / Ft. Lauderdale",682
"Louisville",197
"Tallahassee FL / Thomasville",12
"Tri-Cities TN",12
"Albany / Schenectady / Troy",166
"Hartford & New Haven",334
"Orlando / Daytona Beach / Melbourne",325
"Columbus",67
"Youngstown",451
"Bangor",39
"Rochester",69
"Tampa / St. Petersburg (Sarasota)",298
"Traverse City / Cadillac",8
"Lexington",55
"Dayton",119
"Springfield / Holyoke",20
"Norfolk / Portsmouth / Newport News",88
"Greenville / New Bern / Washington",6
"Columbia",46
"Toledo",45
"West Palm Beach / Ft. Pierce",230
"Wilmington",14
"Lansing",68
"Presque Isle",4
"Syracuse",77
"Richmond / Petersburg",147
"Knoxville",56
"Raleigh / Durham (Fayetteville)",309
"Jacksonville",277
"Grand Rapids / Kalamazoo / Battle Creek",82
"Charleston / Huntington",21
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",61
"Greenville / Spartanburg SC / Asheville NC / Anderson",100
"Harrisonburg",24
"Florence / Myrtle Beach",43
"Ft. Myers / Naples",73
"Roanoke / Lynchburg",72
"Johnstown / Altoona",183
"Chattanooga",11
"Salisbury",174
"Wilkes Barre / Scranton",17
"Terre Haute",4
"Lafayette",2
"Charlottesville",3
"South Bend / Elkhart",40
"Gainesville",7
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",42
"Corpus Christi",32
"Chicago",1705
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",9
"Topeka",31
"St. Louis",175
"Rockford",62
"Rochester MN / Mason City IA / Austin",9
"Shreveport",34
"Minneapolis / St. Paul",522
"Kansas City",924
"Milwaukee",163
"Houston",575
"Springfield",34
"New Orleans",230
"Dallas / Ft. Worth",1011
"Sioux City",14
"Waco / Temple / Bryan",2073
"Victoria",2
"Wichita Falls TX & Lawton",1
"Birmingham",106
"Ottumwa IA / Kirksville",1
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",89
"Odessa / Midland",28
"Amarillo",2
"Austin",1490
"Harlingen / Weslaco / Brownsville / McAllen",1
"Cedar Rapids / Waterloo / Iowa City & Dubuque",223
"St. Joseph",7
"Jackson",12
"Memphis",101
"San Antonio",238
"Lafayette",12
"Champaign & Springfield / Decatur",10
"Evansville",9
"Oklahoma City",216
"Lubbock",89
"Omaha",94
"Panama City",3
"Sherman TX / Ada",6
"Green Bay / Appleton",57
"Nashville",125
"San Angelo",90
"Abilene / Sweetwater",1
"Madison",329
"Ft. Smith / Fayetteville / Springdale / Rogers",24
"Tulsa",58
"Columbus / Tupelo / West Point",1
"Peoria / Bloomington",24
"Duluth MN / Superior",10
"Wichita / Hutchinson",69
"Des Moines / Ames",19
"Davenport IA / Rock Island / Moline",53
"Mobile AL / Pensacola (Ft. Walton Beach)",29
"Minot / Bismarck / Dickinson(Williston)",35
"Huntsville / Decatur (Florence)",40
"Beaumont / Port Arthur",4
"Little Rock / Pine Bluff",51
"Montgomery (Selma)",8
"La Crosse / Eau Claire",35
"Wausau / Rhinelander",10
"Tyler / Longview(Lufkin & Nacogdoches)",22
"Hattiesburg / Laurel",4
"Baton Rouge",13
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",25
"Lincoln & Hastings / Kearney",34
"Fargo / Valley City",6
"Sioux Falls(Mitchell)",168
"Bowling Green",43
"Mankato",3
"North Platte",2
"Anchorage",87
"Honolulu",184
"Fairbanks",1
"Biloxi / Gulfport",7
"Juneau",32
"Laredo",6
"Denver",1334
"Colorado Springs / Pueblo",10
"Phoenix",664
"Butte / Bozeman",84
"Great Falls",6
"Billings",174
"Boise",30
"Idaho Falls / Pocatello",7
"Cheyenne WY / Scottsbluff",12
"Twin Falls",10
"Missoula",90
"El Paso",7
"Helena",1
"Salt Lake City",335
"Grand Junction / Montrose",6
"Tucson (Sierra Vista)",26
"Albuquerque / Santa Fe",144
"Bakersfield",59
"Eugene",38
"Eureka",2
"Los Angeles",3566
"Palm Springs",23
"San Francisco / Oakland / San Jose",5494
"Yakima / Pasco / Richland / Kennewick",328
"Reno",28
"Medford / Klamath Falls",11
"Seattle / Tacoma",1674
"Portland",388
"Bend",161
"San Diego",466
"Monterey / Salinas",407
"Las Vegas",503
"Santa Barbara / Santa Maria / San Luis Obispo",52
"Sacramento / Stockton / Modesto",514
"Fresno / Visalia",17
"Chico / Redding",12
"Spokane",129
