"market","total_downloads"
"Portland / Auburn",6
"New York",2367
"Binghamton",28
"Macon",3
"Philadelphia",720
"Detroit",305
"Boston MA / Manchester",608
"Savannah",30
"Pittsburgh",185
"Ft. Wayne",13
"Cleveland / Akron (Canton)",109
"Washington DC (Hagerstown)",1542
"Baltimore",267
"Flint / Saginaw / Bay City",34
"Buffalo",72
"Cincinnati",115
"Charlotte",250
"Greensboro / High Point / Winston Salem",115
"Charleston",6
"Augusta",3
"Providence RI / New Bedford",49
"Columbus",15
"Burlington VT / Plattsburgh",46
"Atlanta",744
"Utica",13
"Indianapolis",102
"Miami / Ft. Lauderdale",441
"Louisville",153
"Tallahassee FL / Thomasville",11
"Tri-Cities TN",11
"Albany / Schenectady / Troy",137
"Hartford & New Haven",244
"Orlando / Daytona Beach / Melbourne",267
"Columbus",59
"Youngstown",444
"Bangor",26
"Rochester",53
"Tampa / St. Petersburg (Sarasota)",224
"Traverse City / Cadillac",8
"Lexington",5
"Dayton",97
"Springfield / Holyoke",10
"Norfolk / Portsmouth / Newport News",55
"Greenville / New Bern / Washington",5
"Columbia",43
"Toledo",21
"West Palm Beach / Ft. Pierce",196
"Wilmington",8
"Lansing",13
"Presque Isle",4
"Syracuse",55
"Richmond / Petersburg",111
"Knoxville",34
"Raleigh / Durham (Fayetteville)",162
"Jacksonville",235
"Grand Rapids / Kalamazoo / Battle Creek",66
"Charleston / Huntington",5
"Elmira",3
"Harrisburg / Lancaster / Lebanon / York",33
"Greenville / Spartanburg SC / Asheville NC / Anderson",46
"Harrisonburg",24
"Florence / Myrtle Beach",28
"Ft. Myers / Naples",31
"Roanoke / Lynchburg",61
"Johnstown / Altoona",105
"Chattanooga",8
"Salisbury",59
"Wilkes Barre / Scranton",4
"Terre Haute",4
"Lafayette",2
"Charlottesville",2
"South Bend / Elkhart",12
"Gainesville",6
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",41
"Corpus Christi",30
"Chicago",1090
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",7
"Topeka",6
"St. Louis",136
"Rockford",52
"Rochester MN / Mason City IA / Austin",9
"Shreveport",32
"Minneapolis / St. Paul",337
"Kansas City",255
"Milwaukee",136
"Houston",371
"Springfield",32
"New Orleans",166
"Dallas / Ft. Worth",755
"Sioux City",14
"Waco / Temple / Bryan",1810
"Victoria",2
"Birmingham",67
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",88
"Odessa / Midland",21
"Amarillo",1
"Austin",1155
"Harlingen / Weslaco / Brownsville / McAllen",1
"Cedar Rapids / Waterloo / Iowa City & Dubuque",183
"St. Joseph",3
"Jackson",9
"Memphis",54
"San Antonio",165
"Lafayette",12
"Champaign & Springfield / Decatur",5
"Evansville",9
"Oklahoma City",147
"Lubbock",45
"Omaha",74
"Panama City",3
"Sherman TX / Ada",6
"Green Bay / Appleton",56
"Nashville",84
"San Angelo",71
"Madison",234
"Ft. Smith / Fayetteville / Springdale / Rogers",22
"Tulsa",44
"Columbus / Tupelo / West Point",1
"Peoria / Bloomington",13
"Duluth MN / Superior",1
"Wichita / Hutchinson",50
"Des Moines / Ames",17
"Davenport IA / Rock Island / Moline",42
"Mobile AL / Pensacola (Ft. Walton Beach)",18
"Minot / Bismarck / Dickinson(Williston)",33
"Huntsville / Decatur (Florence)",17
"Beaumont / Port Arthur",3
"Little Rock / Pine Bluff",35
"Montgomery (Selma)",6
"La Crosse / Eau Claire",34
"Wausau / Rhinelander",6
"Tyler / Longview(Lufkin & Nacogdoches)",17
"Hattiesburg / Laurel",4
"Baton Rouge",13
"Jackson",20
"Lincoln & Hastings / Kearney",4
"Fargo / Valley City",1
"Sioux Falls(Mitchell)",24
"Bowling Green",43
"Mankato",2
"North Platte",2
"Anchorage",85
"Honolulu",93
"Fairbanks",1
"Biloxi / Gulfport",2
"Juneau",13
"Laredo",1
"Denver",832
"Colorado Springs / Pueblo",7
"Phoenix",520
"Butte / Bozeman",82
"Great Falls",2
"Billings",68
"Boise",22
"Idaho Falls / Pocatello",7
"Cheyenne WY / Scottsbluff",11
"Twin Falls",9
"Missoula",46
"El Paso",4
"Salt Lake City",202
"Grand Junction / Montrose",6
"Tucson (Sierra Vista)",21
"Albuquerque / Santa Fe",84
"Bakersfield",35
"Eugene",32
"Eureka",2
"Los Angeles",2396
"Palm Springs",20
"San Francisco / Oakland / San Jose",3390
"Yakima / Pasco / Richland / Kennewick",216
"Reno",21
"Medford / Klamath Falls",6
"Seattle / Tacoma",852
"Portland",222
"Bend",57
"San Diego",284
"Monterey / Salinas",339
"Las Vegas",385
"Santa Barbara / Santa Maria / San Luis Obispo",47
"Sacramento / Stockton / Modesto",260
"Fresno / Visalia",15
"Chico / Redding",9
"Spokane",109
