"market","total_downloads"
"Portland / Auburn",11
"New York",3902
"Binghamton",49
"Macon",14
"Philadelphia",1263
"Detroit",522
"Boston MA / Manchester",970
"Savannah",43
"Pittsburgh",332
"Ft. Wayne",24
"Cleveland / Akron (Canton)",187
"Washington DC (Hagerstown)",3036
"Baltimore",480
"Flint / Saginaw / Bay City",36
"Buffalo",102
"Cincinnati",149
"Charlotte",363
"Greensboro / High Point / Winston Salem",174
"Charleston",15
"Augusta",3
"Providence RI / New Bedford",92
"Columbus",17
"Burlington VT / Plattsburgh",97
"Atlanta",1027
"Utica",15
"Indianapolis",219
"Miami / Ft. Lauderdale",721
"Louisville",211
"Tallahassee FL / Thomasville",12
"Tri-Cities TN",13
"Albany / Schenectady / Troy",168
"Hartford & New Haven",375
"Orlando / Daytona Beach / Melbourne",345
"Columbus",67
"Youngstown",451
"Bangor",59
"Rochester",70
"Tampa / St. Petersburg (Sarasota)",314
"Traverse City / Cadillac",8
"Lexington",64
"Dayton",125
"Springfield / Holyoke",23
"Norfolk / Portsmouth / Newport News",91
"Greenville / New Bern / Washington",6
"Columbia",46
"Toledo",46
"West Palm Beach / Ft. Pierce",239
"Wilmington",16
"Lansing",68
"Presque Isle",4
"Marquette",5
"Syracuse",83
"Richmond / Petersburg",153
"Knoxville",56
"Raleigh / Durham (Fayetteville)",329
"Jacksonville",279
"Grand Rapids / Kalamazoo / Battle Creek",84
"Charleston / Huntington",22
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",64
"Greenville / Spartanburg SC / Asheville NC / Anderson",110
"Harrisonburg",24
"Florence / Myrtle Beach",48
"Ft. Myers / Naples",73
"Roanoke / Lynchburg",72
"Johnstown / Altoona",196
"Chattanooga",13
"Salisbury",181
"Wilkes Barre / Scranton",24
"Terre Haute",4
"Lafayette",2
"Charlottesville",3
"South Bend / Elkhart",46
"Gainesville",7
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",43
"Corpus Christi",33
"Chicago",1798
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",9
"Topeka",31
"St. Louis",178
"Rockford",66
"Rochester MN / Mason City IA / Austin",9
"Shreveport",34
"Minneapolis / St. Paul",553
"Kansas City",944
"Milwaukee",168
"Houston",631
"Springfield",34
"New Orleans",236
"Dallas / Ft. Worth",1198
"Sioux City",14
"Waco / Temple / Bryan",2114
"Victoria",2
"Wichita Falls TX & Lawton",1
"Birmingham",113
"Ottumwa IA / Kirksville",1
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",91
"Odessa / Midland",29
"Amarillo",2
"Austin",1529
"Harlingen / Weslaco / Brownsville / McAllen",1
"Cedar Rapids / Waterloo / Iowa City & Dubuque",230
"St. Joseph",9
"Jackson",13
"Memphis",114
"San Antonio",251
"Lafayette",12
"Alexandria",2
"Champaign & Springfield / Decatur",10
"Evansville",9
"Oklahoma City",225
"Lubbock",101
"Omaha",99
"Panama City",3
"Sherman TX / Ada",6
"Green Bay / Appleton",57
"Nashville",136
"San Angelo",93
"Abilene / Sweetwater",18
"Madison",346
"Ft. Smith / Fayetteville / Springdale / Rogers",24
"Tulsa",58
"Columbus / Tupelo / West Point",1
"Peoria / Bloomington",26
"Duluth MN / Superior",10
"Wichita / Hutchinson",70
"Des Moines / Ames",26
"Davenport IA / Rock Island / Moline",55
"Mobile AL / Pensacola (Ft. Walton Beach)",29
"Minot / Bismarck / Dickinson(Williston)",35
"Huntsville / Decatur (Florence)",40
"Beaumont / Port Arthur",4
"Little Rock / Pine Bluff",55
"Montgomery (Selma)",8
"La Crosse / Eau Claire",35
"Wausau / Rhinelander",10
"Tyler / Longview(Lufkin & Nacogdoches)",22
"Hattiesburg / Laurel",4
"Baton Rouge",14
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",27
"Lincoln & Hastings / Kearney",38
"Fargo / Valley City",6
"Sioux Falls(Mitchell)",169
"Bowling Green",43
"Mankato",3
"North Platte",2
"Anchorage",87
"Honolulu",189
"Fairbanks",1
"Biloxi / Gulfport",7
"Juneau",32
"Laredo",8
"Denver",1399
"Colorado Springs / Pueblo",10
"Phoenix",696
"Butte / Bozeman",84
"Great Falls",7
"Billings",196
"Boise",30
"Idaho Falls / Pocatello",7
"Cheyenne WY / Scottsbluff",12
"Twin Falls",10
"Missoula",90
"El Paso",7
"Helena",1
"Salt Lake City",355
"Grand Junction / Montrose",6
"Tucson (Sierra Vista)",27
"Albuquerque / Santa Fe",149
"Bakersfield",65
"Eugene",100
"Eureka",2
"Los Angeles",3798
"Palm Springs",23
"San Francisco / Oakland / San Jose",5797
"Yakima / Pasco / Richland / Kennewick",341
"Reno",29
"Medford / Klamath Falls",11
"Seattle / Tacoma",1837
"Portland",431
"Bend",168
"San Diego",480
"Monterey / Salinas",417
"Las Vegas",523
"Santa Barbara / Santa Maria / San Luis Obispo",53
"Sacramento / Stockton / Modesto",527
"Fresno / Visalia",20
"Chico / Redding",14
"Spokane",137
