"market","total_downloads"
"Portland / Auburn",311
"New York",17513
"Binghamton",101
"Macon",64
"Philadelphia",5181
"Detroit",1847
"Boston MA / Manchester",3728
"Savannah",206
"Pittsburgh",1329
"Ft. Wayne",46
"Cleveland / Akron (Canton)",858
"Washington DC (Hagerstown)",17296
"Baltimore",1949
"Flint / Saginaw / Bay City",134
"Buffalo",466
"Cincinnati",743
"Erie",2
"Charlotte",1566
"Greensboro / High Point / Winston Salem",483
"Charleston",68
"Augusta",55
"Providence RI / New Bedford",451
"Columbus",93
"Burlington VT / Plattsburgh",314
"Atlanta",3743
"Albany",62
"Utica",92
"Indianapolis",758
"Miami / Ft. Lauderdale",3014
"Louisville",566
"Tallahassee FL / Thomasville",64
"Tri-Cities TN",52
"Albany / Schenectady / Troy",409
"Hartford & New Haven",1699
"Orlando / Daytona Beach / Melbourne",1295
"Columbus",605
"Youngstown",491
"Bangor",70
"Rochester",345
"Tampa / St. Petersburg (Sarasota)",1897
"Traverse City / Cadillac",45
"Lexington",205
"Dayton",262
"Springfield / Holyoke",295
"Norfolk / Portsmouth / Newport News",386
"Greenville / New Bern / Washington",30
"Columbia",277
"Toledo",296
"West Palm Beach / Ft. Pierce",920
"Watertown",75
"Wilmington",282
"Lansing",181
"Presque Isle",4
"Marquette",44
"Wheeling WV / Steubenville",4
"Syracuse",237
"Richmond / Petersburg",500
"Knoxville",267
"Lima",2
"Bluefield / Beckley / Oak Hill",18
"Raleigh / Durham (Fayetteville)",3501
"Jacksonville",818
"Grand Rapids / Kalamazoo / Battle Creek",342
"Charleston / Huntington",27
"Elmira",8
"Harrisburg / Lancaster / Lebanon / York",505
"Greenville / Spartanburg SC / Asheville NC / Anderson",537
"Harrisonburg",39
"Florence / Myrtle Beach",123
"Ft. Myers / Naples",425
"Roanoke / Lynchburg",224
"Johnstown / Altoona",387
"Chattanooga",170
"Salisbury",1145
"Wilkes Barre / Scranton",194
"Terre Haute",20
"Lafayette",22
"Charlottesville",70
"South Bend / Elkhart",159
"Gainesville",43
"Zanesville",2
"Parkersburg",1
"Clarksburg / Weston",49
"Corpus Christi",53
"Chicago",6014
"Joplin MO / Pittsburg",14
"Columbia / Jefferson City",44
"Topeka",97
"Dothan",20
"St. Louis",971
"Rockford",111
"Rochester MN / Mason City IA / Austin",13
"Shreveport",158
"Minneapolis / St. Paul",2333
"Kansas City",1312
"Milwaukee",611
"Houston",3054
"Springfield",264
"New Orleans",796
"Dallas / Ft. Worth",5575
"Sioux City",19
"Waco / Temple / Bryan",2626
"Victoria",2
"Wichita Falls TX & Lawton",5
"Monroe LA / El Dorado",11
"Birmingham",507
"Ottumwa IA / Kirksville",2
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",165
"Odessa / Midland",178
"Amarillo",70
"Austin",3210
"Harlingen / Weslaco / Brownsville / McAllen",16
"Cedar Rapids / Waterloo / Iowa City & Dubuque",586
"St. Joseph",17
"Jackson",80
"Memphis",485
"San Antonio",545
"Lafayette",29
"Lake Charles",2
"Alexandria",20
"Champaign & Springfield / Decatur",120
"Evansville",27
"Oklahoma City",564
"Lubbock",327
"Omaha",511
"Panama City",23
"Sherman TX / Ada",9
"Green Bay / Appleton",146
"Nashville",1324
"San Angelo",189
"Abilene / Sweetwater",22
"Madison",1226
"Ft. Smith / Fayetteville / Springdale / Rogers",95
"Tulsa",110
"Columbus / Tupelo / West Point",16
"Peoria / Bloomington",130
"Duluth MN / Superior",22
"Wichita / Hutchinson",152
"Des Moines / Ames",224
"Davenport IA / Rock Island / Moline",111
"Mobile AL / Pensacola (Ft. Walton Beach)",306
"Minot / Bismarck / Dickinson(Williston)",88
"Huntsville / Decatur (Florence)",265
"Beaumont / Port Arthur",25
"Little Rock / Pine Bluff",299
"Montgomery (Selma)",128
"La Crosse / Eau Claire",148
"Wausau / Rhinelander",39
"Tyler / Longview(Lufkin & Nacogdoches)",155
"Hattiesburg / Laurel",55
"Baton Rouge",263
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",230
"Lincoln & Hastings / Kearney",255
"Fargo / Valley City",34
"Sioux Falls(Mitchell)",252
"Jonesboro",15
"Bowling Green",44
"Mankato",14
"North Platte",2
"Anchorage",141
"Honolulu",727
"Fairbanks",1
"Biloxi / Gulfport",345
"Juneau",62
"Laredo",9
"Denver",4744
"Colorado Springs / Pueblo",199
"Phoenix",2086
"Butte / Bozeman",172
"Great Falls",72
"Billings",239
"Boise",216
"Idaho Falls / Pocatello",62
"Cheyenne WY / Scottsbluff",44
"Twin Falls",47
"Missoula",125
"Rapid City",5
"El Paso",34
"Helena",1
"Casper / Riverton",1
"Salt Lake City",1843
"Yuma AZ / El Centro",2
"Grand Junction / Montrose",50
"Tucson (Sierra Vista)",180
"Albuquerque / Santa Fe",408
"Bakersfield",206
"Eugene",308
"Eureka",16
"Los Angeles",14724
"Palm Springs",167
"San Francisco / Oakland / San Jose",19492
"Yakima / Pasco / Richland / Kennewick",735
"Reno",169
"Medford / Klamath Falls",76
"Seattle / Tacoma",5925
"Portland",2365
"Bend",294
"San Diego",2737
"Monterey / Salinas",1131
"Las Vegas",1962
"Santa Barbara / Santa Maria / San Luis Obispo",428
"Sacramento / Stockton / Modesto",2101
"Fresno / Visalia",102
"Chico / Redding",48
"Spokane",420
