"market","total_downloads"
"Portland / Auburn",360
"New York",23525
"Binghamton",115
"Macon",91
"Philadelphia",6422
"Detroit",2224
"Boston MA / Manchester",5018
"Savannah",279
"Pittsburgh",1755
"Ft. Wayne",46
"Cleveland / Akron (Canton)",1127
"Washington DC (Hagerstown)",20704
"Baltimore",2657
"Flint / Saginaw / Bay City",212
"Buffalo",602
"Cincinnati",862
"Erie",5
"Charlotte",2572
"Greensboro / High Point / Winston Salem",635
"Charleston",88
"Augusta",69
"Providence RI / New Bedford",661
"Columbus",106
"Burlington VT / Plattsburgh",597
"Atlanta",4882
"Albany",84
"Utica",105
"Indianapolis",1032
"Miami / Ft. Lauderdale",4342
"Louisville",690
"Tallahassee FL / Thomasville",85
"Tri-Cities TN",122
"Albany / Schenectady / Troy",477
"Hartford & New Haven",2111
"Orlando / Daytona Beach / Melbourne",1923
"Columbus",972
"Youngstown",523
"Bangor",70
"Rochester",468
"Tampa / St. Petersburg (Sarasota)",2488
"Traverse City / Cadillac",86
"Lexington",239
"Dayton",298
"Springfield / Holyoke",339
"Norfolk / Portsmouth / Newport News",601
"Greenville / New Bern / Washington",46
"Columbia",351
"Toledo",394
"West Palm Beach / Ft. Pierce",1181
"Watertown",90
"Wilmington",337
"Lansing",215
"Presque Isle",4
"Marquette",44
"Wheeling WV / Steubenville",8
"Syracuse",313
"Richmond / Petersburg",672
"Knoxville",357
"Lima",2
"Bluefield / Beckley / Oak Hill",27
"Raleigh / Durham (Fayetteville)",4285
"Jacksonville",969
"Grand Rapids / Kalamazoo / Battle Creek",483
"Charleston / Huntington",50
"Elmira",8
"Harrisburg / Lancaster / Lebanon / York",627
"Greenville / Spartanburg SC / Asheville NC / Anderson",727
"Harrisonburg",44
"Florence / Myrtle Beach",146
"Ft. Myers / Naples",451
"Roanoke / Lynchburg",281
"Johnstown / Altoona",412
"Chattanooga",262
"Salisbury",1233
"Wilkes Barre / Scranton",239
"Terre Haute",20
"Lafayette",22
"Charlottesville",93
"South Bend / Elkhart",198
"Gainesville",85
"Zanesville",3
"Parkersburg",20
"Clarksburg / Weston",51
"Corpus Christi",53
"Chicago",7667
"Joplin MO / Pittsburg",14
"Columbia / Jefferson City",88
"Topeka",110
"Dothan",20
"St. Louis",1372
"Rockford",137
"Rochester MN / Mason City IA / Austin",129
"Shreveport",230
"Minneapolis / St. Paul",2969
"Kansas City",1457
"Milwaukee",896
"Houston",3913
"Springfield",323
"New Orleans",981
"Dallas / Ft. Worth",6998
"Sioux City",23
"Waco / Temple / Bryan",3095
"Victoria",2
"Wichita Falls TX & Lawton",8
"Monroe LA / El Dorado",38
"Birmingham",633
"Ottumwa IA / Kirksville",2
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",207
"Odessa / Midland",197
"Amarillo",94
"Austin",4528
"Harlingen / Weslaco / Brownsville / McAllen",16
"Cedar Rapids / Waterloo / Iowa City & Dubuque",779
"St. Joseph",18
"Jackson",83
"Memphis",592
"San Antonio",655
"Lafayette",32
"Lake Charles",4
"Alexandria",20
"Champaign & Springfield / Decatur",165
"Evansville",35
"Oklahoma City",656
"Lubbock",375
"Omaha",621
"Panama City",28
"Sherman TX / Ada",12
"Green Bay / Appleton",211
"Nashville",1656
"San Angelo",208
"Abilene / Sweetwater",23
"Madison",1481
"Ft. Smith / Fayetteville / Springdale / Rogers",174
"Tulsa",125
"Columbus / Tupelo / West Point",18
"Peoria / Bloomington",147
"Duluth MN / Superior",48
"Wichita / Hutchinson",304
"Des Moines / Ames",323
"Davenport IA / Rock Island / Moline",117
"Mobile AL / Pensacola (Ft. Walton Beach)",411
"Minot / Bismarck / Dickinson(Williston)",131
"Huntsville / Decatur (Florence)",308
"Beaumont / Port Arthur",25
"Little Rock / Pine Bluff",365
"Montgomery (Selma)",157
"La Crosse / Eau Claire",221
"Wausau / Rhinelander",41
"Tyler / Longview(Lufkin & Nacogdoches)",202
"Hattiesburg / Laurel",89
"Baton Rouge",319
"Quincy IL / Hannibal MO / Keokuk",3
"Jackson",248
"Lincoln & Hastings / Kearney",303
"Fargo / Valley City",40
"Sioux Falls(Mitchell)",260
"Jonesboro",15
"Bowling Green",55
"Mankato",14
"North Platte",2
"Anchorage",260
"Honolulu",987
"Fairbanks",11
"Biloxi / Gulfport",380
"Juneau",81
"Laredo",9
"Denver",5687
"Colorado Springs / Pueblo",271
"Phoenix",2833
"Butte / Bozeman",218
"Great Falls",72
"Billings",240
"Boise",263
"Idaho Falls / Pocatello",97
"Cheyenne WY / Scottsbluff",64
"Twin Falls",48
"Missoula",128
"Rapid City",7
"El Paso",51
"Helena",1
"Casper / Riverton",5
"Salt Lake City",2555
"Yuma AZ / El Centro",5
"Grand Junction / Montrose",56
"Tucson (Sierra Vista)",219
"Albuquerque / Santa Fe",523
"Bakersfield",249
"Eugene",436
"Eureka",19
"Los Angeles",19055
"Palm Springs",209
"San Francisco / Oakland / San Jose",24809
"Yakima / Pasco / Richland / Kennewick",788
"Reno",235
"Medford / Klamath Falls",108
"Seattle / Tacoma",8043
"Portland",2934
"Bend",332
"San Diego",3508
"Monterey / Salinas",1571
"Las Vegas",2538
"Santa Barbara / Santa Maria / San Luis Obispo",664
"Sacramento / Stockton / Modesto",2677
"Fresno / Visalia",144
"Chico / Redding",86
"Spokane",580
