"market","total_downloads"
"Portland / Auburn",11
"New York",3207
"Binghamton",43
"Macon",5
"Philadelphia",934
"Detroit",421
"Boston MA / Manchester",825
"Savannah",39
"Pittsburgh",311
"Ft. Wayne",24
"Cleveland / Akron (Canton)",128
"Washington DC (Hagerstown)",2307
"Baltimore",412
"Flint / Saginaw / Bay City",36
"Buffalo",88
"Cincinnati",144
"Charlotte",319
"Greensboro / High Point / Winston Salem",148
"Charleston",6
"Augusta",3
"Providence RI / New Bedford",68
"Columbus",15
"Burlington VT / Plattsburgh",90
"Atlanta",867
"Utica",13
"Indianapolis",160
"Miami / Ft. Lauderdale",558
"Louisville",185
"Tallahassee FL / Thomasville",12
"Tri-Cities TN",11
"Albany / Schenectady / Troy",163
"Hartford & New Haven",307
"Orlando / Daytona Beach / Melbourne",298
"Columbus",65
"Youngstown",451
"Bangor",39
"Rochester",63
"Tampa / St. Petersburg (Sarasota)",276
"Traverse City / Cadillac",8
"Lexington",48
"Dayton",105
"Springfield / Holyoke",15
"Norfolk / Portsmouth / Newport News",62
"Greenville / New Bern / Washington",5
"Columbia",45
"Toledo",28
"West Palm Beach / Ft. Pierce",219
"Wilmington",12
"Lansing",35
"Presque Isle",4
"Syracuse",72
"Richmond / Petersburg",129
"Knoxville",49
"Raleigh / Durham (Fayetteville)",257
"Jacksonville",264
"Grand Rapids / Kalamazoo / Battle Creek",72
"Charleston / Huntington",15
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",46
"Greenville / Spartanburg SC / Asheville NC / Anderson",82
"Harrisonburg",24
"Florence / Myrtle Beach",38
"Ft. Myers / Naples",67
"Roanoke / Lynchburg",66
"Johnstown / Altoona",157
"Chattanooga",8
"Salisbury",108
"Wilkes Barre / Scranton",5
"Terre Haute",4
"Lafayette",2
"Charlottesville",3
"South Bend / Elkhart",29
"Gainesville",7
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",42
"Corpus Christi",32
"Chicago",1545
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",8
"Topeka",7
"St. Louis",154
"Rockford",60
"Rochester MN / Mason City IA / Austin",9
"Shreveport",34
"Minneapolis / St. Paul",438
"Kansas City",403
"Milwaukee",157
"Houston",528
"Springfield",34
"New Orleans",221
"Dallas / Ft. Worth",922
"Sioux City",14
"Waco / Temple / Bryan",2024
"Victoria",2
"Wichita Falls TX & Lawton",1
"Birmingham",98
"Ottumwa IA / Kirksville",1
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",88
"Odessa / Midland",27
"Amarillo",2
"Austin",1397
"Harlingen / Weslaco / Brownsville / McAllen",1
"Cedar Rapids / Waterloo / Iowa City & Dubuque",213
"St. Joseph",5
"Jackson",12
"Memphis",79
"San Antonio",216
"Lafayette",12
"Champaign & Springfield / Decatur",6
"Evansville",9
"Oklahoma City",191
"Lubbock",84
"Omaha",90
"Panama City",3
"Sherman TX / Ada",6
"Green Bay / Appleton",57
"Nashville",110
"San Angelo",87
"Abilene / Sweetwater",1
"Madison",295
"Ft. Smith / Fayetteville / Springdale / Rogers",23
"Tulsa",48
"Columbus / Tupelo / West Point",1
"Peoria / Bloomington",22
"Duluth MN / Superior",5
"Wichita / Hutchinson",61
"Des Moines / Ames",17
"Davenport IA / Rock Island / Moline",51
"Mobile AL / Pensacola (Ft. Walton Beach)",28
"Minot / Bismarck / Dickinson(Williston)",34
"Huntsville / Decatur (Florence)",25
"Beaumont / Port Arthur",4
"Little Rock / Pine Bluff",36
"Montgomery (Selma)",8
"La Crosse / Eau Claire",34
"Wausau / Rhinelander",8
"Tyler / Longview(Lufkin & Nacogdoches)",22
"Hattiesburg / Laurel",4
"Baton Rouge",13
"Jackson",20
"Lincoln & Hastings / Kearney",27
"Fargo / Valley City",4
"Sioux Falls(Mitchell)",151
"Bowling Green",43
"Mankato",3
"North Platte",2
"Anchorage",87
"Honolulu",117
"Fairbanks",1
"Biloxi / Gulfport",7
"Juneau",28
"Laredo",2
"Denver",1208
"Colorado Springs / Pueblo",8
"Phoenix",589
"Butte / Bozeman",83
"Great Falls",3
"Billings",121
"Boise",27
"Idaho Falls / Pocatello",7
"Cheyenne WY / Scottsbluff",11
"Twin Falls",9
"Missoula",58
"El Paso",7
"Helena",1
"Salt Lake City",289
"Grand Junction / Montrose",6
"Tucson (Sierra Vista)",25
"Albuquerque / Santa Fe",142
"Bakersfield",52
"Eugene",36
"Eureka",2
"Los Angeles",3169
"Palm Springs",23
"San Francisco / Oakland / San Jose",4837
"Yakima / Pasco / Richland / Kennewick",295
"Reno",26
"Medford / Klamath Falls",8
"Seattle / Tacoma",1280
"Portland",314
"Bend",69
"San Diego",421
"Monterey / Salinas",398
"Las Vegas",456
"Santa Barbara / Santa Maria / San Luis Obispo",51
"Sacramento / Stockton / Modesto",371
"Fresno / Visalia",17
"Chico / Redding",10
"Spokane",119
