"market","total_downloads"
"Portland / Auburn",20
"New York",4272
"Binghamton",51
"Macon",15
"Philadelphia",1327
"Detroit",559
"Boston MA / Manchester",1005
"Savannah",47
"Pittsburgh",336
"Ft. Wayne",24
"Cleveland / Akron (Canton)",218
"Washington DC (Hagerstown)",3689
"Baltimore",507
"Flint / Saginaw / Bay City",36
"Buffalo",108
"Cincinnati",155
"Charlotte",376
"Greensboro / High Point / Winston Salem",195
"Charleston",15
"Augusta",3
"Providence RI / New Bedford",94
"Columbus",17
"Burlington VT / Plattsburgh",100
"Atlanta",1083
"Utica",15
"Indianapolis",225
"Miami / Ft. Lauderdale",762
"Louisville",216
"Tallahassee FL / Thomasville",12
"Tri-Cities TN",13
"Albany / Schenectady / Troy",175
"Hartford & New Haven",430
"Orlando / Daytona Beach / Melbourne",357
"Columbus",86
"Youngstown",451
"Bangor",59
"Rochester",73
"Tampa / St. Petersburg (Sarasota)",328
"Traverse City / Cadillac",8
"Lexington",68
"Dayton",127
"Springfield / Holyoke",26
"Norfolk / Portsmouth / Newport News",104
"Greenville / New Bern / Washington",7
"Columbia",46
"Toledo",53
"West Palm Beach / Ft. Pierce",260
"Wilmington",24
"Lansing",69
"Presque Isle",4
"Marquette",8
"Syracuse",87
"Richmond / Petersburg",154
"Knoxville",56
"Raleigh / Durham (Fayetteville)",405
"Jacksonville",287
"Grand Rapids / Kalamazoo / Battle Creek",85
"Charleston / Huntington",22
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",66
"Greenville / Spartanburg SC / Asheville NC / Anderson",115
"Harrisonburg",24
"Florence / Myrtle Beach",53
"Ft. Myers / Naples",80
"Roanoke / Lynchburg",72
"Johnstown / Altoona",211
"Chattanooga",15
"Salisbury",183
"Wilkes Barre / Scranton",27
"Terre Haute",4
"Lafayette",2
"Charlottesville",3
"South Bend / Elkhart",50
"Gainesville",7
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",43
"Corpus Christi",35
"Chicago",1891
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",9
"Topeka",31
"St. Louis",189
"Rockford",66
"Rochester MN / Mason City IA / Austin",9
"Shreveport",34
"Minneapolis / St. Paul",570
"Kansas City",954
"Milwaukee",170
"Houston",681
"Springfield",34
"New Orleans",238
"Dallas / Ft. Worth",1244
"Sioux City",14
"Waco / Temple / Bryan",2147
"Victoria",2
"Wichita Falls TX & Lawton",1
"Birmingham",115
"Ottumwa IA / Kirksville",1
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",93
"Odessa / Midland",30
"Amarillo",2
"Austin",1565
"Harlingen / Weslaco / Brownsville / McAllen",1
"Cedar Rapids / Waterloo / Iowa City & Dubuque",237
"St. Joseph",9
"Jackson",14
"Memphis",117
"San Antonio",259
"Lafayette",13
"Alexandria",2
"Champaign & Springfield / Decatur",11
"Evansville",9
"Oklahoma City",238
"Lubbock",103
"Omaha",101
"Panama City",4
"Sherman TX / Ada",6
"Green Bay / Appleton",57
"Nashville",153
"San Angelo",97
"Abilene / Sweetwater",18
"Madison",349
"Ft. Smith / Fayetteville / Springdale / Rogers",24
"Tulsa",58
"Columbus / Tupelo / West Point",1
"Peoria / Bloomington",32
"Duluth MN / Superior",10
"Wichita / Hutchinson",72
"Des Moines / Ames",31
"Davenport IA / Rock Island / Moline",55
"Mobile AL / Pensacola (Ft. Walton Beach)",29
"Minot / Bismarck / Dickinson(Williston)",35
"Huntsville / Decatur (Florence)",40
"Beaumont / Port Arthur",4
"Little Rock / Pine Bluff",66
"Montgomery (Selma)",8
"La Crosse / Eau Claire",35
"Wausau / Rhinelander",10
"Tyler / Longview(Lufkin & Nacogdoches)",22
"Hattiesburg / Laurel",4
"Baton Rouge",16
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",34
"Lincoln & Hastings / Kearney",43
"Fargo / Valley City",6
"Sioux Falls(Mitchell)",169
"Bowling Green",43
"Mankato",3
"North Platte",2
"Anchorage",87
"Honolulu",197
"Fairbanks",1
"Biloxi / Gulfport",7
"Juneau",32
"Laredo",8
"Denver",1494
"Colorado Springs / Pueblo",12
"Phoenix",718
"Butte / Bozeman",86
"Great Falls",11
"Billings",198
"Boise",30
"Idaho Falls / Pocatello",7
"Cheyenne WY / Scottsbluff",12
"Twin Falls",10
"Missoula",90
"El Paso",10
"Helena",1
"Salt Lake City",386
"Grand Junction / Montrose",6
"Tucson (Sierra Vista)",27
"Albuquerque / Santa Fe",152
"Bakersfield",67
"Eugene",102
"Eureka",2
"Los Angeles",3960
"Palm Springs",23
"San Francisco / Oakland / San Jose",6167
"Yakima / Pasco / Richland / Kennewick",348
"Reno",30
"Medford / Klamath Falls",11
"Seattle / Tacoma",1913
"Portland",453
"Bend",175
"San Diego",490
"Monterey / Salinas",428
"Las Vegas",536
"Santa Barbara / Santa Maria / San Luis Obispo",53
"Sacramento / Stockton / Modesto",585
"Fresno / Visalia",20
"Chico / Redding",14
"Spokane",138
