"market","total_downloads"
"Portland / Auburn",11
"New York",3280
"Binghamton",44
"Macon",5
"Philadelphia",964
"Detroit",426
"Boston MA / Manchester",842
"Savannah",39
"Pittsburgh",312
"Ft. Wayne",24
"Cleveland / Akron (Canton)",167
"Washington DC (Hagerstown)",2429
"Baltimore",416
"Flint / Saginaw / Bay City",36
"Buffalo",91
"Cincinnati",144
"Charlotte",323
"Greensboro / High Point / Winston Salem",149
"Charleston",15
"Augusta",3
"Providence RI / New Bedford",68
"Columbus",16
"Burlington VT / Plattsburgh",91
"Atlanta",880
"Utica",13
"Indianapolis",172
"Miami / Ft. Lauderdale",564
"Louisville",187
"Tallahassee FL / Thomasville",12
"Tri-Cities TN",11
"Albany / Schenectady / Troy",163
"Hartford & New Haven",309
"Orlando / Daytona Beach / Melbourne",302
"Columbus",65
"Youngstown",451
"Bangor",39
"Rochester",63
"Tampa / St. Petersburg (Sarasota)",279
"Traverse City / Cadillac",8
"Lexington",50
"Dayton",106
"Springfield / Holyoke",15
"Norfolk / Portsmouth / Newport News",75
"Greenville / New Bern / Washington",5
"Columbia",45
"Toledo",31
"West Palm Beach / Ft. Pierce",220
"Wilmington",12
"Lansing",35
"Presque Isle",4
"Syracuse",74
"Richmond / Petersburg",138
"Knoxville",50
"Raleigh / Durham (Fayetteville)",269
"Jacksonville",265
"Grand Rapids / Kalamazoo / Battle Creek",72
"Charleston / Huntington",21
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",46
"Greenville / Spartanburg SC / Asheville NC / Anderson",92
"Harrisonburg",24
"Florence / Myrtle Beach",40
"Ft. Myers / Naples",67
"Roanoke / Lynchburg",66
"Johnstown / Altoona",159
"Chattanooga",8
"Salisbury",111
"Wilkes Barre / Scranton",5
"Terre Haute",4
"Lafayette",2
"Charlottesville",3
"South Bend / Elkhart",35
"Gainesville",7
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",42
"Corpus Christi",32
"Chicago",1564
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",8
"Topeka",7
"St. Louis",156
"Rockford",60
"Rochester MN / Mason City IA / Austin",9
"Shreveport",34
"Minneapolis / St. Paul",452
"Kansas City",405
"Milwaukee",158
"Houston",533
"Springfield",34
"New Orleans",224
"Dallas / Ft. Worth",934
"Sioux City",14
"Waco / Temple / Bryan",2034
"Victoria",2
"Wichita Falls TX & Lawton",1
"Birmingham",98
"Ottumwa IA / Kirksville",1
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",88
"Odessa / Midland",27
"Amarillo",2
"Austin",1423
"Harlingen / Weslaco / Brownsville / McAllen",1
"Cedar Rapids / Waterloo / Iowa City & Dubuque",215
"St. Joseph",5
"Jackson",12
"Memphis",80
"San Antonio",218
"Lafayette",12
"Champaign & Springfield / Decatur",6
"Evansville",9
"Oklahoma City",193
"Lubbock",85
"Omaha",91
"Panama City",3
"Sherman TX / Ada",6
"Green Bay / Appleton",57
"Nashville",113
"San Angelo",88
"Abilene / Sweetwater",1
"Madison",303
"Ft. Smith / Fayetteville / Springdale / Rogers",23
"Tulsa",48
"Columbus / Tupelo / West Point",1
"Peoria / Bloomington",22
"Duluth MN / Superior",10
"Wichita / Hutchinson",62
"Des Moines / Ames",17
"Davenport IA / Rock Island / Moline",52
"Mobile AL / Pensacola (Ft. Walton Beach)",28
"Minot / Bismarck / Dickinson(Williston)",34
"Huntsville / Decatur (Florence)",27
"Beaumont / Port Arthur",4
"Little Rock / Pine Bluff",36
"Montgomery (Selma)",8
"La Crosse / Eau Claire",34
"Wausau / Rhinelander",8
"Tyler / Longview(Lufkin & Nacogdoches)",22
"Hattiesburg / Laurel",4
"Baton Rouge",13
"Jackson",20
"Lincoln & Hastings / Kearney",28
"Fargo / Valley City",4
"Sioux Falls(Mitchell)",152
"Bowling Green",43
"Mankato",3
"North Platte",2
"Anchorage",87
"Honolulu",118
"Fairbanks",1
"Biloxi / Gulfport",7
"Juneau",29
"Laredo",3
"Denver",1223
"Colorado Springs / Pueblo",8
"Phoenix",592
"Butte / Bozeman",83
"Great Falls",4
"Billings",132
"Boise",27
"Idaho Falls / Pocatello",7
"Cheyenne WY / Scottsbluff",11
"Twin Falls",9
"Missoula",60
"El Paso",7
"Helena",1
"Salt Lake City",301
"Grand Junction / Montrose",6
"Tucson (Sierra Vista)",25
"Albuquerque / Santa Fe",142
"Bakersfield",53
"Eugene",36
"Eureka",2
"Los Angeles",3240
"Palm Springs",23
"San Francisco / Oakland / San Jose",4954
"Yakima / Pasco / Richland / Kennewick",296
"Reno",27
"Medford / Klamath Falls",8
"Seattle / Tacoma",1311
"Portland",322
"Bend",70
"San Diego",430
"Monterey / Salinas",400
"Las Vegas",459
"Santa Barbara / Santa Maria / San Luis Obispo",51
"Sacramento / Stockton / Modesto",395
"Fresno / Visalia",17
"Chico / Redding",11
"Spokane",121
