"market","total_downloads"
"Portland / Auburn",37
"New York",6946
"Binghamton",93
"Macon",41
"Philadelphia",2423
"Detroit",903
"Boston MA / Manchester",1677
"Savannah",77
"Pittsburgh",486
"Ft. Wayne",37
"Cleveland / Akron (Canton)",359
"Washington DC (Hagerstown)",8283
"Baltimore",862
"Flint / Saginaw / Bay City",43
"Buffalo",186
"Cincinnati",291
"Charlotte",664
"Greensboro / High Point / Winston Salem",296
"Charleston",17
"Augusta",12
"Providence RI / New Bedford",192
"Columbus",24
"Burlington VT / Plattsburgh",121
"Atlanta",1827
"Albany",9
"Utica",45
"Indianapolis",389
"Miami / Ft. Lauderdale",1189
"Louisville",287
"Tallahassee FL / Thomasville",13
"Tri-Cities TN",13
"Albany / Schenectady / Troy",235
"Hartford & New Haven",721
"Orlando / Daytona Beach / Melbourne",569
"Columbus",192
"Youngstown",451
"Bangor",59
"Rochester",139
"Tampa / St. Petersburg (Sarasota)",582
"Traverse City / Cadillac",10
"Lexington",104
"Dayton",180
"Springfield / Holyoke",129
"Norfolk / Portsmouth / Newport News",138
"Greenville / New Bern / Washington",10
"Columbia",171
"Toledo",106
"West Palm Beach / Ft. Pierce",518
"Watertown",11
"Wilmington",45
"Lansing",97
"Presque Isle",4
"Marquette",38
"Syracuse",128
"Richmond / Petersburg",278
"Knoxville",96
"Raleigh / Durham (Fayetteville)",639
"Jacksonville",404
"Grand Rapids / Kalamazoo / Battle Creek",120
"Charleston / Huntington",22
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",256
"Greenville / Spartanburg SC / Asheville NC / Anderson",239
"Harrisonburg",24
"Florence / Myrtle Beach",78
"Ft. Myers / Naples",168
"Roanoke / Lynchburg",92
"Johnstown / Altoona",300
"Chattanooga",35
"Salisbury",949
"Wilkes Barre / Scranton",100
"Terre Haute",14
"Lafayette",13
"Charlottesville",36
"South Bend / Elkhart",83
"Gainesville",9
"Zanesville",2
"Parkersburg",1
"Clarksburg / Weston",45
"Corpus Christi",37
"Chicago",3066
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",17
"Topeka",35
"St. Louis",480
"Rockford",94
"Rochester MN / Mason City IA / Austin",9
"Shreveport",40
"Minneapolis / St. Paul",868
"Kansas City",1052
"Milwaukee",256
"Houston",1198
"Springfield",95
"New Orleans",301
"Dallas / Ft. Worth",2197
"Sioux City",17
"Waco / Temple / Bryan",2338
"Victoria",2
"Wichita Falls TX & Lawton",2
"Birmingham",228
"Ottumwa IA / Kirksville",2
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",99
"Odessa / Midland",71
"Amarillo",11
"Austin",1849
"Harlingen / Weslaco / Brownsville / McAllen",9
"Cedar Rapids / Waterloo / Iowa City & Dubuque",334
"St. Joseph",11
"Jackson",43
"Memphis",241
"San Antonio",349
"Lafayette",17
"Alexandria",9
"Champaign & Springfield / Decatur",71
"Evansville",19
"Oklahoma City",397
"Lubbock",197
"Omaha",174
"Panama City",4
"Sherman TX / Ada",6
"Green Bay / Appleton",62
"Nashville",415
"San Angelo",135
"Abilene / Sweetwater",19
"Madison",677
"Ft. Smith / Fayetteville / Springdale / Rogers",28
"Tulsa",89
"Columbus / Tupelo / West Point",4
"Peoria / Bloomington",109
"Duluth MN / Superior",16
"Wichita / Hutchinson",102
"Des Moines / Ames",81
"Davenport IA / Rock Island / Moline",63
"Mobile AL / Pensacola (Ft. Walton Beach)",105
"Minot / Bismarck / Dickinson(Williston)",35
"Huntsville / Decatur (Florence)",133
"Beaumont / Port Arthur",5
"Little Rock / Pine Bluff",139
"Montgomery (Selma)",30
"La Crosse / Eau Claire",50
"Wausau / Rhinelander",27
"Tyler / Longview(Lufkin & Nacogdoches)",27
"Hattiesburg / Laurel",8
"Baton Rouge",37
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",103
"Lincoln & Hastings / Kearney",93
"Fargo / Valley City",6
"Sioux Falls(Mitchell)",210
"Bowling Green",44
"Mankato",11
"North Platte",2
"Anchorage",88
"Honolulu",335
"Fairbanks",1
"Biloxi / Gulfport",9
"Juneau",32
"Laredo",8
"Denver",2602
"Colorado Springs / Pueblo",50
"Phoenix",1108
"Butte / Bozeman",117
"Great Falls",26
"Billings",203
"Boise",102
"Idaho Falls / Pocatello",8
"Cheyenne WY / Scottsbluff",20
"Twin Falls",30
"Missoula",112
"Rapid City",5
"El Paso",28
"Helena",1
"Salt Lake City",811
"Grand Junction / Montrose",10
"Tucson (Sierra Vista)",34
"Albuquerque / Santa Fe",183
"Bakersfield",147
"Eugene",151
"Eureka",5
"Los Angeles",6485
"Palm Springs",37
"San Francisco / Oakland / San Jose",9299
"Yakima / Pasco / Richland / Kennewick",541
"Reno",52
"Medford / Klamath Falls",23
"Seattle / Tacoma",3205
"Portland",887
"Bend",213
"San Diego",890
"Monterey / Salinas",613
"Las Vegas",891
"Santa Barbara / Santa Maria / San Luis Obispo",65
"Sacramento / Stockton / Modesto",955
"Fresno / Visalia",23
"Chico / Redding",15
"Spokane",178
