"market","total_downloads"
"Portland / Auburn",322
"New York",18356
"Binghamton",112
"Macon",66
"Philadelphia",5346
"Detroit",1891
"Boston MA / Manchester",3924
"Savannah",212
"Pittsburgh",1379
"Ft. Wayne",46
"Cleveland / Akron (Canton)",897
"Washington DC (Hagerstown)",17709
"Baltimore",2004
"Flint / Saginaw / Bay City",159
"Buffalo",476
"Cincinnati",751
"Erie",5
"Charlotte",1659
"Greensboro / High Point / Winston Salem",499
"Charleston",71
"Augusta",55
"Providence RI / New Bedford",486
"Columbus",93
"Burlington VT / Plattsburgh",372
"Atlanta",3908
"Albany",66
"Utica",93
"Indianapolis",775
"Miami / Ft. Lauderdale",3490
"Louisville",595
"Tallahassee FL / Thomasville",67
"Tri-Cities TN",61
"Albany / Schenectady / Troy",415
"Hartford & New Haven",1762
"Orlando / Daytona Beach / Melbourne",1396
"Columbus",629
"Youngstown",495
"Bangor",70
"Rochester",385
"Tampa / St. Petersburg (Sarasota)",1991
"Traverse City / Cadillac",52
"Lexington",211
"Dayton",267
"Springfield / Holyoke",316
"Norfolk / Portsmouth / Newport News",408
"Greenville / New Bern / Washington",32
"Columbia",288
"Toledo",307
"West Palm Beach / Ft. Pierce",968
"Watertown",76
"Wilmington",286
"Lansing",185
"Presque Isle",4
"Marquette",44
"Wheeling WV / Steubenville",4
"Syracuse",245
"Richmond / Petersburg",589
"Knoxville",275
"Lima",2
"Bluefield / Beckley / Oak Hill",20
"Raleigh / Durham (Fayetteville)",3663
"Jacksonville",839
"Grand Rapids / Kalamazoo / Battle Creek",401
"Charleston / Huntington",27
"Elmira",8
"Harrisburg / Lancaster / Lebanon / York",525
"Greenville / Spartanburg SC / Asheville NC / Anderson",569
"Harrisonburg",41
"Florence / Myrtle Beach",130
"Ft. Myers / Naples",433
"Roanoke / Lynchburg",234
"Johnstown / Altoona",391
"Chattanooga",182
"Salisbury",1181
"Wilkes Barre / Scranton",199
"Terre Haute",20
"Lafayette",22
"Charlottesville",73
"South Bend / Elkhart",164
"Gainesville",46
"Zanesville",2
"Parkersburg",1
"Clarksburg / Weston",49
"Corpus Christi",53
"Chicago",6197
"Joplin MO / Pittsburg",14
"Columbia / Jefferson City",48
"Topeka",98
"Dothan",20
"St. Louis",1025
"Rockford",113
"Rochester MN / Mason City IA / Austin",13
"Shreveport",158
"Minneapolis / St. Paul",2414
"Kansas City",1337
"Milwaukee",643
"Houston",3157
"Springfield",271
"New Orleans",843
"Dallas / Ft. Worth",5744
"Sioux City",19
"Waco / Temple / Bryan",2674
"Victoria",2
"Wichita Falls TX & Lawton",5
"Monroe LA / El Dorado",15
"Birmingham",525
"Ottumwa IA / Kirksville",2
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",172
"Odessa / Midland",184
"Amarillo",72
"Austin",3396
"Harlingen / Weslaco / Brownsville / McAllen",16
"Cedar Rapids / Waterloo / Iowa City & Dubuque",608
"St. Joseph",17
"Jackson",81
"Memphis",489
"San Antonio",563
"Lafayette",31
"Lake Charles",2
"Alexandria",20
"Champaign & Springfield / Decatur",123
"Evansville",27
"Oklahoma City",580
"Lubbock",334
"Omaha",529
"Panama City",23
"Sherman TX / Ada",9
"Green Bay / Appleton",164
"Nashville",1362
"San Angelo",190
"Abilene / Sweetwater",22
"Madison",1258
"Ft. Smith / Fayetteville / Springdale / Rogers",102
"Tulsa",111
"Columbus / Tupelo / West Point",16
"Peoria / Bloomington",130
"Duluth MN / Superior",23
"Wichita / Hutchinson",155
"Des Moines / Ames",236
"Davenport IA / Rock Island / Moline",113
"Mobile AL / Pensacola (Ft. Walton Beach)",325
"Minot / Bismarck / Dickinson(Williston)",93
"Huntsville / Decatur (Florence)",275
"Beaumont / Port Arthur",25
"Little Rock / Pine Bluff",313
"Montgomery (Selma)",132
"La Crosse / Eau Claire",179
"Wausau / Rhinelander",39
"Tyler / Longview(Lufkin & Nacogdoches)",158
"Hattiesburg / Laurel",61
"Baton Rouge",269
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",234
"Lincoln & Hastings / Kearney",258
"Fargo / Valley City",36
"Sioux Falls(Mitchell)",252
"Jonesboro",15
"Bowling Green",44
"Mankato",14
"North Platte",2
"Anchorage",144
"Honolulu",757
"Fairbanks",3
"Biloxi / Gulfport",354
"Juneau",64
"Laredo",9
"Denver",4888
"Colorado Springs / Pueblo",230
"Phoenix",2172
"Butte / Bozeman",176
"Great Falls",72
"Billings",239
"Boise",222
"Idaho Falls / Pocatello",62
"Cheyenne WY / Scottsbluff",45
"Twin Falls",47
"Missoula",125
"Rapid City",5
"El Paso",43
"Helena",1
"Casper / Riverton",2
"Salt Lake City",1933
"Yuma AZ / El Centro",2
"Grand Junction / Montrose",52
"Tucson (Sierra Vista)",189
"Albuquerque / Santa Fe",423
"Bakersfield",206
"Eugene",323
"Eureka",16
"Los Angeles",15378
"Palm Springs",167
"San Francisco / Oakland / San Jose",20257
"Yakima / Pasco / Richland / Kennewick",743
"Reno",180
"Medford / Klamath Falls",80
"Seattle / Tacoma",6133
"Portland",2431
"Bend",295
"San Diego",2861
"Monterey / Salinas",1303
"Las Vegas",2057
"Santa Barbara / Santa Maria / San Luis Obispo",494
"Sacramento / Stockton / Modesto",2175
"Fresno / Visalia",110
"Chico / Redding",53
"Spokane",457
