"market","total_downloads"
"Portland / Auburn",7
"New York",2938
"Binghamton",36
"Macon",5
"Philadelphia",854
"Detroit",382
"Boston MA / Manchester",769
"Savannah",34
"Pittsburgh",228
"Ft. Wayne",13
"Cleveland / Akron (Canton)",125
"Washington DC (Hagerstown)",2130
"Baltimore",410
"Flint / Saginaw / Bay City",36
"Buffalo",84
"Cincinnati",142
"Charlotte",293
"Greensboro / High Point / Winston Salem",138
"Charleston",6
"Augusta",3
"Providence RI / New Bedford",55
"Columbus",15
"Burlington VT / Plattsburgh",87
"Atlanta",844
"Utica",13
"Indianapolis",148
"Miami / Ft. Lauderdale",536
"Louisville",181
"Tallahassee FL / Thomasville",12
"Tri-Cities TN",11
"Albany / Schenectady / Troy",152
"Hartford & New Haven",284
"Orlando / Daytona Beach / Melbourne",287
"Columbus",64
"Youngstown",451
"Bangor",32
"Rochester",56
"Tampa / St. Petersburg (Sarasota)",265
"Traverse City / Cadillac",8
"Lexington",7
"Dayton",104
"Springfield / Holyoke",13
"Norfolk / Portsmouth / Newport News",61
"Greenville / New Bern / Washington",5
"Columbia",44
"Toledo",26
"West Palm Beach / Ft. Pierce",214
"Wilmington",12
"Lansing",26
"Presque Isle",4
"Syracuse",65
"Richmond / Petersburg",120
"Knoxville",45
"Raleigh / Durham (Fayetteville)",229
"Jacksonville",258
"Grand Rapids / Kalamazoo / Battle Creek",72
"Charleston / Huntington",15
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",46
"Greenville / Spartanburg SC / Asheville NC / Anderson",75
"Harrisonburg",24
"Florence / Myrtle Beach",36
"Ft. Myers / Naples",64
"Roanoke / Lynchburg",63
"Johnstown / Altoona",147
"Chattanooga",8
"Salisbury",95
"Wilkes Barre / Scranton",5
"Terre Haute",4
"Lafayette",2
"Charlottesville",3
"South Bend / Elkhart",29
"Gainesville",7
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",42
"Corpus Christi",32
"Chicago",1451
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",8
"Topeka",7
"St. Louis",153
"Rockford",60
"Rochester MN / Mason City IA / Austin",9
"Shreveport",34
"Minneapolis / St. Paul",402
"Kansas City",324
"Milwaukee",152
"Houston",484
"Springfield",34
"New Orleans",205
"Dallas / Ft. Worth",893
"Sioux City",14
"Waco / Temple / Bryan",1976
"Victoria",2
"Wichita Falls TX & Lawton",1
"Birmingham",89
"Ottumwa IA / Kirksville",1
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",88
"Odessa / Midland",26
"Amarillo",2
"Austin",1353
"Harlingen / Weslaco / Brownsville / McAllen",1
"Cedar Rapids / Waterloo / Iowa City & Dubuque",204
"St. Joseph",3
"Jackson",11
"Memphis",73
"San Antonio",187
"Lafayette",12
"Champaign & Springfield / Decatur",6
"Evansville",9
"Oklahoma City",180
"Lubbock",79
"Omaha",85
"Panama City",3
"Sherman TX / Ada",6
"Green Bay / Appleton",57
"Nashville",105
"San Angelo",84
"Abilene / Sweetwater",1
"Madison",284
"Ft. Smith / Fayetteville / Springdale / Rogers",23
"Tulsa",48
"Columbus / Tupelo / West Point",1
"Peoria / Bloomington",21
"Duluth MN / Superior",5
"Wichita / Hutchinson",58
"Des Moines / Ames",17
"Davenport IA / Rock Island / Moline",50
"Mobile AL / Pensacola (Ft. Walton Beach)",26
"Minot / Bismarck / Dickinson(Williston)",34
"Huntsville / Decatur (Florence)",25
"Beaumont / Port Arthur",4
"Little Rock / Pine Bluff",36
"Montgomery (Selma)",8
"La Crosse / Eau Claire",34
"Wausau / Rhinelander",8
"Tyler / Longview(Lufkin & Nacogdoches)",22
"Hattiesburg / Laurel",4
"Baton Rouge",13
"Jackson",20
"Lincoln & Hastings / Kearney",21
"Fargo / Valley City",4
"Sioux Falls(Mitchell)",150
"Bowling Green",43
"Mankato",2
"North Platte",2
"Anchorage",87
"Honolulu",110
"Fairbanks",1
"Biloxi / Gulfport",7
"Juneau",22
"Laredo",1
"Denver",1103
"Colorado Springs / Pueblo",8
"Phoenix",573
"Butte / Bozeman",83
"Great Falls",2
"Billings",107
"Boise",27
"Idaho Falls / Pocatello",7
"Cheyenne WY / Scottsbluff",11
"Twin Falls",9
"Missoula",54
"El Paso",4
"Helena",1
"Salt Lake City",258
"Grand Junction / Montrose",6
"Tucson (Sierra Vista)",25
"Albuquerque / Santa Fe",132
"Bakersfield",50
"Eugene",36
"Eureka",2
"Los Angeles",2897
"Palm Springs",23
"San Francisco / Oakland / San Jose",4371
"Yakima / Pasco / Richland / Kennewick",261
"Reno",24
"Medford / Klamath Falls",8
"Seattle / Tacoma",1186
"Portland",286
"Bend",65
"San Diego",387
"Monterey / Salinas",356
"Las Vegas",437
"Santa Barbara / Santa Maria / San Luis Obispo",49
"Sacramento / Stockton / Modesto",348
"Fresno / Visalia",16
"Chico / Redding",10
"Spokane",119
