"market","total_downloads"
"Portland / Auburn",31
"New York",6134
"Binghamton",83
"Macon",38
"Philadelphia",2159
"Detroit",811
"Boston MA / Manchester",1538
"Savannah",71
"Pittsburgh",458
"Ft. Wayne",25
"Cleveland / Akron (Canton)",326
"Washington DC (Hagerstown)",7693
"Baltimore",769
"Flint / Saginaw / Bay City",36
"Buffalo",165
"Cincinnati",230
"Charlotte",499
"Greensboro / High Point / Winston Salem",282
"Charleston",16
"Augusta",7
"Providence RI / New Bedford",163
"Columbus",22
"Burlington VT / Plattsburgh",117
"Atlanta",1680
"Albany",9
"Utica",31
"Indianapolis",355
"Miami / Ft. Lauderdale",1064
"Louisville",262
"Tallahassee FL / Thomasville",13
"Tri-Cities TN",13
"Albany / Schenectady / Troy",220
"Hartford & New Haven",650
"Orlando / Daytona Beach / Melbourne",506
"Columbus",165
"Youngstown",451
"Bangor",59
"Rochester",127
"Tampa / St. Petersburg (Sarasota)",534
"Traverse City / Cadillac",8
"Lexington",95
"Dayton",150
"Springfield / Holyoke",88
"Norfolk / Portsmouth / Newport News",123
"Greenville / New Bern / Washington",9
"Columbia",149
"Toledo",85
"West Palm Beach / Ft. Pierce",488
"Watertown",7
"Wilmington",33
"Lansing",93
"Presque Isle",4
"Marquette",37
"Syracuse",122
"Richmond / Petersburg",257
"Knoxville",96
"Raleigh / Durham (Fayetteville)",599
"Jacksonville",370
"Grand Rapids / Kalamazoo / Battle Creek",92
"Charleston / Huntington",22
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",112
"Greenville / Spartanburg SC / Asheville NC / Anderson",196
"Harrisonburg",24
"Florence / Myrtle Beach",75
"Ft. Myers / Naples",165
"Roanoke / Lynchburg",85
"Johnstown / Altoona",284
"Chattanooga",22
"Salisbury",945
"Wilkes Barre / Scranton",98
"Terre Haute",11
"Lafayette",2
"Charlottesville",35
"South Bend / Elkhart",73
"Gainesville",9
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",45
"Corpus Christi",37
"Chicago",2835
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",16
"Topeka",35
"St. Louis",401
"Rockford",84
"Rochester MN / Mason City IA / Austin",9
"Shreveport",36
"Minneapolis / St. Paul",794
"Kansas City",1036
"Milwaukee",250
"Houston",1076
"Springfield",75
"New Orleans",290
"Dallas / Ft. Worth",1922
"Sioux City",17
"Waco / Temple / Bryan",2316
"Victoria",2
"Wichita Falls TX & Lawton",2
"Birmingham",212
"Ottumwa IA / Kirksville",2
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",96
"Odessa / Midland",62
"Amarillo",7
"Austin",1790
"Harlingen / Weslaco / Brownsville / McAllen",4
"Cedar Rapids / Waterloo / Iowa City & Dubuque",306
"St. Joseph",9
"Jackson",32
"Memphis",205
"San Antonio",336
"Lafayette",17
"Alexandria",9
"Champaign & Springfield / Decatur",54
"Evansville",18
"Oklahoma City",370
"Lubbock",174
"Omaha",156
"Panama City",4
"Sherman TX / Ada",6
"Green Bay / Appleton",62
"Nashville",333
"San Angelo",125
"Abilene / Sweetwater",19
"Madison",639
"Ft. Smith / Fayetteville / Springdale / Rogers",28
"Tulsa",72
"Columbus / Tupelo / West Point",3
"Peoria / Bloomington",108
"Duluth MN / Superior",16
"Wichita / Hutchinson",84
"Des Moines / Ames",75
"Davenport IA / Rock Island / Moline",63
"Mobile AL / Pensacola (Ft. Walton Beach)",86
"Minot / Bismarck / Dickinson(Williston)",35
"Huntsville / Decatur (Florence)",55
"Beaumont / Port Arthur",5
"Little Rock / Pine Bluff",133
"Montgomery (Selma)",22
"La Crosse / Eau Claire",38
"Wausau / Rhinelander",27
"Tyler / Longview(Lufkin & Nacogdoches)",26
"Hattiesburg / Laurel",8
"Baton Rouge",37
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",80
"Lincoln & Hastings / Kearney",74
"Fargo / Valley City",6
"Sioux Falls(Mitchell)",200
"Bowling Green",44
"Mankato",3
"North Platte",2
"Anchorage",88
"Honolulu",294
"Fairbanks",1
"Biloxi / Gulfport",9
"Juneau",32
"Laredo",8
"Denver",2399
"Colorado Springs / Pueblo",46
"Phoenix",1032
"Butte / Bozeman",114
"Great Falls",26
"Billings",201
"Boise",89
"Idaho Falls / Pocatello",7
"Cheyenne WY / Scottsbluff",19
"Twin Falls",10
"Missoula",112
"Rapid City",5
"El Paso",28
"Helena",1
"Salt Lake City",716
"Grand Junction / Montrose",7
"Tucson (Sierra Vista)",33
"Albuquerque / Santa Fe",175
"Bakersfield",139
"Eugene",128
"Eureka",5
"Los Angeles",5979
"Palm Springs",26
"San Francisco / Oakland / San Jose",8231
"Yakima / Pasco / Richland / Kennewick",515
"Reno",41
"Medford / Klamath Falls",13
"Seattle / Tacoma",2943
"Portland",747
"Bend",211
"San Diego",818
"Monterey / Salinas",592
"Las Vegas",718
"Santa Barbara / Santa Maria / San Luis Obispo",57
"Sacramento / Stockton / Modesto",860
"Fresno / Visalia",21
"Chico / Redding",15
"Spokane",158
