"market","total_downloads"
"Portland / Auburn",281
"New York",16393
"Binghamton",101
"Macon",64
"Philadelphia",5027
"Detroit",1778
"Boston MA / Manchester",3542
"Savannah",194
"Pittsburgh",1180
"Ft. Wayne",44
"Cleveland / Akron (Canton)",782
"Washington DC (Hagerstown)",16907
"Baltimore",1863
"Flint / Saginaw / Bay City",128
"Buffalo",450
"Cincinnati",727
"Erie",2
"Charlotte",1479
"Greensboro / High Point / Winston Salem",462
"Charleston",67
"Augusta",50
"Providence RI / New Bedford",424
"Columbus",56
"Burlington VT / Plattsburgh",275
"Atlanta",3567
"Albany",55
"Utica",91
"Indianapolis",699
"Miami / Ft. Lauderdale",2760
"Louisville",539
"Tallahassee FL / Thomasville",60
"Tri-Cities TN",46
"Albany / Schenectady / Troy",400
"Hartford & New Haven",1660
"Orlando / Daytona Beach / Melbourne",1260
"Columbus",437
"Youngstown",491
"Bangor",70
"Rochester",310
"Tampa / St. Petersburg (Sarasota)",1823
"Traverse City / Cadillac",38
"Lexington",200
"Dayton",257
"Springfield / Holyoke",290
"Norfolk / Portsmouth / Newport News",352
"Greenville / New Bern / Washington",28
"Columbia",267
"Toledo",278
"West Palm Beach / Ft. Pierce",890
"Watertown",71
"Wilmington",279
"Lansing",175
"Presque Isle",4
"Marquette",44
"Wheeling WV / Steubenville",4
"Syracuse",222
"Richmond / Petersburg",484
"Knoxville",224
"Lima",2
"Bluefield / Beckley / Oak Hill",10
"Raleigh / Durham (Fayetteville)",3412
"Jacksonville",785
"Grand Rapids / Kalamazoo / Battle Creek",319
"Charleston / Huntington",27
"Elmira",8
"Harrisburg / Lancaster / Lebanon / York",493
"Greenville / Spartanburg SC / Asheville NC / Anderson",510
"Harrisonburg",35
"Florence / Myrtle Beach",115
"Ft. Myers / Naples",418
"Roanoke / Lynchburg",214
"Johnstown / Altoona",382
"Chattanooga",156
"Salisbury",1089
"Wilkes Barre / Scranton",149
"Terre Haute",18
"Lafayette",21
"Charlottesville",66
"South Bend / Elkhart",157
"Gainesville",40
"Zanesville",2
"Parkersburg",1
"Clarksburg / Weston",49
"Corpus Christi",53
"Chicago",5775
"Joplin MO / Pittsburg",10
"Columbia / Jefferson City",38
"Topeka",97
"Dothan",20
"St. Louis",937
"Rockford",111
"Rochester MN / Mason City IA / Austin",12
"Shreveport",153
"Minneapolis / St. Paul",2108
"Kansas City",1298
"Milwaukee",576
"Houston",2897
"Springfield",254
"New Orleans",779
"Dallas / Ft. Worth",5354
"Sioux City",19
"Waco / Temple / Bryan",2596
"Victoria",2
"Wichita Falls TX & Lawton",5
"Monroe LA / El Dorado",10
"Birmingham",496
"Ottumwa IA / Kirksville",2
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",155
"Odessa / Midland",175
"Amarillo",62
"Austin",2946
"Harlingen / Weslaco / Brownsville / McAllen",16
"Cedar Rapids / Waterloo / Iowa City & Dubuque",550
"St. Joseph",16
"Jackson",80
"Memphis",474
"San Antonio",521
"Lafayette",29
"Alexandria",20
"Champaign & Springfield / Decatur",119
"Evansville",27
"Oklahoma City",537
"Lubbock",320
"Omaha",457
"Panama City",9
"Sherman TX / Ada",9
"Green Bay / Appleton",134
"Nashville",1273
"San Angelo",185
"Abilene / Sweetwater",22
"Madison",1144
"Ft. Smith / Fayetteville / Springdale / Rogers",90
"Tulsa",108
"Columbus / Tupelo / West Point",16
"Peoria / Bloomington",130
"Duluth MN / Superior",22
"Wichita / Hutchinson",147
"Des Moines / Ames",217
"Davenport IA / Rock Island / Moline",104
"Mobile AL / Pensacola (Ft. Walton Beach)",287
"Minot / Bismarck / Dickinson(Williston)",79
"Huntsville / Decatur (Florence)",255
"Beaumont / Port Arthur",25
"Little Rock / Pine Bluff",287
"Montgomery (Selma)",122
"La Crosse / Eau Claire",147
"Wausau / Rhinelander",39
"Tyler / Longview(Lufkin & Nacogdoches)",152
"Hattiesburg / Laurel",48
"Baton Rouge",253
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",224
"Lincoln & Hastings / Kearney",248
"Fargo / Valley City",32
"Sioux Falls(Mitchell)",250
"Jonesboro",15
"Bowling Green",44
"Mankato",14
"North Platte",2
"Anchorage",133
"Honolulu",697
"Fairbanks",1
"Biloxi / Gulfport",296
"Juneau",59
"Laredo",9
"Denver",4572
"Colorado Springs / Pueblo",188
"Phoenix",2002
"Butte / Bozeman",168
"Great Falls",72
"Billings",238
"Boise",212
"Idaho Falls / Pocatello",62
"Cheyenne WY / Scottsbluff",44
"Twin Falls",45
"Missoula",125
"Rapid City",5
"El Paso",34
"Helena",1
"Casper / Riverton",1
"Salt Lake City",1620
"Yuma AZ / El Centro",2
"Grand Junction / Montrose",50
"Tucson (Sierra Vista)",170
"Albuquerque / Santa Fe",395
"Bakersfield",200
"Eugene",300
"Eureka",16
"Los Angeles",14082
"Palm Springs",163
"San Francisco / Oakland / San Jose",18702
"Yakima / Pasco / Richland / Kennewick",727
"Reno",167
"Medford / Klamath Falls",59
"Seattle / Tacoma",5679
"Portland",2268
"Bend",294
"San Diego",2501
"Monterey / Salinas",1089
"Las Vegas",1860
"Santa Barbara / Santa Maria / San Luis Obispo",408
"Sacramento / Stockton / Modesto",2008
"Fresno / Visalia",100
"Chico / Redding",46
"Spokane",397
