"country_name","total_downloads"
"",335
"Anonymous Proxy",1035
"United Arab Emirates",109
"Antigua and Barbuda",3
"Asia/Pacific Region",3
"Argentina",128
"Austria",170
"Australia",1355
"Aruba",2
"Azerbaijan",53
"Bosnia and Herzegovina",8
"Barbados",77
"Bangladesh",1
"Belgium",124
"Bulgaria",66
"Bahrain",10
"Bolivia",3
"Bonaire, Saint Eustatius and Saba",1
"Brazil",680
"Bhutan",1
"Belarus",2
"Canada",1698
"Switzerland",371
"Chile",148
"China",664
"Colombia",57
"Costa Rica",71
"Cuba",2
"Curaï¿½ao",3
"Cyprus",1
"Czech Republic",76
"Germany",1313
"Denmark",84
"Dominican Republic",22
"Algeria",7
"Ecuador",2
"Estonia",60
"Egypt",3
"Spain",393
"Europe",1
"Finland",167
"France",434
"United Kingdom",2782
"Georgia",15
"Guernsey",2
"Gibraltar",6
"Greece",53
"Guatemala",12
"Guam",4
"Hong Kong",83
"Honduras",1
"Croatia",27
"Hungary",10
"Indonesia",43
"Ireland",237
"Israel",121
"Isle of Man",14
"India",660
"Iran, Islamic Republic of",7
"Iceland",12
"Italy",220
"Jamaica",2
"Japan",403
"Kenya",85
"Kyrgyzstan",12
"Cambodia",9
"Korea, Republic of",132
"Kuwait",1
"Kazakhstan",13
"Lao People's Democratic Republic",1
"Liechtenstein",1
"Liberia",2
"Lithuania",18
"Luxembourg",12
"Latvia",66
"Morocco",12
"Monaco",44
"Moldova, Republic of",4
"Macedonia",2
"Myanmar",1
"Macau",2
"Martinique",1
"Malta",4
"Mauritius",2
"Mexico",199
"Malaysia",40
"Nigeria",122
"Nicaragua",32
"Netherlands",576
"Norway",274
"New Zealand",204
"Oman",1
"Panama",2
"Peru",10
"Philippines",61
"Pakistan",8
"Poland",101
"Puerto Rico",33
"Portugal",32
"Qatar",4
"Reunion",1
"Romania",84
"Serbia",45
"Russian Federation",56
"Rwanda",3
"Saudi Arabia",69
"Seychelles",1
"Sweden",1001
"Singapore",234
"Slovenia",253
"Slovakia",31
"Suriname",1
"El Salvador",5
"Sint Maarten (Dutch part)",1
"Thailand",83
"Tunisia",1
"Turkey",36
"Trinidad and Tobago",13
"Taiwan",30
"Tanzania, United Republic of",165
"Ukraine",17
"United States",22728
"Venezuela",20
"Virgin Islands, British",3
"Vietnam",57
"South Africa",169
"Zimbabwe",4
