"market","total_downloads"
"Portland / Auburn",6
"New York",2581
"Binghamton",31
"Macon",5
"Philadelphia",772
"Detroit",329
"Boston MA / Manchester",667
"Savannah",33
"Pittsburgh",197
"Ft. Wayne",13
"Cleveland / Akron (Canton)",117
"Washington DC (Hagerstown)",1839
"Baltimore",335
"Flint / Saginaw / Bay City",34
"Buffalo",77
"Cincinnati",118
"Charlotte",261
"Greensboro / High Point / Winston Salem",124
"Charleston",6
"Augusta",3
"Providence RI / New Bedford",51
"Columbus",15
"Burlington VT / Plattsburgh",49
"Atlanta",786
"Utica",13
"Indianapolis",114
"Miami / Ft. Lauderdale",474
"Louisville",160
"Tallahassee FL / Thomasville",11
"Tri-Cities TN",11
"Albany / Schenectady / Troy",151
"Hartford & New Haven",251
"Orlando / Daytona Beach / Melbourne",279
"Columbus",60
"Youngstown",451
"Bangor",32
"Rochester",54
"Tampa / St. Petersburg (Sarasota)",235
"Traverse City / Cadillac",8
"Lexington",6
"Dayton",97
"Springfield / Holyoke",11
"Norfolk / Portsmouth / Newport News",55
"Greenville / New Bern / Washington",5
"Columbia",43
"Toledo",22
"West Palm Beach / Ft. Pierce",206
"Wilmington",9
"Lansing",25
"Presque Isle",4
"Syracuse",60
"Richmond / Petersburg",114
"Knoxville",40
"Raleigh / Durham (Fayetteville)",174
"Jacksonville",247
"Grand Rapids / Kalamazoo / Battle Creek",66
"Charleston / Huntington",7
"Elmira",3
"Harrisburg / Lancaster / Lebanon / York",33
"Greenville / Spartanburg SC / Asheville NC / Anderson",55
"Harrisonburg",24
"Florence / Myrtle Beach",30
"Ft. Myers / Naples",49
"Roanoke / Lynchburg",61
"Johnstown / Altoona",117
"Chattanooga",8
"Salisbury",84
"Wilkes Barre / Scranton",5
"Terre Haute",4
"Lafayette",2
"Charlottesville",2
"South Bend / Elkhart",16
"Gainesville",6
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",41
"Corpus Christi",31
"Chicago",1233
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",7
"Topeka",6
"St. Louis",138
"Rockford",55
"Rochester MN / Mason City IA / Austin",9
"Shreveport",33
"Minneapolis / St. Paul",352
"Kansas City",309
"Milwaukee",145
"Houston",417
"Springfield",34
"New Orleans",180
"Dallas / Ft. Worth",794
"Sioux City",14
"Waco / Temple / Bryan",1882
"Victoria",2
"Birmingham",73
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",88
"Odessa / Midland",22
"Amarillo",1
"Austin",1264
"Harlingen / Weslaco / Brownsville / McAllen",1
"Cedar Rapids / Waterloo / Iowa City & Dubuque",191
"St. Joseph",3
"Jackson",10
"Memphis",54
"San Antonio",168
"Lafayette",12
"Champaign & Springfield / Decatur",6
"Evansville",9
"Oklahoma City",157
"Lubbock",51
"Omaha",79
"Panama City",3
"Sherman TX / Ada",6
"Green Bay / Appleton",56
"Nashville",85
"San Angelo",77
"Madison",247
"Ft. Smith / Fayetteville / Springdale / Rogers",22
"Tulsa",48
"Columbus / Tupelo / West Point",1
"Peoria / Bloomington",15
"Duluth MN / Superior",1
"Wichita / Hutchinson",53
"Des Moines / Ames",17
"Davenport IA / Rock Island / Moline",46
"Mobile AL / Pensacola (Ft. Walton Beach)",21
"Minot / Bismarck / Dickinson(Williston)",33
"Huntsville / Decatur (Florence)",20
"Beaumont / Port Arthur",3
"Little Rock / Pine Bluff",36
"Montgomery (Selma)",8
"La Crosse / Eau Claire",34
"Wausau / Rhinelander",6
"Tyler / Longview(Lufkin & Nacogdoches)",19
"Hattiesburg / Laurel",4
"Baton Rouge",13
"Jackson",20
"Lincoln & Hastings / Kearney",6
"Fargo / Valley City",1
"Sioux Falls(Mitchell)",140
"Bowling Green",43
"Mankato",2
"North Platte",2
"Anchorage",85
"Honolulu",106
"Fairbanks",1
"Biloxi / Gulfport",2
"Juneau",13
"Laredo",1
"Denver",915
"Colorado Springs / Pueblo",7
"Phoenix",539
"Butte / Bozeman",82
"Great Falls",2
"Billings",99
"Boise",25
"Idaho Falls / Pocatello",7
"Cheyenne WY / Scottsbluff",11
"Twin Falls",9
"Missoula",50
"El Paso",4
"Salt Lake City",221
"Grand Junction / Montrose",6
"Tucson (Sierra Vista)",24
"Albuquerque / Santa Fe",93
"Bakersfield",38
"Eugene",34
"Eureka",2
"Los Angeles",2556
"Palm Springs",20
"San Francisco / Oakland / San Jose",3786
"Yakima / Pasco / Richland / Kennewick",229
"Reno",22
"Medford / Klamath Falls",8
"Seattle / Tacoma",1049
"Portland",246
"Bend",59
"San Diego",308
"Monterey / Salinas",344
"Las Vegas",399
"Santa Barbara / Santa Maria / San Luis Obispo",48
"Sacramento / Stockton / Modesto",300
"Fresno / Visalia",16
"Chico / Redding",10
"Spokane",117
