"market","total_downloads"
"Portland / Auburn",20
"New York",4083
"Binghamton",51
"Macon",15
"Philadelphia",1297
"Detroit",550
"Boston MA / Manchester",995
"Savannah",46
"Pittsburgh",334
"Ft. Wayne",24
"Cleveland / Akron (Canton)",216
"Washington DC (Hagerstown)",3104
"Baltimore",502
"Flint / Saginaw / Bay City",36
"Buffalo",107
"Cincinnati",150
"Charlotte",369
"Greensboro / High Point / Winston Salem",186
"Charleston",15
"Augusta",3
"Providence RI / New Bedford",94
"Columbus",17
"Burlington VT / Plattsburgh",98
"Atlanta",1074
"Utica",15
"Indianapolis",222
"Miami / Ft. Lauderdale",751
"Louisville",215
"Tallahassee FL / Thomasville",12
"Tri-Cities TN",13
"Albany / Schenectady / Troy",168
"Hartford & New Haven",402
"Orlando / Daytona Beach / Melbourne",353
"Columbus",83
"Youngstown",451
"Bangor",59
"Rochester",71
"Tampa / St. Petersburg (Sarasota)",316
"Traverse City / Cadillac",8
"Lexington",67
"Dayton",127
"Springfield / Holyoke",25
"Norfolk / Portsmouth / Newport News",104
"Greenville / New Bern / Washington",6
"Columbia",46
"Toledo",52
"West Palm Beach / Ft. Pierce",255
"Wilmington",16
"Lansing",69
"Presque Isle",4
"Marquette",7
"Syracuse",86
"Richmond / Petersburg",153
"Knoxville",56
"Raleigh / Durham (Fayetteville)",355
"Jacksonville",284
"Grand Rapids / Kalamazoo / Battle Creek",85
"Charleston / Huntington",22
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",65
"Greenville / Spartanburg SC / Asheville NC / Anderson",114
"Harrisonburg",24
"Florence / Myrtle Beach",52
"Ft. Myers / Naples",80
"Roanoke / Lynchburg",72
"Johnstown / Altoona",211
"Chattanooga",15
"Salisbury",182
"Wilkes Barre / Scranton",25
"Terre Haute",4
"Lafayette",2
"Charlottesville",3
"South Bend / Elkhart",49
"Gainesville",7
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",43
"Corpus Christi",35
"Chicago",1838
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",9
"Topeka",31
"St. Louis",183
"Rockford",66
"Rochester MN / Mason City IA / Austin",9
"Shreveport",34
"Minneapolis / St. Paul",560
"Kansas City",946
"Milwaukee",169
"Houston",643
"Springfield",34
"New Orleans",238
"Dallas / Ft. Worth",1215
"Sioux City",14
"Waco / Temple / Bryan",2140
"Victoria",2
"Wichita Falls TX & Lawton",1
"Birmingham",114
"Ottumwa IA / Kirksville",1
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",93
"Odessa / Midland",30
"Amarillo",2
"Austin",1554
"Harlingen / Weslaco / Brownsville / McAllen",1
"Cedar Rapids / Waterloo / Iowa City & Dubuque",235
"St. Joseph",9
"Jackson",14
"Memphis",116
"San Antonio",257
"Lafayette",12
"Alexandria",2
"Champaign & Springfield / Decatur",11
"Evansville",9
"Oklahoma City",234
"Lubbock",102
"Omaha",101
"Panama City",3
"Sherman TX / Ada",6
"Green Bay / Appleton",57
"Nashville",145
"San Angelo",96
"Abilene / Sweetwater",18
"Madison",348
"Ft. Smith / Fayetteville / Springdale / Rogers",24
"Tulsa",58
"Columbus / Tupelo / West Point",1
"Peoria / Bloomington",32
"Duluth MN / Superior",10
"Wichita / Hutchinson",71
"Des Moines / Ames",29
"Davenport IA / Rock Island / Moline",55
"Mobile AL / Pensacola (Ft. Walton Beach)",29
"Minot / Bismarck / Dickinson(Williston)",35
"Huntsville / Decatur (Florence)",40
"Beaumont / Port Arthur",4
"Little Rock / Pine Bluff",64
"Montgomery (Selma)",8
"La Crosse / Eau Claire",35
"Wausau / Rhinelander",10
"Tyler / Longview(Lufkin & Nacogdoches)",22
"Hattiesburg / Laurel",4
"Baton Rouge",15
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",30
"Lincoln & Hastings / Kearney",42
"Fargo / Valley City",6
"Sioux Falls(Mitchell)",169
"Bowling Green",43
"Mankato",3
"North Platte",2
"Anchorage",87
"Honolulu",196
"Fairbanks",1
"Biloxi / Gulfport",7
"Juneau",32
"Laredo",8
"Denver",1438
"Colorado Springs / Pueblo",10
"Phoenix",707
"Butte / Bozeman",84
"Great Falls",10
"Billings",198
"Boise",30
"Idaho Falls / Pocatello",7
"Cheyenne WY / Scottsbluff",12
"Twin Falls",10
"Missoula",90
"El Paso",10
"Helena",1
"Salt Lake City",372
"Grand Junction / Montrose",6
"Tucson (Sierra Vista)",27
"Albuquerque / Santa Fe",152
"Bakersfield",66
"Eugene",101
"Eureka",2
"Los Angeles",3879
"Palm Springs",23
"San Francisco / Oakland / San Jose",5947
"Yakima / Pasco / Richland / Kennewick",345
"Reno",29
"Medford / Klamath Falls",11
"Seattle / Tacoma",1877
"Portland",439
"Bend",173
"San Diego",489
"Monterey / Salinas",423
"Las Vegas",532
"Santa Barbara / Santa Maria / San Luis Obispo",53
"Sacramento / Stockton / Modesto",544
"Fresno / Visalia",20
"Chico / Redding",14
"Spokane",138
