"date","total_downloads"
"2016-05-04",188
"2016-05-03",743
"2016-05-02",319
"2016-05-01",149
"2016-04-30",46
"2016-04-29",121
"2016-04-28",57
"2016-04-27",80
"2016-04-26",167
"2016-04-25",313
"2016-04-24",171
