"Item Id","Title","Released","Downloads"
"3587444","Episode #1 - Introduction","06/01/15","89"
"3601738","TBP02 - Holding Up the Sky","06/07/15","35"
"3615157","TBP03 - Bridging the Gender Gap","06/15/15","30"
"3626947","TBP04 - Change Jar 2.0","06/20/15","21"
"3643177","TBP05 - The World's Strongest","06/28/15","18"
"3652151","TBP06 - Aboard the Pequod","07/02/15","18"
"3658304","TBP07 - Under the Iron Veil","07/06/15","27"
"3665806","TBP08 - Bitcoin For The Bottom Billion","07/09/15","20"
"3683210","TBP09 - The Curious Case of Remittance","07/19/15","19"
"3693919","TBP10 - Bottoms Up","07/24/15","16"
"3712120","TBP11 - The End of Money","08/03/15","19"
"3722598","TBP12 - Boring Economics","08/08/15","25"
"3738019","TBP13 - The Greatest Truths","08/15/15","16"
"3753338","TBP14 - Sex and the Single Bitcoin","08/23/15","20"
"3767520","TBP15 - Ants Marching","08/30/15","14"
"3782254","TBP16 - The Dual Revolution","09/06/15","15"
"3795750","TBP17 - Oiling the Squeaky Wheel","09/13/15","13"
"3810427","TBP18 - From Cradle to Grave","09/20/15","13"
"3824811","TBP19 - Branding the Disruptive","09/27/15","16"
"3835124","TBP20 - Bottoms Up 2","10/01/15","20"
"3853199","TBP21 - Call For Papers","10/10/15","14"
"3865129","TBP22 - Vote With Your Feet","10/15/15","23"
"3886966","TBP23 - It’s a Mad, Mad, Mad, Mad Bitcoin World","10/25/15","14"
"3908295","TBP24 - Betting On Bitcoin","11/01/15","33"
"3928842","TBP25 - The $199 Incentive","11/08/15","16"
"3950872","TBP26 - Change Jar 3.0","11/15/15","13"
"3967847","TBP27 - London Calling","11/22/15","13"
"3982663","TBP28 - Modern Day Gold Rush","11/29/15","14"
"3998413","TBP29 - Take the Power Back","12/06/15","12"
"4013389","TBP30 - Bottoms Up 3","12/13/15","13"
"4028521","TBP31 - Off the Transparency Chain","12/20/15","18"
"4039879","TBP32 - The Marketing Blueprint","12/27/15","15"
"4051263","TBP33 - Canadian Bitcoin Scenario","01/02/16","14"
