"country_name","total_downloads"
"",284
"Anonymous Proxy",1033
"United Arab Emirates",106
"Antigua and Barbuda",3
"Asia/Pacific Region",1
"Argentina",107
"Austria",148
"Australia",1066
"Aruba",2
"Azerbaijan",53
"Bosnia and Herzegovina",8
"Barbados",67
"Bangladesh",1
"Belgium",89
"Bulgaria",57
"Bahrain",10
"Bolivia",2
"Bonaire, Saint Eustatius and Saba",1
"Brazil",463
"Bhutan",1
"Belarus",2
"Canada",1328
"Switzerland",294
"Chile",103
"China",621
"Colombia",45
"Costa Rica",71
"Cuba",2
"Curaï¿½ao",3
"Cyprus",1
"Czech Republic",66
"Germany",1042
"Denmark",72
"Dominican Republic",21
"Algeria",6
"Ecuador",1
"Estonia",60
"Egypt",2
"Spain",332
"Europe",1
"Finland",150
"France",323
"United Kingdom",2242
"Georgia",15
"Guernsey",2
"Gibraltar",6
"Greece",40
"Guatemala",7
"Guam",4
"Hong Kong",58
"Croatia",25
"Hungary",5
"Indonesia",36
"Ireland",167
"Israel",94
"Isle of Man",14
"India",598
"Iceland",12
"Italy",202
"Jamaica",2
"Japan",359
"Kenya",81
"Kyrgyzstan",12
"Cambodia",9
"Korea, Republic of",98
"Kuwait",1
"Kazakhstan",11
"Lao People's Democratic Republic",1
"Liechtenstein",1
"Liberia",2
"Lithuania",16
"Luxembourg",12
"Latvia",57
"Morocco",11
"Monaco",34
"Moldova, Republic of",3
"Macedonia",2
"Myanmar",1
"Macau",2
"Martinique",1
"Malta",2
"Mauritius",2
"Mexico",174
"Malaysia",34
"Nigeria",122
"Nicaragua",32
"Netherlands",433
"Norway",236
"New Zealand",150
"Oman",1
"Panama",2
"Peru",8
"Philippines",57
"Pakistan",8
"Poland",65
"Puerto Rico",28
"Portugal",29
"Qatar",2
"Reunion",1
"Romania",77
"Serbia",30
"Russian Federation",53
"Rwanda",1
"Saudi Arabia",28
"Seychelles",1
"Sweden",560
"Singapore",159
"Slovenia",159
"Slovakia",28
"Suriname",1
"El Salvador",5
"Sint Maarten (Dutch part)",1
"Thailand",74
"Tunisia",1
"Turkey",19
"Trinidad and Tobago",12
"Taiwan",28
"Tanzania, United Republic of",165
"Ukraine",10
"United States",18668
"Venezuela",12
"Virgin Islands, British",3
"Vietnam",39
"South Africa",143
"Zimbabwe",2
