"market","total_downloads"
"Portland / Auburn",135
"New York",9020
"Binghamton",100
"Macon",54
"Philadelphia",3071
"Detroit",1173
"Boston MA / Manchester",2070
"Savannah",92
"Pittsburgh",587
"Ft. Wayne",40
"Cleveland / Akron (Canton)",508
"Washington DC (Hagerstown)",13403
"Baltimore",1197
"Flint / Saginaw / Bay City",64
"Buffalo",295
"Cincinnati",629
"Charlotte",859
"Greensboro / High Point / Winston Salem",341
"Charleston",38
"Augusta",22
"Providence RI / New Bedford",238
"Columbus",34
"Burlington VT / Plattsburgh",131
"Atlanta",2195
"Albany",24
"Utica",56
"Indianapolis",461
"Miami / Ft. Lauderdale",1398
"Louisville",320
"Tallahassee FL / Thomasville",19
"Tri-Cities TN",14
"Albany / Schenectady / Troy",276
"Hartford & New Haven",1033
"Orlando / Daytona Beach / Melbourne",713
"Columbus",239
"Youngstown",454
"Bangor",59
"Rochester",166
"Tampa / St. Petersburg (Sarasota)",677
"Traverse City / Cadillac",28
"Lexington",118
"Dayton",241
"Springfield / Holyoke",162
"Norfolk / Portsmouth / Newport News",161
"Greenville / New Bern / Washington",14
"Columbia",196
"Toledo",133
"West Palm Beach / Ft. Pierce",603
"Watertown",28
"Wilmington",184
"Lansing",115
"Presque Isle",4
"Marquette",40
"Wheeling WV / Steubenville",1
"Syracuse",161
"Richmond / Petersburg",397
"Knoxville",110
"Raleigh / Durham (Fayetteville)",1964
"Jacksonville",582
"Grand Rapids / Kalamazoo / Battle Creek",187
"Charleston / Huntington",22
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",337
"Greenville / Spartanburg SC / Asheville NC / Anderson",333
"Harrisonburg",35
"Florence / Myrtle Beach",85
"Ft. Myers / Naples",208
"Roanoke / Lynchburg",106
"Johnstown / Altoona",317
"Chattanooga",73
"Salisbury",954
"Wilkes Barre / Scranton",110
"Terre Haute",17
"Lafayette",20
"Charlottesville",38
"South Bend / Elkhart",106
"Gainesville",17
"Zanesville",2
"Parkersburg",1
"Clarksburg / Weston",48
"Corpus Christi",49
"Chicago",3842
"Joplin MO / Pittsburg",4
"Columbia / Jefferson City",18
"Topeka",78
"St. Louis",597
"Rockford",103
"Rochester MN / Mason City IA / Austin",10
"Shreveport",61
"Minneapolis / St. Paul",1164
"Kansas City",1073
"Milwaukee",309
"Houston",1592
"Springfield",160
"New Orleans",389
"Dallas / Ft. Worth",2921
"Sioux City",17
"Waco / Temple / Bryan",2403
"Victoria",2
"Wichita Falls TX & Lawton",4
"Birmingham",329
"Ottumwa IA / Kirksville",2
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",101
"Odessa / Midland",134
"Amarillo",30
"Austin",2014
"Harlingen / Weslaco / Brownsville / McAllen",9
"Cedar Rapids / Waterloo / Iowa City & Dubuque",405
"St. Joseph",11
"Jackson",58
"Memphis",311
"San Antonio",405
"Lafayette",28
"Alexandria",20
"Champaign & Springfield / Decatur",94
"Evansville",23
"Oklahoma City",433
"Lubbock",235
"Omaha",216
"Panama City",5
"Sherman TX / Ada",8
"Green Bay / Appleton",67
"Nashville",642
"San Angelo",152
"Abilene / Sweetwater",21
"Madison",829
"Ft. Smith / Fayetteville / Springdale / Rogers",32
"Tulsa",90
"Columbus / Tupelo / West Point",7
"Peoria / Bloomington",110
"Duluth MN / Superior",17
"Wichita / Hutchinson",128
"Des Moines / Ames",107
"Davenport IA / Rock Island / Moline",72
"Mobile AL / Pensacola (Ft. Walton Beach)",147
"Minot / Bismarck / Dickinson(Williston)",35
"Huntsville / Decatur (Florence)",172
"Beaumont / Port Arthur",17
"Little Rock / Pine Bluff",196
"Montgomery (Selma)",46
"La Crosse / Eau Claire",96
"Wausau / Rhinelander",30
"Tyler / Longview(Lufkin & Nacogdoches)",28
"Hattiesburg / Laurel",8
"Baton Rouge",74
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",124
"Lincoln & Hastings / Kearney",145
"Fargo / Valley City",26
"Sioux Falls(Mitchell)",244
"Bowling Green",44
"Mankato",11
"North Platte",2
"Anchorage",89
"Honolulu",468
"Fairbanks",1
"Biloxi / Gulfport",13
"Juneau",32
"Laredo",8
"Denver",3153
"Colorado Springs / Pueblo",83
"Phoenix",1311
"Butte / Bozeman",133
"Great Falls",26
"Billings",218
"Boise",157
"Idaho Falls / Pocatello",8
"Cheyenne WY / Scottsbluff",25
"Twin Falls",45
"Missoula",114
"Rapid City",5
"El Paso",28
"Helena",1
"Casper / Riverton",1
"Salt Lake City",1039
"Grand Junction / Montrose",18
"Tucson (Sierra Vista)",44
"Albuquerque / Santa Fe",239
"Bakersfield",168
"Eugene",170
"Eureka",8
"Los Angeles",8321
"Palm Springs",81
"San Francisco / Oakland / San Jose",12015
"Yakima / Pasco / Richland / Kennewick",630
"Reno",87
"Medford / Klamath Falls",27
"Seattle / Tacoma",3998
"Portland",1408
"Bend",231
"San Diego",1498
"Monterey / Salinas",745
"Las Vegas",1108
"Santa Barbara / Santa Maria / San Luis Obispo",108
"Sacramento / Stockton / Modesto",1237
"Fresno / Visalia",58
"Chico / Redding",15
"Spokane",246
