"market","total_downloads"
"Portland / Auburn",11
"New York",3732
"Binghamton",47
"Macon",14
"Philadelphia",1215
"Detroit",511
"Boston MA / Manchester",942
"Savannah",42
"Pittsburgh",328
"Ft. Wayne",24
"Cleveland / Akron (Canton)",187
"Washington DC (Hagerstown)",2669
"Baltimore",470
"Flint / Saginaw / Bay City",36
"Buffalo",102
"Cincinnati",149
"Charlotte",359
"Greensboro / High Point / Winston Salem",171
"Charleston",15
"Augusta",3
"Providence RI / New Bedford",89
"Columbus",17
"Burlington VT / Plattsburgh",95
"Atlanta",985
"Utica",15
"Indianapolis",215
"Miami / Ft. Lauderdale",706
"Louisville",204
"Tallahassee FL / Thomasville",12
"Tri-Cities TN",12
"Albany / Schenectady / Troy",168
"Hartford & New Haven",357
"Orlando / Daytona Beach / Melbourne",338
"Columbus",67
"Youngstown",451
"Bangor",39
"Rochester",69
"Tampa / St. Petersburg (Sarasota)",300
"Traverse City / Cadillac",8
"Lexington",60
"Dayton",119
"Springfield / Holyoke",21
"Norfolk / Portsmouth / Newport News",89
"Greenville / New Bern / Washington",6
"Columbia",46
"Toledo",45
"West Palm Beach / Ft. Pierce",236
"Wilmington",16
"Lansing",68
"Presque Isle",4
"Marquette",4
"Syracuse",77
"Richmond / Petersburg",151
"Knoxville",56
"Raleigh / Durham (Fayetteville)",319
"Jacksonville",277
"Grand Rapids / Kalamazoo / Battle Creek",82
"Charleston / Huntington",22
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",63
"Greenville / Spartanburg SC / Asheville NC / Anderson",107
"Harrisonburg",24
"Florence / Myrtle Beach",47
"Ft. Myers / Naples",73
"Roanoke / Lynchburg",72
"Johnstown / Altoona",190
"Chattanooga",13
"Salisbury",174
"Wilkes Barre / Scranton",24
"Terre Haute",4
"Lafayette",2
"Charlottesville",3
"South Bend / Elkhart",44
"Gainesville",7
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",43
"Corpus Christi",32
"Chicago",1764
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",9
"Topeka",31
"St. Louis",176
"Rockford",66
"Rochester MN / Mason City IA / Austin",9
"Shreveport",34
"Minneapolis / St. Paul",536
"Kansas City",928
"Milwaukee",167
"Houston",604
"Springfield",34
"New Orleans",233
"Dallas / Ft. Worth",1079
"Sioux City",14
"Waco / Temple / Bryan",2099
"Victoria",2
"Wichita Falls TX & Lawton",1
"Birmingham",111
"Ottumwa IA / Kirksville",1
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",89
"Odessa / Midland",28
"Amarillo",2
"Austin",1506
"Harlingen / Weslaco / Brownsville / McAllen",1
"Cedar Rapids / Waterloo / Iowa City & Dubuque",226
"St. Joseph",9
"Jackson",13
"Memphis",110
"San Antonio",248
"Lafayette",12
"Champaign & Springfield / Decatur",10
"Evansville",9
"Oklahoma City",219
"Lubbock",98
"Omaha",94
"Panama City",3
"Sherman TX / Ada",6
"Green Bay / Appleton",57
"Nashville",125
"San Angelo",92
"Abilene / Sweetwater",1
"Madison",338
"Ft. Smith / Fayetteville / Springdale / Rogers",24
"Tulsa",58
"Columbus / Tupelo / West Point",1
"Peoria / Bloomington",24
"Duluth MN / Superior",10
"Wichita / Hutchinson",69
"Des Moines / Ames",24
"Davenport IA / Rock Island / Moline",53
"Mobile AL / Pensacola (Ft. Walton Beach)",29
"Minot / Bismarck / Dickinson(Williston)",35
"Huntsville / Decatur (Florence)",40
"Beaumont / Port Arthur",4
"Little Rock / Pine Bluff",53
"Montgomery (Selma)",8
"La Crosse / Eau Claire",35
"Wausau / Rhinelander",10
"Tyler / Longview(Lufkin & Nacogdoches)",22
"Hattiesburg / Laurel",4
"Baton Rouge",14
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",25
"Lincoln & Hastings / Kearney",36
"Fargo / Valley City",6
"Sioux Falls(Mitchell)",168
"Bowling Green",43
"Mankato",3
"North Platte",2
"Anchorage",87
"Honolulu",188
"Fairbanks",1
"Biloxi / Gulfport",7
"Juneau",32
"Laredo",8
"Denver",1365
"Colorado Springs / Pueblo",10
"Phoenix",683
"Butte / Bozeman",84
"Great Falls",7
"Billings",175
"Boise",30
"Idaho Falls / Pocatello",7
"Cheyenne WY / Scottsbluff",12
"Twin Falls",10
"Missoula",90
"El Paso",7
"Helena",1
"Salt Lake City",346
"Grand Junction / Montrose",6
"Tucson (Sierra Vista)",26
"Albuquerque / Santa Fe",148
"Bakersfield",61
"Eugene",99
"Eureka",2
"Los Angeles",3669
"Palm Springs",23
"San Francisco / Oakland / San Jose",5648
"Yakima / Pasco / Richland / Kennewick",337
"Reno",28
"Medford / Klamath Falls",11
"Seattle / Tacoma",1768
"Portland",402
"Bend",165
"San Diego",473
"Monterey / Salinas",411
"Las Vegas",512
"Santa Barbara / Santa Maria / San Luis Obispo",52
"Sacramento / Stockton / Modesto",519
"Fresno / Visalia",20
"Chico / Redding",14
"Spokane",137
