"market","total_downloads"
"Portland / Auburn",6
"New York",2434
"Binghamton",29
"Macon",3
"Philadelphia",752
"Detroit",309
"Boston MA / Manchester",635
"Savannah",30
"Pittsburgh",193
"Ft. Wayne",13
"Cleveland / Akron (Canton)",116
"Washington DC (Hagerstown)",1705
"Baltimore",291
"Flint / Saginaw / Bay City",34
"Buffalo",77
"Cincinnati",115
"Charlotte",252
"Greensboro / High Point / Winston Salem",117
"Charleston",6
"Augusta",3
"Providence RI / New Bedford",50
"Columbus",15
"Burlington VT / Plattsburgh",47
"Atlanta",764
"Utica",13
"Indianapolis",109
"Miami / Ft. Lauderdale",448
"Louisville",156
"Tallahassee FL / Thomasville",11
"Tri-Cities TN",11
"Albany / Schenectady / Troy",147
"Hartford & New Haven",248
"Orlando / Daytona Beach / Melbourne",274
"Columbus",59
"Youngstown",446
"Bangor",28
"Rochester",54
"Tampa / St. Petersburg (Sarasota)",229
"Traverse City / Cadillac",8
"Lexington",5
"Dayton",97
"Springfield / Holyoke",11
"Norfolk / Portsmouth / Newport News",55
"Greenville / New Bern / Washington",5
"Columbia",43
"Toledo",22
"West Palm Beach / Ft. Pierce",203
"Wilmington",8
"Lansing",13
"Presque Isle",4
"Syracuse",57
"Richmond / Petersburg",111
"Knoxville",34
"Raleigh / Durham (Fayetteville)",167
"Jacksonville",239
"Grand Rapids / Kalamazoo / Battle Creek",66
"Charleston / Huntington",6
"Elmira",3
"Harrisburg / Lancaster / Lebanon / York",33
"Greenville / Spartanburg SC / Asheville NC / Anderson",53
"Harrisonburg",24
"Florence / Myrtle Beach",30
"Ft. Myers / Naples",35
"Roanoke / Lynchburg",61
"Johnstown / Altoona",110
"Chattanooga",8
"Salisbury",83
"Wilkes Barre / Scranton",4
"Terre Haute",4
"Lafayette",2
"Charlottesville",2
"South Bend / Elkhart",15
"Gainesville",6
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",41
"Corpus Christi",31
"Chicago",1171
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",7
"Topeka",6
"St. Louis",137
"Rockford",52
"Rochester MN / Mason City IA / Austin",9
"Shreveport",32
"Minneapolis / St. Paul",343
"Kansas City",268
"Milwaukee",141
"Houston",399
"Springfield",33
"New Orleans",174
"Dallas / Ft. Worth",778
"Sioux City",14
"Waco / Temple / Bryan",1852
"Victoria",2
"Birmingham",69
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",88
"Odessa / Midland",22
"Amarillo",1
"Austin",1209
"Harlingen / Weslaco / Brownsville / McAllen",1
"Cedar Rapids / Waterloo / Iowa City & Dubuque",185
"St. Joseph",3
"Jackson",9
"Memphis",54
"San Antonio",168
"Lafayette",12
"Champaign & Springfield / Decatur",6
"Evansville",9
"Oklahoma City",150
"Lubbock",48
"Omaha",77
"Panama City",3
"Sherman TX / Ada",6
"Green Bay / Appleton",56
"Nashville",85
"San Angelo",75
"Madison",236
"Ft. Smith / Fayetteville / Springdale / Rogers",22
"Tulsa",45
"Columbus / Tupelo / West Point",1
"Peoria / Bloomington",14
"Duluth MN / Superior",1
"Wichita / Hutchinson",52
"Des Moines / Ames",17
"Davenport IA / Rock Island / Moline",44
"Mobile AL / Pensacola (Ft. Walton Beach)",19
"Minot / Bismarck / Dickinson(Williston)",33
"Huntsville / Decatur (Florence)",19
"Beaumont / Port Arthur",3
"Little Rock / Pine Bluff",36
"Montgomery (Selma)",7
"La Crosse / Eau Claire",34
"Wausau / Rhinelander",6
"Tyler / Longview(Lufkin & Nacogdoches)",17
"Hattiesburg / Laurel",4
"Baton Rouge",13
"Jackson",20
"Lincoln & Hastings / Kearney",4
"Fargo / Valley City",1
"Sioux Falls(Mitchell)",26
"Bowling Green",43
"Mankato",2
"North Platte",2
"Anchorage",85
"Honolulu",98
"Fairbanks",1
"Biloxi / Gulfport",2
"Juneau",13
"Laredo",1
"Denver",873
"Colorado Springs / Pueblo",7
"Phoenix",526
"Butte / Bozeman",82
"Great Falls",2
"Billings",84
"Boise",24
"Idaho Falls / Pocatello",7
"Cheyenne WY / Scottsbluff",11
"Twin Falls",9
"Missoula",46
"El Paso",4
"Salt Lake City",210
"Grand Junction / Montrose",6
"Tucson (Sierra Vista)",22
"Albuquerque / Santa Fe",86
"Bakersfield",36
"Eugene",33
"Eureka",2
"Los Angeles",2472
"Palm Springs",20
"San Francisco / Oakland / San Jose",3537
"Yakima / Pasco / Richland / Kennewick",217
"Reno",21
"Medford / Klamath Falls",6
"Seattle / Tacoma",925
"Portland",239
"Bend",58
"San Diego",289
"Monterey / Salinas",339
"Las Vegas",391
"Santa Barbara / Santa Maria / San Luis Obispo",47
"Sacramento / Stockton / Modesto",291
"Fresno / Visalia",15
"Chico / Redding",9
"Spokane",111
