"market","total_downloads"
"Portland / Auburn",218
"New York",12229
"Binghamton",100
"Macon",62
"Philadelphia",3875
"Detroit",1407
"Boston MA / Manchester",2775
"Savannah",155
"Pittsburgh",956
"Ft. Wayne",43
"Cleveland / Akron (Canton)",667
"Washington DC (Hagerstown)",14987
"Baltimore",1447
"Flint / Saginaw / Bay City",99
"Buffalo",382
"Cincinnati",693
"Erie",1
"Charlotte",1178
"Greensboro / High Point / Winston Salem",379
"Charleston",47
"Augusta",43
"Providence RI / New Bedford",304
"Columbus",39
"Burlington VT / Plattsburgh",178
"Atlanta",2840
"Albany",48
"Utica",76
"Indianapolis",556
"Miami / Ft. Lauderdale",1767
"Louisville",432
"Tallahassee FL / Thomasville",27
"Tri-Cities TN",18
"Albany / Schenectady / Troy",336
"Hartford & New Haven",1327
"Orlando / Daytona Beach / Melbourne",919
"Columbus",309
"Youngstown",458
"Bangor",61
"Rochester",254
"Tampa / St. Petersburg (Sarasota)",935
"Traverse City / Cadillac",36
"Lexington",181
"Dayton",250
"Springfield / Holyoke",206
"Norfolk / Portsmouth / Newport News",221
"Greenville / New Bern / Washington",24
"Columbia",215
"Toledo",194
"West Palm Beach / Ft. Pierce",722
"Watertown",48
"Wilmington",231
"Lansing",152
"Presque Isle",4
"Marquette",44
"Wheeling WV / Steubenville",1
"Syracuse",181
"Richmond / Petersburg",421
"Knoxville",181
"Raleigh / Durham (Fayetteville)",2876
"Jacksonville",682
"Grand Rapids / Kalamazoo / Battle Creek",239
"Charleston / Huntington",24
"Elmira",8
"Harrisburg / Lancaster / Lebanon / York",434
"Greenville / Spartanburg SC / Asheville NC / Anderson",426
"Harrisonburg",35
"Florence / Myrtle Beach",106
"Ft. Myers / Naples",334
"Roanoke / Lynchburg",164
"Johnstown / Altoona",339
"Chattanooga",100
"Salisbury",1012
"Wilkes Barre / Scranton",110
"Terre Haute",17
"Lafayette",20
"Charlottesville",47
"South Bend / Elkhart",120
"Gainesville",28
"Zanesville",2
"Parkersburg",1
"Clarksburg / Weston",49
"Corpus Christi",50
"Chicago",4832
"Joplin MO / Pittsburg",4
"Columbia / Jefferson City",27
"Topeka",78
"Dothan",20
"St. Louis",761
"Rockford",110
"Rochester MN / Mason City IA / Austin",10
"Shreveport",116
"Minneapolis / St. Paul",1585
"Kansas City",1202
"Milwaukee",462
"Houston",2315
"Springfield",193
"New Orleans",578
"Dallas / Ft. Worth",3942
"Sioux City",19
"Waco / Temple / Bryan",2473
"Victoria",2
"Wichita Falls TX & Lawton",4
"Birmingham",438
"Ottumwa IA / Kirksville",2
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",117
"Odessa / Midland",153
"Amarillo",36
"Austin",2346
"Harlingen / Weslaco / Brownsville / McAllen",12
"Cedar Rapids / Waterloo / Iowa City & Dubuque",468
"St. Joseph",12
"Jackson",72
"Memphis",404
"San Antonio",480
"Lafayette",29
"Alexandria",20
"Champaign & Springfield / Decatur",97
"Evansville",27
"Oklahoma City",480
"Lubbock",272
"Omaha",315
"Panama City",8
"Sherman TX / Ada",9
"Green Bay / Appleton",96
"Nashville",953
"San Angelo",168
"Abilene / Sweetwater",22
"Madison",915
"Ft. Smith / Fayetteville / Springdale / Rogers",62
"Tulsa",103
"Columbus / Tupelo / West Point",14
"Peoria / Bloomington",118
"Duluth MN / Superior",22
"Wichita / Hutchinson",137
"Des Moines / Ames",168
"Davenport IA / Rock Island / Moline",80
"Mobile AL / Pensacola (Ft. Walton Beach)",193
"Minot / Bismarck / Dickinson(Williston)",57
"Huntsville / Decatur (Florence)",212
"Beaumont / Port Arthur",22
"Little Rock / Pine Bluff",227
"Montgomery (Selma)",67
"La Crosse / Eau Claire",116
"Wausau / Rhinelander",39
"Tyler / Longview(Lufkin & Nacogdoches)",109
"Hattiesburg / Laurel",28
"Baton Rouge",190
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",159
"Lincoln & Hastings / Kearney",186
"Fargo / Valley City",30
"Sioux Falls(Mitchell)",250
"Bowling Green",44
"Mankato",11
"North Platte",2
"Anchorage",110
"Honolulu",574
"Fairbanks",1
"Biloxi / Gulfport",20
"Juneau",48
"Laredo",9
"Denver",3842
"Colorado Springs / Pueblo",111
"Phoenix",1693
"Butte / Bozeman",139
"Great Falls",72
"Billings",232
"Boise",196
"Idaho Falls / Pocatello",59
"Cheyenne WY / Scottsbluff",30
"Twin Falls",45
"Missoula",116
"Rapid City",5
"El Paso",28
"Helena",1
"Casper / Riverton",1
"Salt Lake City",1304
"Grand Junction / Montrose",31
"Tucson (Sierra Vista)",153
"Albuquerque / Santa Fe",320
"Bakersfield",183
"Eugene",226
"Eureka",11
"Los Angeles",11258
"Palm Springs",132
"San Francisco / Oakland / San Jose",15188
"Yakima / Pasco / Richland / Kennewick",680
"Reno",135
"Medford / Klamath Falls",37
"Seattle / Tacoma",4786
"Portland",1899
"Bend",255
"San Diego",1893
"Monterey / Salinas",887
"Las Vegas",1459
"Santa Barbara / Santa Maria / San Luis Obispo",303
"Sacramento / Stockton / Modesto",1541
"Fresno / Visalia",91
"Chico / Redding",19
"Spokane",319
