"market","total_downloads"
"Portland / Auburn",20
"New York",4465
"Binghamton",54
"Macon",15
"Philadelphia",1373
"Detroit",571
"Boston MA / Manchester",1043
"Savannah",49
"Pittsburgh",342
"Ft. Wayne",24
"Cleveland / Akron (Canton)",243
"Washington DC (Hagerstown)",4169
"Baltimore",520
"Flint / Saginaw / Bay City",36
"Buffalo",109
"Cincinnati",162
"Charlotte",384
"Greensboro / High Point / Winston Salem",205
"Charleston",15
"Augusta",3
"Providence RI / New Bedford",95
"Columbus",17
"Burlington VT / Plattsburgh",100
"Atlanta",1117
"Albany",1
"Utica",15
"Indianapolis",227
"Miami / Ft. Lauderdale",795
"Louisville",220
"Tallahassee FL / Thomasville",12
"Tri-Cities TN",13
"Albany / Schenectady / Troy",175
"Hartford & New Haven",440
"Orlando / Daytona Beach / Melbourne",364
"Columbus",96
"Youngstown",451
"Bangor",59
"Rochester",81
"Tampa / St. Petersburg (Sarasota)",331
"Traverse City / Cadillac",8
"Lexington",68
"Dayton",128
"Springfield / Holyoke",29
"Norfolk / Portsmouth / Newport News",106
"Greenville / New Bern / Washington",7
"Columbia",46
"Toledo",55
"West Palm Beach / Ft. Pierce",266
"Wilmington",25
"Lansing",69
"Presque Isle",4
"Marquette",30
"Syracuse",89
"Richmond / Petersburg",165
"Knoxville",59
"Raleigh / Durham (Fayetteville)",431
"Jacksonville",294
"Grand Rapids / Kalamazoo / Battle Creek",85
"Charleston / Huntington",22
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",68
"Greenville / Spartanburg SC / Asheville NC / Anderson",121
"Harrisonburg",24
"Florence / Myrtle Beach",56
"Ft. Myers / Naples",80
"Roanoke / Lynchburg",73
"Johnstown / Altoona",212
"Chattanooga",16
"Salisbury",206
"Wilkes Barre / Scranton",29
"Terre Haute",4
"Lafayette",2
"Charlottesville",3
"South Bend / Elkhart",54
"Gainesville",8
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",43
"Corpus Christi",37
"Chicago",1957
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",9
"Topeka",31
"St. Louis",192
"Rockford",66
"Rochester MN / Mason City IA / Austin",9
"Shreveport",36
"Minneapolis / St. Paul",583
"Kansas City",960
"Milwaukee",184
"Houston",692
"Springfield",35
"New Orleans",241
"Dallas / Ft. Worth",1285
"Sioux City",14
"Waco / Temple / Bryan",2168
"Victoria",2
"Wichita Falls TX & Lawton",1
"Birmingham",119
"Ottumwa IA / Kirksville",1
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",93
"Odessa / Midland",30
"Amarillo",2
"Austin",1575
"Harlingen / Weslaco / Brownsville / McAllen",1
"Cedar Rapids / Waterloo / Iowa City & Dubuque",240
"St. Joseph",9
"Jackson",14
"Memphis",121
"San Antonio",273
"Lafayette",14
"Alexandria",2
"Champaign & Springfield / Decatur",11
"Evansville",9
"Oklahoma City",246
"Lubbock",107
"Omaha",101
"Panama City",4
"Sherman TX / Ada",6
"Green Bay / Appleton",57
"Nashville",159
"San Angelo",99
"Abilene / Sweetwater",18
"Madison",354
"Ft. Smith / Fayetteville / Springdale / Rogers",24
"Tulsa",60
"Columbus / Tupelo / West Point",1
"Peoria / Bloomington",37
"Duluth MN / Superior",10
"Wichita / Hutchinson",74
"Des Moines / Ames",33
"Davenport IA / Rock Island / Moline",55
"Mobile AL / Pensacola (Ft. Walton Beach)",29
"Minot / Bismarck / Dickinson(Williston)",35
"Huntsville / Decatur (Florence)",40
"Beaumont / Port Arthur",4
"Little Rock / Pine Bluff",71
"Montgomery (Selma)",8
"La Crosse / Eau Claire",35
"Wausau / Rhinelander",10
"Tyler / Longview(Lufkin & Nacogdoches)",25
"Hattiesburg / Laurel",4
"Baton Rouge",18
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",38
"Lincoln & Hastings / Kearney",45
"Fargo / Valley City",6
"Sioux Falls(Mitchell)",169
"Bowling Green",44
"Mankato",3
"North Platte",2
"Anchorage",87
"Honolulu",201
"Fairbanks",1
"Biloxi / Gulfport",9
"Juneau",32
"Laredo",8
"Denver",1603
"Colorado Springs / Pueblo",12
"Phoenix",770
"Butte / Bozeman",88
"Great Falls",14
"Billings",198
"Boise",30
"Idaho Falls / Pocatello",7
"Cheyenne WY / Scottsbluff",12
"Twin Falls",10
"Missoula",90
"Rapid City",3
"El Paso",10
"Helena",1
"Salt Lake City",404
"Grand Junction / Montrose",6
"Tucson (Sierra Vista)",27
"Albuquerque / Santa Fe",153
"Bakersfield",69
"Eugene",102
"Eureka",2
"Los Angeles",4051
"Palm Springs",23
"San Francisco / Oakland / San Jose",6329
"Yakima / Pasco / Richland / Kennewick",350
"Reno",30
"Medford / Klamath Falls",11
"Seattle / Tacoma",1964
"Portland",481
"Bend",178
"San Diego",504
"Monterey / Salinas",441
"Las Vegas",552
"Santa Barbara / Santa Maria / San Luis Obispo",53
"Sacramento / Stockton / Modesto",629
"Fresno / Visalia",20
"Chico / Redding",14
"Spokane",141
