"market","total_downloads"
"Portland / Auburn",20
"New York",5092
"Binghamton",67
"Macon",25
"Philadelphia",1626
"Detroit",657
"Boston MA / Manchester",1186
"Savannah",58
"Pittsburgh",358
"Ft. Wayne",24
"Cleveland / Akron (Canton)",263
"Washington DC (Hagerstown)",6221
"Baltimore",612
"Flint / Saginaw / Bay City",36
"Buffalo",121
"Cincinnati",180
"Charlotte",416
"Greensboro / High Point / Winston Salem",231
"Charleston",15
"Augusta",3
"Providence RI / New Bedford",101
"Columbus",21
"Burlington VT / Plattsburgh",107
"Atlanta",1332
"Albany",9
"Utica",18
"Indianapolis",254
"Miami / Ft. Lauderdale",865
"Louisville",234
"Tallahassee FL / Thomasville",12
"Tri-Cities TN",13
"Albany / Schenectady / Troy",184
"Hartford & New Haven",510
"Orlando / Daytona Beach / Melbourne",415
"Columbus",102
"Youngstown",451
"Bangor",59
"Rochester",96
"Tampa / St. Petersburg (Sarasota)",363
"Traverse City / Cadillac",8
"Lexington",84
"Dayton",134
"Springfield / Holyoke",45
"Norfolk / Portsmouth / Newport News",115
"Greenville / New Bern / Washington",8
"Columbia",50
"Toledo",57
"West Palm Beach / Ft. Pierce",306
"Wilmington",25
"Lansing",72
"Presque Isle",4
"Marquette",36
"Syracuse",101
"Richmond / Petersburg",187
"Knoxville",67
"Raleigh / Durham (Fayetteville)",476
"Jacksonville",313
"Grand Rapids / Kalamazoo / Battle Creek",86
"Charleston / Huntington",22
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",76
"Greenville / Spartanburg SC / Asheville NC / Anderson",153
"Harrisonburg",24
"Florence / Myrtle Beach",65
"Ft. Myers / Naples",107
"Roanoke / Lynchburg",81
"Johnstown / Altoona",257
"Chattanooga",19
"Salisbury",254
"Wilkes Barre / Scranton",54
"Terre Haute",6
"Lafayette",2
"Charlottesville",3
"South Bend / Elkhart",60
"Gainesville",8
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",45
"Corpus Christi",37
"Chicago",2258
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",13
"Topeka",32
"St. Louis",229
"Rockford",68
"Rochester MN / Mason City IA / Austin",9
"Shreveport",36
"Minneapolis / St. Paul",648
"Kansas City",972
"Milwaukee",219
"Houston",813
"Springfield",52
"New Orleans",258
"Dallas / Ft. Worth",1491
"Sioux City",17
"Waco / Temple / Bryan",2270
"Victoria",2
"Wichita Falls TX & Lawton",2
"Birmingham",146
"Ottumwa IA / Kirksville",1
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",93
"Odessa / Midland",32
"Amarillo",6
"Austin",1647
"Harlingen / Weslaco / Brownsville / McAllen",4
"Cedar Rapids / Waterloo / Iowa City & Dubuque",255
"St. Joseph",9
"Jackson",16
"Memphis",149
"San Antonio",307
"Lafayette",15
"Alexandria",2
"Champaign & Springfield / Decatur",31
"Evansville",18
"Oklahoma City",294
"Lubbock",114
"Omaha",129
"Panama City",4
"Sherman TX / Ada",6
"Green Bay / Appleton",62
"Nashville",222
"San Angelo",109
"Abilene / Sweetwater",19
"Madison",389
"Ft. Smith / Fayetteville / Springdale / Rogers",24
"Tulsa",71
"Columbus / Tupelo / West Point",2
"Peoria / Bloomington",85
"Duluth MN / Superior",16
"Wichita / Hutchinson",76
"Des Moines / Ames",47
"Davenport IA / Rock Island / Moline",56
"Mobile AL / Pensacola (Ft. Walton Beach)",36
"Minot / Bismarck / Dickinson(Williston)",35
"Huntsville / Decatur (Florence)",42
"Beaumont / Port Arthur",4
"Little Rock / Pine Bluff",120
"Montgomery (Selma)",12
"La Crosse / Eau Claire",38
"Wausau / Rhinelander",10
"Tyler / Longview(Lufkin & Nacogdoches)",26
"Hattiesburg / Laurel",8
"Baton Rouge",28
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",52
"Lincoln & Hastings / Kearney",52
"Fargo / Valley City",6
"Sioux Falls(Mitchell)",173
"Bowling Green",44
"Mankato",3
"North Platte",2
"Anchorage",88
"Honolulu",220
"Fairbanks",1
"Biloxi / Gulfport",9
"Juneau",32
"Laredo",8
"Denver",1896
"Colorado Springs / Pueblo",26
"Phoenix",891
"Butte / Bozeman",103
"Great Falls",14
"Billings",198
"Boise",31
"Idaho Falls / Pocatello",7
"Cheyenne WY / Scottsbluff",13
"Twin Falls",10
"Missoula",90
"Rapid City",3
"El Paso",20
"Helena",1
"Salt Lake City",590
"Grand Junction / Montrose",6
"Tucson (Sierra Vista)",28
"Albuquerque / Santa Fe",164
"Bakersfield",106
"Eugene",114
"Eureka",4
"Los Angeles",4708
"Palm Springs",23
"San Francisco / Oakland / San Jose",6966
"Yakima / Pasco / Richland / Kennewick",386
"Reno",33
"Medford / Klamath Falls",11
"Seattle / Tacoma",2228
"Portland",611
"Bend",194
"San Diego",572
"Monterey / Salinas",515
"Las Vegas",609
"Santa Barbara / Santa Maria / San Luis Obispo",57
"Sacramento / Stockton / Modesto",713
"Fresno / Visalia",20
"Chico / Redding",14
"Spokane",148
