"market","total_downloads"
"Portland / Auburn",33
"New York",6410
"Binghamton",87
"Macon",39
"Philadelphia",2267
"Detroit",846
"Boston MA / Manchester",1591
"Savannah",73
"Pittsburgh",468
"Ft. Wayne",32
"Cleveland / Akron (Canton)",344
"Washington DC (Hagerstown)",7849
"Baltimore",807
"Flint / Saginaw / Bay City",39
"Buffalo",177
"Cincinnati",249
"Charlotte",545
"Greensboro / High Point / Winston Salem",287
"Charleston",17
"Augusta",7
"Providence RI / New Bedford",173
"Columbus",22
"Burlington VT / Plattsburgh",117
"Atlanta",1721
"Albany",9
"Utica",35
"Indianapolis",370
"Miami / Ft. Lauderdale",1161
"Louisville",272
"Tallahassee FL / Thomasville",13
"Tri-Cities TN",13
"Albany / Schenectady / Troy",226
"Hartford & New Haven",678
"Orlando / Daytona Beach / Melbourne",525
"Columbus",189
"Youngstown",451
"Bangor",59
"Rochester",133
"Tampa / St. Petersburg (Sarasota)",550
"Traverse City / Cadillac",10
"Lexington",103
"Dayton",175
"Springfield / Holyoke",120
"Norfolk / Portsmouth / Newport News",129
"Greenville / New Bern / Washington",10
"Columbia",157
"Toledo",92
"West Palm Beach / Ft. Pierce",506
"Watertown",9
"Wilmington",36
"Lansing",94
"Presque Isle",4
"Marquette",38
"Syracuse",127
"Richmond / Petersburg",270
"Knoxville",96
"Raleigh / Durham (Fayetteville)",617
"Jacksonville",384
"Grand Rapids / Kalamazoo / Battle Creek",113
"Charleston / Huntington",22
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",239
"Greenville / Spartanburg SC / Asheville NC / Anderson",214
"Harrisonburg",24
"Florence / Myrtle Beach",76
"Ft. Myers / Naples",166
"Roanoke / Lynchburg",92
"Johnstown / Altoona",292
"Chattanooga",22
"Salisbury",948
"Wilkes Barre / Scranton",98
"Terre Haute",11
"Lafayette",2
"Charlottesville",35
"South Bend / Elkhart",79
"Gainesville",9
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",45
"Corpus Christi",37
"Chicago",2942
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",16
"Topeka",35
"St. Louis",430
"Rockford",88
"Rochester MN / Mason City IA / Austin",9
"Shreveport",37
"Minneapolis / St. Paul",828
"Kansas City",1036
"Milwaukee",255
"Houston",1103
"Springfield",79
"New Orleans",292
"Dallas / Ft. Worth",2072
"Sioux City",17
"Waco / Temple / Bryan",2330
"Victoria",2
"Wichita Falls TX & Lawton",2
"Birmingham",218
"Ottumwa IA / Kirksville",2
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",96
"Odessa / Midland",65
"Amarillo",7
"Austin",1814
"Harlingen / Weslaco / Brownsville / McAllen",4
"Cedar Rapids / Waterloo / Iowa City & Dubuque",317
"St. Joseph",10
"Jackson",37
"Memphis",215
"San Antonio",336
"Lafayette",17
"Alexandria",9
"Champaign & Springfield / Decatur",57
"Evansville",18
"Oklahoma City",378
"Lubbock",183
"Omaha",163
"Panama City",4
"Sherman TX / Ada",6
"Green Bay / Appleton",62
"Nashville",379
"San Angelo",130
"Abilene / Sweetwater",19
"Madison",654
"Ft. Smith / Fayetteville / Springdale / Rogers",28
"Tulsa",89
"Columbus / Tupelo / West Point",4
"Peoria / Bloomington",109
"Duluth MN / Superior",16
"Wichita / Hutchinson",86
"Des Moines / Ames",79
"Davenport IA / Rock Island / Moline",63
"Mobile AL / Pensacola (Ft. Walton Beach)",91
"Minot / Bismarck / Dickinson(Williston)",35
"Huntsville / Decatur (Florence)",59
"Beaumont / Port Arthur",5
"Little Rock / Pine Bluff",136
"Montgomery (Selma)",29
"La Crosse / Eau Claire",48
"Wausau / Rhinelander",27
"Tyler / Longview(Lufkin & Nacogdoches)",27
"Hattiesburg / Laurel",8
"Baton Rouge",37
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",90
"Lincoln & Hastings / Kearney",80
"Fargo / Valley City",6
"Sioux Falls(Mitchell)",205
"Bowling Green",44
"Mankato",3
"North Platte",2
"Anchorage",88
"Honolulu",315
"Fairbanks",1
"Biloxi / Gulfport",9
"Juneau",32
"Laredo",8
"Denver",2510
"Colorado Springs / Pueblo",49
"Phoenix",1067
"Butte / Bozeman",116
"Great Falls",26
"Billings",201
"Boise",92
"Idaho Falls / Pocatello",8
"Cheyenne WY / Scottsbluff",20
"Twin Falls",10
"Missoula",112
"Rapid City",5
"El Paso",28
"Helena",1
"Salt Lake City",763
"Grand Junction / Montrose",7
"Tucson (Sierra Vista)",34
"Albuquerque / Santa Fe",176
"Bakersfield",142
"Eugene",145
"Eureka",5
"Los Angeles",6198
"Palm Springs",29
"San Francisco / Oakland / San Jose",8637
"Yakima / Pasco / Richland / Kennewick",530
"Reno",45
"Medford / Klamath Falls",13
"Seattle / Tacoma",3055
"Portland",847
"Bend",212
"San Diego",841
"Monterey / Salinas",599
"Las Vegas",822
"Santa Barbara / Santa Maria / San Luis Obispo",62
"Sacramento / Stockton / Modesto",879
"Fresno / Visalia",22
"Chico / Redding",15
"Spokane",165
