"market","total_downloads"
"Portland / Auburn",33
"New York",6640
"Binghamton",89
"Macon",39
"Philadelphia",2351
"Detroit",873
"Boston MA / Manchester",1626
"Savannah",75
"Pittsburgh",476
"Ft. Wayne",37
"Cleveland / Akron (Canton)",350
"Washington DC (Hagerstown)",7962
"Baltimore",821
"Flint / Saginaw / Bay City",41
"Buffalo",183
"Cincinnati",263
"Charlotte",581
"Greensboro / High Point / Winston Salem",288
"Charleston",17
"Augusta",7
"Providence RI / New Bedford",188
"Columbus",22
"Burlington VT / Plattsburgh",117
"Atlanta",1780
"Albany",9
"Utica",44
"Indianapolis",378
"Miami / Ft. Lauderdale",1177
"Louisville",280
"Tallahassee FL / Thomasville",13
"Tri-Cities TN",13
"Albany / Schenectady / Troy",230
"Hartford & New Haven",695
"Orlando / Daytona Beach / Melbourne",551
"Columbus",189
"Youngstown",451
"Bangor",59
"Rochester",134
"Tampa / St. Petersburg (Sarasota)",558
"Traverse City / Cadillac",10
"Lexington",104
"Dayton",177
"Springfield / Holyoke",128
"Norfolk / Portsmouth / Newport News",133
"Greenville / New Bern / Washington",10
"Columbia",165
"Toledo",98
"West Palm Beach / Ft. Pierce",511
"Watertown",11
"Wilmington",37
"Lansing",97
"Presque Isle",4
"Marquette",38
"Syracuse",127
"Richmond / Petersburg",275
"Knoxville",96
"Raleigh / Durham (Fayetteville)",626
"Jacksonville",390
"Grand Rapids / Kalamazoo / Battle Creek",120
"Charleston / Huntington",22
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",247
"Greenville / Spartanburg SC / Asheville NC / Anderson",224
"Harrisonburg",24
"Florence / Myrtle Beach",77
"Ft. Myers / Naples",167
"Roanoke / Lynchburg",92
"Johnstown / Altoona",297
"Chattanooga",23
"Salisbury",948
"Wilkes Barre / Scranton",100
"Terre Haute",12
"Lafayette",11
"Charlottesville",36
"South Bend / Elkhart",80
"Gainesville",9
"Zanesville",1
"Parkersburg",1
"Clarksburg / Weston",45
"Corpus Christi",37
"Chicago",2988
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",16
"Topeka",35
"St. Louis",455
"Rockford",91
"Rochester MN / Mason City IA / Austin",9
"Shreveport",37
"Minneapolis / St. Paul",840
"Kansas City",1038
"Milwaukee",256
"Houston",1161
"Springfield",86
"New Orleans",295
"Dallas / Ft. Worth",2119
"Sioux City",17
"Waco / Temple / Bryan",2335
"Victoria",2
"Wichita Falls TX & Lawton",2
"Birmingham",221
"Ottumwa IA / Kirksville",2
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",99
"Odessa / Midland",67
"Amarillo",8
"Austin",1829
"Harlingen / Weslaco / Brownsville / McAllen",9
"Cedar Rapids / Waterloo / Iowa City & Dubuque",325
"St. Joseph",11
"Jackson",40
"Memphis",227
"San Antonio",345
"Lafayette",17
"Alexandria",9
"Champaign & Springfield / Decatur",67
"Evansville",18
"Oklahoma City",387
"Lubbock",192
"Omaha",172
"Panama City",4
"Sherman TX / Ada",6
"Green Bay / Appleton",62
"Nashville",396
"San Angelo",132
"Abilene / Sweetwater",19
"Madison",664
"Ft. Smith / Fayetteville / Springdale / Rogers",28
"Tulsa",89
"Columbus / Tupelo / West Point",4
"Peoria / Bloomington",109
"Duluth MN / Superior",16
"Wichita / Hutchinson",98
"Des Moines / Ames",79
"Davenport IA / Rock Island / Moline",63
"Mobile AL / Pensacola (Ft. Walton Beach)",102
"Minot / Bismarck / Dickinson(Williston)",35
"Huntsville / Decatur (Florence)",100
"Beaumont / Port Arthur",5
"Little Rock / Pine Bluff",136
"Montgomery (Selma)",29
"La Crosse / Eau Claire",48
"Wausau / Rhinelander",27
"Tyler / Longview(Lufkin & Nacogdoches)",27
"Hattiesburg / Laurel",8
"Baton Rouge",37
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",96
"Lincoln & Hastings / Kearney",91
"Fargo / Valley City",6
"Sioux Falls(Mitchell)",207
"Bowling Green",44
"Mankato",3
"North Platte",2
"Anchorage",88
"Honolulu",324
"Fairbanks",1
"Biloxi / Gulfport",9
"Juneau",32
"Laredo",8
"Denver",2556
"Colorado Springs / Pueblo",49
"Phoenix",1085
"Butte / Bozeman",116
"Great Falls",26
"Billings",203
"Boise",99
"Idaho Falls / Pocatello",8
"Cheyenne WY / Scottsbluff",20
"Twin Falls",30
"Missoula",112
"Rapid City",5
"El Paso",28
"Helena",1
"Salt Lake City",793
"Grand Junction / Montrose",8
"Tucson (Sierra Vista)",34
"Albuquerque / Santa Fe",178
"Bakersfield",144
"Eugene",147
"Eureka",5
"Los Angeles",6306
"Palm Springs",32
"San Francisco / Oakland / San Jose",8915
"Yakima / Pasco / Richland / Kennewick",531
"Reno",46
"Medford / Klamath Falls",13
"Seattle / Tacoma",3142
"Portland",867
"Bend",213
"San Diego",856
"Monterey / Salinas",604
"Las Vegas",844
"Santa Barbara / Santa Maria / San Luis Obispo",63
"Sacramento / Stockton / Modesto",894
"Fresno / Visalia",22
"Chico / Redding",15
"Spokane",170
