"country_name","total_downloads"
"",357
"Anonymous Proxy",1037
"United Arab Emirates",113
"Antigua and Barbuda",3
"Asia/Pacific Region",3
"Argentina",151
"Austria",183
"Australia",1494
"Aruba",2
"Azerbaijan",53
"Bosnia and Herzegovina",8
"Barbados",82
"Bangladesh",1
"Belgium",163
"Bulgaria",72
"Bahrain",10
"Bolivia",3
"Bonaire, Saint Eustatius and Saba",1
"Brazil",761
"Bahamas",1
"Bhutan",1
"Belarus",2
"Canada",1923
"Switzerland",442
"Chile",254
"China",673
"Colombia",81
"Costa Rica",71
"Cuba",2
"Curaï¿½ao",3
"Cyprus",1
"Czech Republic",84
"Germany",1510
"Denmark",94
"Dominican Republic",22
"Algeria",7
"Ecuador",6
"Estonia",64
"Egypt",3
"Spain",444
"Europe",1
"Finland",181
"France",501
"United Kingdom",3227
"Georgia",17
"Guernsey",2
"Gibraltar",6
"Greece",61
"Guatemala",13
"Guam",4
"Hong Kong",93
"Honduras",1
"Croatia",31
"Hungary",10
"Indonesia",49
"Ireland",254
"Israel",148
"Isle of Man",14
"India",707
"Iran, Islamic Republic of",12
"Iceland",13
"Italy",250
"Jamaica",2
"Japan",430
"Kenya",85
"Kyrgyzstan",12
"Cambodia",9
"Korea, Republic of",213
"Kuwait",2
"Kazakhstan",13
"Lao People's Democratic Republic",1
"Liechtenstein",1
"Liberia",2
"Lithuania",20
"Luxembourg",14
"Latvia",69
"Morocco",12
"Monaco",50
"Moldova, Republic of",4
"Macedonia",2
"Myanmar",2
"Macau",2
"Martinique",1
"Malta",4
"Mauritius",2
"Mexico",249
"Malaysia",52
"Nigeria",122
"Nicaragua",35
"Netherlands",711
"Norway",288
"New Zealand",235
"Oman",1
"Panama",2
"Peru",11
"Philippines",66
"Pakistan",8
"Poland",126
"Puerto Rico",33
"Portugal",36
"Qatar",4
"Reunion",1
"Romania",98
"Serbia",52
"Russian Federation",74
"Rwanda",11
"Saudi Arabia",70
"Seychelles",1
"Sweden",1095
"Singapore",268
"Slovenia",266
"Slovakia",35
"Suriname",1
"El Salvador",5
"Sint Maarten (Dutch part)",1
"Thailand",90
"Tunisia",1
"Turkey",53
"Trinidad and Tobago",13
"Taiwan",35
"Tanzania, United Republic of",165
"Ukraine",33
"Uganda",1
"United States",25646
"Venezuela",26
"Virgin Islands, British",3
"Vietnam",68
"South Africa",205
"Zimbabwe",4
