"market","total_downloads"
"Portland / Auburn",251
"New York",14022
"Binghamton",101
"Macon",63
"Philadelphia",4385
"Detroit",1576
"Boston MA / Manchester",3142
"Savannah",167
"Pittsburgh",1050
"Ft. Wayne",44
"Cleveland / Akron (Canton)",718
"Washington DC (Hagerstown)",15880
"Baltimore",1586
"Flint / Saginaw / Bay City",112
"Buffalo",404
"Cincinnati",709
"Erie",1
"Charlotte",1321
"Greensboro / High Point / Winston Salem",401
"Charleston",53
"Augusta",43
"Providence RI / New Bedford",343
"Columbus",44
"Burlington VT / Plattsburgh",203
"Atlanta",3087
"Albany",48
"Utica",83
"Indianapolis",590
"Miami / Ft. Lauderdale",2155
"Louisville",456
"Tallahassee FL / Thomasville",43
"Tri-Cities TN",32
"Albany / Schenectady / Troy",373
"Hartford & New Haven",1474
"Orlando / Daytona Beach / Melbourne",1041
"Columbus",365
"Youngstown",468
"Bangor",66
"Rochester",282
"Tampa / St. Petersburg (Sarasota)",1111
"Traverse City / Cadillac",37
"Lexington",188
"Dayton",251
"Springfield / Holyoke",241
"Norfolk / Portsmouth / Newport News",260
"Greenville / New Bern / Washington",24
"Columbia",222
"Toledo",228
"West Palm Beach / Ft. Pierce",796
"Watertown",59
"Wilmington",263
"Lansing",163
"Presque Isle",4
"Marquette",44
"Wheeling WV / Steubenville",1
"Syracuse",190
"Richmond / Petersburg",440
"Knoxville",198
"Lima",2
"Bluefield / Beckley / Oak Hill",4
"Raleigh / Durham (Fayetteville)",3111
"Jacksonville",719
"Grand Rapids / Kalamazoo / Battle Creek",265
"Charleston / Huntington",26
"Elmira",8
"Harrisburg / Lancaster / Lebanon / York",459
"Greenville / Spartanburg SC / Asheville NC / Anderson",464
"Harrisonburg",35
"Florence / Myrtle Beach",110
"Ft. Myers / Naples",392
"Roanoke / Lynchburg",184
"Johnstown / Altoona",354
"Chattanooga",131
"Salisbury",1039
"Wilkes Barre / Scranton",125
"Terre Haute",17
"Lafayette",20
"Charlottesville",47
"South Bend / Elkhart",125
"Gainesville",31
"Zanesville",2
"Parkersburg",1
"Clarksburg / Weston",49
"Corpus Christi",52
"Chicago",5162
"Joplin MO / Pittsburg",4
"Columbia / Jefferson City",35
"Topeka",90
"Dothan",20
"St. Louis",851
"Rockford",110
"Rochester MN / Mason City IA / Austin",10
"Shreveport",125
"Minneapolis / St. Paul",1719
"Kansas City",1239
"Milwaukee",487
"Houston",2550
"Springfield",253
"New Orleans",608
"Dallas / Ft. Worth",4458
"Sioux City",19
"Waco / Temple / Bryan",2511
"Victoria",2
"Wichita Falls TX & Lawton",4
"Monroe LA / El Dorado",4
"Birmingham",473
"Ottumwa IA / Kirksville",2
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",126
"Odessa / Midland",161
"Amarillo",48
"Austin",2607
"Harlingen / Weslaco / Brownsville / McAllen",15
"Cedar Rapids / Waterloo / Iowa City & Dubuque",507
"St. Joseph",16
"Jackson",76
"Memphis",427
"San Antonio",505
"Lafayette",29
"Alexandria",20
"Champaign & Springfield / Decatur",103
"Evansville",27
"Oklahoma City",508
"Lubbock",299
"Omaha",344
"Panama City",8
"Sherman TX / Ada",9
"Green Bay / Appleton",113
"Nashville",1115
"San Angelo",174
"Abilene / Sweetwater",22
"Madison",997
"Ft. Smith / Fayetteville / Springdale / Rogers",74
"Tulsa",104
"Columbus / Tupelo / West Point",14
"Peoria / Bloomington",122
"Duluth MN / Superior",22
"Wichita / Hutchinson",143
"Des Moines / Ames",199
"Davenport IA / Rock Island / Moline",92
"Mobile AL / Pensacola (Ft. Walton Beach)",219
"Minot / Bismarck / Dickinson(Williston)",63
"Huntsville / Decatur (Florence)",231
"Beaumont / Port Arthur",25
"Little Rock / Pine Bluff",244
"Montgomery (Selma)",92
"La Crosse / Eau Claire",137
"Wausau / Rhinelander",39
"Tyler / Longview(Lufkin & Nacogdoches)",142
"Hattiesburg / Laurel",39
"Baton Rouge",216
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",175
"Lincoln & Hastings / Kearney",204
"Fargo / Valley City",32
"Sioux Falls(Mitchell)",250
"Jonesboro",12
"Bowling Green",44
"Mankato",13
"North Platte",2
"Anchorage",114
"Honolulu",615
"Fairbanks",1
"Biloxi / Gulfport",269
"Juneau",52
"Laredo",9
"Denver",4163
"Colorado Springs / Pueblo",159
"Phoenix",1800
"Butte / Bozeman",150
"Great Falls",72
"Billings",233
"Boise",212
"Idaho Falls / Pocatello",61
"Cheyenne WY / Scottsbluff",31
"Twin Falls",45
"Missoula",119
"Rapid City",5
"El Paso",32
"Helena",1
"Casper / Riverton",1
"Salt Lake City",1442
"Yuma AZ / El Centro",2
"Grand Junction / Montrose",50
"Tucson (Sierra Vista)",161
"Albuquerque / Santa Fe",337
"Bakersfield",186
"Eugene",276
"Eureka",14
"Los Angeles",12408
"Palm Springs",155
"San Francisco / Oakland / San Jose",16648
"Yakima / Pasco / Richland / Kennewick",704
"Reno",156
"Medford / Klamath Falls",42
"Seattle / Tacoma",5145
"Portland",2028
"Bend",262
"San Diego",2131
"Monterey / Salinas",923
"Las Vegas",1660
"Santa Barbara / Santa Maria / San Luis Obispo",336
"Sacramento / Stockton / Modesto",1788
"Fresno / Visalia",95
"Chico / Redding",38
"Spokane",350
