"date","total_downloads"
"2016-10-15",190
"2016-10-14",197
"2016-10-13",422
"2016-10-12",461
"2016-10-11",468
"2016-10-10",576
"2016-10-09",800
"2016-10-08",195
"2016-10-07",215
"2016-10-06",303
"2016-10-05",342
"2016-10-04",314
"2016-10-03",461
"2016-10-02",662
"2016-10-01",294
