"market","total_downloads"
"Portland / Auburn",172
"New York",10549
"Binghamton",100
"Macon",58
"Philadelphia",3471
"Detroit",1282
"Boston MA / Manchester",2411
"Savannah",144
"Pittsburgh",806
"Ft. Wayne",43
"Cleveland / Akron (Canton)",596
"Washington DC (Hagerstown)",14230
"Baltimore",1305
"Flint / Saginaw / Bay City",80
"Buffalo",311
"Cincinnati",656
"Erie",1
"Charlotte",1022
"Greensboro / High Point / Winston Salem",363
"Charleston",44
"Augusta",22
"Providence RI / New Bedford",253
"Columbus",39
"Burlington VT / Plattsburgh",151
"Atlanta",2523
"Albany",26
"Utica",59
"Indianapolis",504
"Miami / Ft. Lauderdale",1582
"Louisville",375
"Tallahassee FL / Thomasville",25
"Tri-Cities TN",16
"Albany / Schenectady / Troy",290
"Hartford & New Haven",1167
"Orlando / Daytona Beach / Melbourne",802
"Columbus",275
"Youngstown",455
"Bangor",59
"Rochester",220
"Tampa / St. Petersburg (Sarasota)",770
"Traverse City / Cadillac",30
"Lexington",167
"Dayton",246
"Springfield / Holyoke",183
"Norfolk / Portsmouth / Newport News",176
"Greenville / New Bern / Washington",21
"Columbia",205
"Toledo",149
"West Palm Beach / Ft. Pierce",651
"Watertown",39
"Wilmington",221
"Lansing",136
"Presque Isle",4
"Marquette",42
"Wheeling WV / Steubenville",1
"Syracuse",167
"Richmond / Petersburg",408
"Knoxville",136
"Raleigh / Durham (Fayetteville)",2281
"Jacksonville",612
"Grand Rapids / Kalamazoo / Battle Creek",221
"Charleston / Huntington",24
"Elmira",8
"Harrisburg / Lancaster / Lebanon / York",383
"Greenville / Spartanburg SC / Asheville NC / Anderson",368
"Harrisonburg",35
"Florence / Myrtle Beach",100
"Ft. Myers / Naples",236
"Roanoke / Lynchburg",131
"Johnstown / Altoona",326
"Chattanooga",91
"Salisbury",986
"Wilkes Barre / Scranton",110
"Terre Haute",17
"Lafayette",20
"Charlottesville",44
"South Bend / Elkhart",116
"Gainesville",17
"Zanesville",2
"Parkersburg",1
"Clarksburg / Weston",48
"Corpus Christi",50
"Chicago",4311
"Joplin MO / Pittsburg",4
"Columbia / Jefferson City",18
"Topeka",78
"Dothan",9
"St. Louis",676
"Rockford",103
"Rochester MN / Mason City IA / Austin",10
"Shreveport",104
"Minneapolis / St. Paul",1394
"Kansas City",1143
"Milwaukee",353
"Houston",1951
"Springfield",187
"New Orleans",514
"Dallas / Ft. Worth",3323
"Sioux City",17
"Waco / Temple / Bryan",2449
"Victoria",2
"Wichita Falls TX & Lawton",4
"Birmingham",407
"Ottumwa IA / Kirksville",2
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",112
"Odessa / Midland",142
"Amarillo",32
"Austin",2193
"Harlingen / Weslaco / Brownsville / McAllen",11
"Cedar Rapids / Waterloo / Iowa City & Dubuque",435
"St. Joseph",12
"Jackson",67
"Memphis",356
"San Antonio",438
"Lafayette",29
"Alexandria",20
"Champaign & Springfield / Decatur",95
"Evansville",24
"Oklahoma City",462
"Lubbock",251
"Omaha",234
"Panama City",7
"Sherman TX / Ada",9
"Green Bay / Appleton",82
"Nashville",855
"San Angelo",159
"Abilene / Sweetwater",21
"Madison",876
"Ft. Smith / Fayetteville / Springdale / Rogers",41
"Tulsa",103
"Columbus / Tupelo / West Point",7
"Peoria / Bloomington",114
"Duluth MN / Superior",21
"Wichita / Hutchinson",131
"Des Moines / Ames",120
"Davenport IA / Rock Island / Moline",74
"Mobile AL / Pensacola (Ft. Walton Beach)",163
"Minot / Bismarck / Dickinson(Williston)",35
"Huntsville / Decatur (Florence)",190
"Beaumont / Port Arthur",18
"Little Rock / Pine Bluff",220
"Montgomery (Selma)",58
"La Crosse / Eau Claire",111
"Wausau / Rhinelander",39
"Tyler / Longview(Lufkin & Nacogdoches)",35
"Hattiesburg / Laurel",11
"Baton Rouge",112
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",126
"Lincoln & Hastings / Kearney",160
"Fargo / Valley City",30
"Sioux Falls(Mitchell)",246
"Bowling Green",44
"Mankato",11
"North Platte",2
"Anchorage",92
"Honolulu",509
"Fairbanks",1
"Biloxi / Gulfport",13
"Juneau",36
"Laredo",9
"Denver",3391
"Colorado Springs / Pueblo",97
"Phoenix",1479
"Butte / Bozeman",136
"Great Falls",72
"Billings",232
"Boise",171
"Idaho Falls / Pocatello",17
"Cheyenne WY / Scottsbluff",29
"Twin Falls",45
"Missoula",116
"Rapid City",5
"El Paso",28
"Helena",1
"Casper / Riverton",1
"Salt Lake City",1199
"Grand Junction / Montrose",25
"Tucson (Sierra Vista)",47
"Albuquerque / Santa Fe",264
"Bakersfield",176
"Eugene",194
"Eureka",8
"Los Angeles",9423
"Palm Springs",102
"San Francisco / Oakland / San Jose",13417
"Yakima / Pasco / Richland / Kennewick",649
"Reno",112
"Medford / Klamath Falls",28
"Seattle / Tacoma",4337
"Portland",1688
"Bend",246
"San Diego",1642
"Monterey / Salinas",861
"Las Vegas",1248
"Santa Barbara / Santa Maria / San Luis Obispo",260
"Sacramento / Stockton / Modesto",1380
"Fresno / Visalia",78
"Chico / Redding",16
"Spokane",280
