"country_name","total_downloads"
"",391
"Anonymous Proxy",1038
"United Arab Emirates",113
"Antigua and Barbuda",3
"Asia/Pacific Region",3
"Argentina",155
"Austria",198
"Australia",1535
"Aruba",2
"Azerbaijan",53
"Bosnia and Herzegovina",8
"Barbados",83
"Bangladesh",1
"Belgium",170
"Bulgaria",73
"Bahrain",10
"Bolivia",3
"Bonaire, Saint Eustatius and Saba",1
"Brazil",778
"Bahamas",1
"Bhutan",1
"Belarus",2
"Canada",1988
"Switzerland",458
"Chile",262
"China",676
"Colombia",88
"Costa Rica",71
"Cuba",2
"Curaï¿½ao",3
"Cyprus",1
"Czech Republic",85
"Germany",1582
"Denmark",94
"Dominican Republic",22
"Algeria",7
"Ecuador",7
"Estonia",67
"Egypt",3
"Spain",465
"Europe",1
"Finland",184
"France",513
"United Kingdom",3362
"Georgia",17
"Guernsey",2
"Gibraltar",6
"Greece",64
"Guatemala",13
"Guam",4
"Hong Kong",101
"Honduras",1
"Croatia",31
"Hungary",11
"Indonesia",49
"Ireland",260
"Israel",158
"Isle of Man",14
"India",731
"Iran, Islamic Republic of",14
"Iceland",13
"Italy",252
"Jamaica",2
"Japan",439
"Kenya",85
"Kyrgyzstan",12
"Cambodia",9
"Korea, Republic of",226
"Kuwait",2
"Kazakhstan",13
"Lao People's Democratic Republic",1
"Liechtenstein",1
"Liberia",2
"Lithuania",20
"Luxembourg",14
"Latvia",70
"Morocco",12
"Monaco",52
"Moldova, Republic of",4
"Macedonia",2
"Myanmar",2
"Macau",2
"Martinique",1
"Malta",4
"Mauritius",2
"Mexico",252
"Malaysia",70
"Nigeria",122
"Nicaragua",35
"Netherlands",767
"Norway",293
"New Zealand",245
"Oman",1
"Panama",2
"Peru",12
"Philippines",73
"Pakistan",8
"Poland",137
"Puerto Rico",33
"Portugal",36
"Qatar",4
"Reunion",1
"Romania",98
"Serbia",53
"Russian Federation",89
"Rwanda",11
"Saudi Arabia",70
"Seychelles",1
"Sweden",1145
"Singapore",282
"Slovenia",267
"Slovakia",35
"Suriname",1
"El Salvador",5
"Sint Maarten (Dutch part)",1
"Thailand",96
"Tunisia",1
"Turkey",62
"Trinidad and Tobago",13
"Taiwan",110
"Tanzania, United Republic of",165
"Ukraine",33
"Uganda",1
"United States",26857
"Uruguay",1
"Venezuela",27
"Virgin Islands, British",3
"Vietnam",80
"South Africa",235
"Zimbabwe",14
