"market","total_downloads"
"Portland / Auburn",103
"New York",7522
"Binghamton",96
"Macon",42
"Philadelphia",2660
"Detroit",974
"Boston MA / Manchester",1808
"Savannah",82
"Pittsburgh",535
"Ft. Wayne",38
"Cleveland / Akron (Canton)",426
"Washington DC (Hagerstown)",10727
"Baltimore",913
"Flint / Saginaw / Bay City",48
"Buffalo",198
"Cincinnati",305
"Charlotte",718
"Greensboro / High Point / Winston Salem",316
"Charleston",20
"Augusta",19
"Providence RI / New Bedford",214
"Columbus",25
"Burlington VT / Plattsburgh",122
"Atlanta",1946
"Albany",22
"Utica",53
"Indianapolis",422
"Miami / Ft. Lauderdale",1236
"Louisville",296
"Tallahassee FL / Thomasville",14
"Tri-Cities TN",13
"Albany / Schenectady / Troy",262
"Hartford & New Haven",824
"Orlando / Daytona Beach / Melbourne",637
"Columbus",209
"Youngstown",452
"Bangor",59
"Rochester",145
"Tampa / St. Petersburg (Sarasota)",621
"Traverse City / Cadillac",23
"Lexington",111
"Dayton",222
"Springfield / Holyoke",141
"Norfolk / Portsmouth / Newport News",145
"Greenville / New Bern / Washington",12
"Columbia",183
"Toledo",116
"West Palm Beach / Ft. Pierce",543
"Watertown",21
"Wilmington",67
"Lansing",98
"Presque Isle",4
"Marquette",39
"Wheeling WV / Steubenville",1
"Syracuse",143
"Richmond / Petersburg",301
"Knoxville",100
"Raleigh / Durham (Fayetteville)",1361
"Jacksonville",495
"Grand Rapids / Kalamazoo / Battle Creek",133
"Charleston / Huntington",22
"Elmira",5
"Harrisburg / Lancaster / Lebanon / York",280
"Greenville / Spartanburg SC / Asheville NC / Anderson",276
"Harrisonburg",25
"Florence / Myrtle Beach",78
"Ft. Myers / Naples",179
"Roanoke / Lynchburg",94
"Johnstown / Altoona",308
"Chattanooga",46
"Salisbury",949
"Wilkes Barre / Scranton",101
"Terre Haute",16
"Lafayette",14
"Charlottesville",36
"South Bend / Elkhart",87
"Gainesville",9
"Zanesville",2
"Parkersburg",1
"Clarksburg / Weston",48
"Corpus Christi",37
"Chicago",3382
"Joplin MO / Pittsburg",2
"Columbia / Jefferson City",17
"Topeka",44
"St. Louis",518
"Rockford",101
"Rochester MN / Mason City IA / Austin",9
"Shreveport",51
"Minneapolis / St. Paul",1017
"Kansas City",1059
"Milwaukee",286
"Houston",1298
"Springfield",112
"New Orleans",317
"Dallas / Ft. Worth",2421
"Sioux City",17
"Waco / Temple / Bryan",2360
"Victoria",2
"Wichita Falls TX & Lawton",3
"Birmingham",238
"Ottumwa IA / Kirksville",2
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",99
"Odessa / Midland",86
"Amarillo",17
"Austin",1903
"Harlingen / Weslaco / Brownsville / McAllen",9
"Cedar Rapids / Waterloo / Iowa City & Dubuque",372
"St. Joseph",11
"Jackson",50
"Memphis",261
"San Antonio",374
"Lafayette",17
"Alexandria",16
"Champaign & Springfield / Decatur",78
"Evansville",20
"Oklahoma City",416
"Lubbock",209
"Omaha",182
"Panama City",4
"Sherman TX / Ada",6
"Green Bay / Appleton",65
"Nashville",464
"San Angelo",140
"Abilene / Sweetwater",19
"Madison",717
"Ft. Smith / Fayetteville / Springdale / Rogers",31
"Tulsa",89
"Columbus / Tupelo / West Point",6
"Peoria / Bloomington",110
"Duluth MN / Superior",17
"Wichita / Hutchinson",107
"Des Moines / Ames",91
"Davenport IA / Rock Island / Moline",68
"Mobile AL / Pensacola (Ft. Walton Beach)",119
"Minot / Bismarck / Dickinson(Williston)",35
"Huntsville / Decatur (Florence)",150
"Beaumont / Port Arthur",5
"Little Rock / Pine Bluff",153
"Montgomery (Selma)",30
"La Crosse / Eau Claire",79
"Wausau / Rhinelander",29
"Tyler / Longview(Lufkin & Nacogdoches)",27
"Hattiesburg / Laurel",8
"Baton Rouge",38
"Quincy IL / Hannibal MO / Keokuk",1
"Jackson",112
"Lincoln & Hastings / Kearney",108
"Fargo / Valley City",20
"Sioux Falls(Mitchell)",219
"Bowling Green",44
"Mankato",11
"North Platte",2
"Anchorage",88
"Honolulu",374
"Fairbanks",1
"Biloxi / Gulfport",9
"Juneau",32
"Laredo",8
"Denver",2764
"Colorado Springs / Pueblo",68
"Phoenix",1166
"Butte / Bozeman",126
"Great Falls",26
"Billings",203
"Boise",102
"Idaho Falls / Pocatello",8
"Cheyenne WY / Scottsbluff",24
"Twin Falls",35
"Missoula",113
"Rapid City",5
"El Paso",28
"Helena",1
"Casper / Riverton",1
"Salt Lake City",885
"Grand Junction / Montrose",15
"Tucson (Sierra Vista)",38
"Albuquerque / Santa Fe",207
"Bakersfield",154
"Eugene",154
"Eureka",5
"Los Angeles",7105
"Palm Springs",40
"San Francisco / Oakland / San Jose",10346
"Yakima / Pasco / Richland / Kennewick",569
"Reno",67
"Medford / Klamath Falls",24
"Seattle / Tacoma",3526
"Portland",1082
"Bend",220
"San Diego",1088
"Monterey / Salinas",658
"Las Vegas",960
"Santa Barbara / Santa Maria / San Luis Obispo",94
"Sacramento / Stockton / Modesto",1055
"Fresno / Visalia",29
"Chico / Redding",15
"Spokane",210
