"market","total_downloads"
"Portland / Auburn",5
"New York",1953
"Binghamton",22
"Macon",2
"Philadelphia",552
"Detroit",225
"Boston MA / Manchester",534
"Savannah",29
"Pittsburgh",151
"Ft. Wayne",10
"Cleveland / Akron (Canton)",96
"Washington DC (Hagerstown)",1036
"Baltimore",206
"Flint / Saginaw / Bay City",34
"Buffalo",58
"Cincinnati",114
"Charlotte",150
"Greensboro / High Point / Winston Salem",98
"Charleston",6
"Augusta",3
"Providence RI / New Bedford",34
"Columbus",13
"Burlington VT / Plattsburgh",34
"Atlanta",593
"Utica",13
"Indianapolis",76
"Miami / Ft. Lauderdale",347
"Louisville",135
"Tallahassee FL / Thomasville",10
"Tri-Cities TN",10
"Albany / Schenectady / Troy",50
"Hartford & New Haven",160
"Orlando / Daytona Beach / Melbourne",231
"Columbus",49
"Youngstown",140
"Bangor",1
"Rochester",41
"Tampa / St. Petersburg (Sarasota)",167
"Traverse City / Cadillac",5
"Lexington",5
"Dayton",95
"Springfield / Holyoke",4
"Norfolk / Portsmouth / Newport News",55
"Greenville / New Bern / Washington",5
"Columbia",42
"Toledo",10
"West Palm Beach / Ft. Pierce",184
"Wilmington",4
"Lansing",9
"Presque Isle",4
"Syracuse",41
"Richmond / Petersburg",108
"Knoxville",32
"Raleigh / Durham (Fayetteville)",111
"Jacksonville",208
"Grand Rapids / Kalamazoo / Battle Creek",55
"Elmira",3
"Harrisburg / Lancaster / Lebanon / York",31
"Greenville / Spartanburg SC / Asheville NC / Anderson",40
"Harrisonburg",24
"Florence / Myrtle Beach",20
"Ft. Myers / Naples",20
"Roanoke / Lynchburg",60
"Johnstown / Altoona",86
"Chattanooga",8
"Salisbury",52
"Wilkes Barre / Scranton",4
"Terre Haute",3
"Lafayette",1
"South Bend / Elkhart",11
"Gainesville",4
"Clarksburg / Weston",41
"Corpus Christi",25
"Chicago",792
"Joplin MO / Pittsburg",1
"Columbia / Jefferson City",6
"Topeka",5
"St. Louis",119
"Rockford",46
"Rochester MN / Mason City IA / Austin",9
"Shreveport",31
"Minneapolis / St. Paul",293
"Kansas City",193
"Milwaukee",108
"Houston",310
"Springfield",29
"New Orleans",131
"Dallas / Ft. Worth",460
"Sioux City",14
"Waco / Temple / Bryan",1650
"Victoria",2
"Birmingham",49
"Paducah KY / Cape Girardeau MO / Harrisburg / Mount Vernon",73
"Odessa / Midland",21
"Amarillo",1
"Austin",996
"Harlingen / Weslaco / Brownsville / McAllen",1
"Cedar Rapids / Waterloo / Iowa City & Dubuque",167
"St. Joseph",3
"Jackson",8
"Memphis",43
"San Antonio",148
"Lafayette",3
"Champaign & Springfield / Decatur",3
"Evansville",9
"Oklahoma City",100
"Lubbock",39
"Omaha",52
"Panama City",3
"Sherman TX / Ada",6
"Green Bay / Appleton",31
"Nashville",65
"San Angelo",2
"Madison",187
"Ft. Smith / Fayetteville / Springdale / Rogers",19
"Tulsa",26
"Columbus / Tupelo / West Point",1
"Peoria / Bloomington",11
"Duluth MN / Superior",1
"Wichita / Hutchinson",31
"Des Moines / Ames",16
"Davenport IA / Rock Island / Moline",32
"Mobile AL / Pensacola (Ft. Walton Beach)",12
"Minot / Bismarck / Dickinson(Williston)",33
"Huntsville / Decatur (Florence)",9
"Beaumont / Port Arthur",2
"Little Rock / Pine Bluff",19
"Montgomery (Selma)",1
"La Crosse / Eau Claire",34
"Wausau / Rhinelander",5
"Tyler / Longview(Lufkin & Nacogdoches)",14
"Hattiesburg / Laurel",3
"Baton Rouge",9
"Jackson",16
"Lincoln & Hastings / Kearney",1
"Sioux Falls(Mitchell)",9
"Bowling Green",43
"Mankato",2
"North Platte",2
"Anchorage",9
"Honolulu",70
"Fairbanks",1
"Biloxi / Gulfport",2
"Juneau",2
"Denver",629
"Colorado Springs / Pueblo",7
"Phoenix",463
"Butte / Bozeman",77
"Great Falls",1
"Billings",34
"Boise",16
"Idaho Falls / Pocatello",4
"Cheyenne WY / Scottsbluff",1
"Twin Falls",9
"Missoula",45
"El Paso",4
"Salt Lake City",90
"Grand Junction / Montrose",6
"Tucson (Sierra Vista)",14
"Albuquerque / Santa Fe",36
"Bakersfield",19
"Eugene",24
"Eureka",2
"Los Angeles",1987
"Palm Springs",20
"San Francisco / Oakland / San Jose",2583
"Yakima / Pasco / Richland / Kennewick",202
"Reno",17
"Medford / Klamath Falls",4
"Seattle / Tacoma",687
"Portland",180
"Bend",51
"San Diego",222
"Monterey / Salinas",174
"Las Vegas",333
"Santa Barbara / Santa Maria / San Luis Obispo",41
"Sacramento / Stockton / Modesto",208
"Fresno / Visalia",13
"Chico / Redding",9
"Spokane",84
