"country_name","total_downloads"
"",293
"Anonymous Proxy",1033
"United Arab Emirates",108
"Antigua and Barbuda",3
"Asia/Pacific Region",1
"Argentina",116
"Austria",158
"Australia",1133
"Aruba",2
"Azerbaijan",53
"Bosnia and Herzegovina",8
"Barbados",67
"Bangladesh",1
"Belgium",105
"Bulgaria",59
"Bahrain",10
"Bolivia",2
"Bonaire, Saint Eustatius and Saba",1
"Brazil",502
"Bhutan",1
"Belarus",2
"Canada",1434
"Switzerland",317
"Chile",115
"China",626
"Colombia",50
"Costa Rica",71
"Cuba",2
"Curaï¿½ao",3
"Cyprus",1
"Czech Republic",67
"Germany",1122
"Denmark",77
"Dominican Republic",21
"Algeria",6
"Ecuador",1
"Estonia",60
"Egypt",2
"Spain",353
"Europe",1
"Finland",155
"France",355
"United Kingdom",2423
"Georgia",15
"Guernsey",2
"Gibraltar",6
"Greece",46
"Guatemala",7
"Guam",4
"Hong Kong",60
"Croatia",25
"Hungary",6
"Indonesia",36
"Ireland",178
"Israel",107
"Isle of Man",14
"India",619
"Iceland",12
"Italy",213
"Jamaica",2
"Japan",378
"Kenya",83
"Kyrgyzstan",12
"Cambodia",9
"Korea, Republic of",102
"Kuwait",1
"Kazakhstan",13
"Lao People's Democratic Republic",1
"Liechtenstein",1
"Liberia",2
"Lithuania",16
"Luxembourg",12
"Latvia",60
"Morocco",11
"Monaco",35
"Moldova, Republic of",3
"Macedonia",2
"Myanmar",1
"Macau",2
"Martinique",1
"Malta",4
"Mauritius",2
"Mexico",184
"Malaysia",37
"Nigeria",122
"Nicaragua",32
"Netherlands",497
"Norway",251
"New Zealand",161
"Oman",1
"Panama",2
"Peru",10
"Philippines",58
"Pakistan",8
"Poland",71
"Puerto Rico",33
"Portugal",32
"Qatar",2
"Reunion",1
"Romania",77
"Serbia",37
"Russian Federation",53
"Rwanda",1
"Saudi Arabia",31
"Seychelles",1
"Sweden",626
"Singapore",181
"Slovenia",239
"Slovakia",30
"Suriname",1
"El Salvador",5
"Sint Maarten (Dutch part)",1
"Thailand",75
"Tunisia",1
"Turkey",19
"Trinidad and Tobago",13
"Taiwan",28
"Tanzania, United Republic of",165
"Ukraine",14
"United States",19891
"Venezuela",15
"Virgin Islands, British",3
"Vietnam",45
"South Africa",144
"Zimbabwe",2
